player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Ja'Marr Chase,84270,WR,CIN,1,3.6,5,66.7,50.0,2,4,0,7.7,1,5,7,0,61.8,71.9,82.5,,82.0,0.0,0,0,17,0.0,0,36,0,12,97.2,35,36.1,13,78.7,18,0,58.3,21,91,81,6.8,7.6,2.6
Rashid Shaheed,63707,WR,NO,1,9.2,1,75.0,50.0,2,4,0,0.0,0,4,20,1,77.3,21.6,59.2,,60.9,0.0,0,0,10,0.0,0,50,0,9,98.0,49,48.0,24,90.6,12,0,52.0,26,75,28,3.1,8.3,1.53
Chris Olave,84355,WR,NO,1,11.0,0,66.7,0.0,0,2,1,11.1,1,1,20,0,54.9,70.1,51.5,,51.8,0.0,0,1,28,0.0,0,62,1,8,98.4,61,50.0,31,44.8,12,0,50.0,31,63,13,1.6,7.9,1.03
Justin Jefferson,61398,WR,MIN,1,9.3,0,63.6,50.0,2,4,0,0.0,0,3,18,0,75.6,69.5,78.7,,77.2,0.0,0,1,17,0.0,0,33,0,7,97.0,32,24.2,8,45.3,11,0,72.7,24,74,16,2.3,10.6,2.31
CeeDee Lamb,61570,WR,DAL,1,10.3,0,70.0,0.0,0,2,0,0.0,0,3,9,0,75.6,70.3,66.1,,69.0,0.0,0,1,29,0.0,0,38,1,7,89.5,34,26.3,10,51.7,10,0,73.7,28,74,22,3.1,10.6,2.18
Tetairoa McMillan,158735,WR,CAR,1,11.2,1,70.0,100.0,1,1,0,0.0,0,7,5,0,75.6,69.5,86.1,,84.6,0.0,0,0,19,0.0,0,35,0,7,97.1,34,31.4,11,101.7,10,0,68.6,24,99,21,3.0,14.1,2.91
Ladd McConkey,124030,WR,LAC,1,10.2,0,60.0,0.0,0,1,0,0.0,0,4,27,0,49.2,68.8,74.7,,73.6,0.0,0,1,27,0.0,0,30,0,6,96.7,29,56.7,17,82.5,10,1,43.3,13,88,27,4.5,14.7,3.03
Rome Odunze,73774,WR,CHI,1,13.8,1,70.0,100.0,2,2,0,12.5,1,7,6,0,52.5,69.5,74.9,,74.8,0.0,0,1,27,0.0,0,41,0,7,97.6,40,36.6,15,68.3,10,0,63.4,26,114,19,2.7,16.3,2.85
Rashee Rice,97605,WR,KC,1,3.6,1,100.0,,0,0,0,0.0,0,5,16,1,77.3,19.9,75.3,,75.4,0.0,0,0,25,0.0,0,36,2,9,94.4,34,36.1,13,146.8,9,1,61.1,22,93,61,6.8,10.3,2.74
Michael Pittman Jr.,29049,WR,IND,1,7.4,0,88.9,75.0,3,4,0,0.0,0,5,14,0,76.5,70.1,90.9,,90.3,0.0,0,0,21,0.0,0,29,0,8,100.0,29,31.0,9,147.7,9,1,69.0,20,95,29,3.6,11.9,3.28
Mason Taylor,157122,TE,NYJ,1,7.7,0,55.6,60.0,3,5,0,0.0,0,4,22,0,73.4,68.0,75.2,72.6,71.4,44.4,16,0,15,5.6,2,36,1,5,91.7,33,30.6,11,101.2,9,1,25.0,9,34,15,3.0,6.8,1.03
DeVonta Smith,61100,WR,PHI,1,12.4,0,66.7,0.0,0,2,0,0.0,0,5,24,0,75.6,69.5,86.6,,86.1,0.0,0,0,26,0.0,0,29,0,6,93.1,27,24.1,7,96.5,9,0,75.9,22,84,22,3.7,14.0,3.11
Zay Flowers,97268,WR,BLT,1,10.1,0,77.8,,0,0,0,0.0,0,4,3,0,75.6,70.3,76.5,,74.8,0.0,0,0,20,0.0,0,25,0,7,92.0,23,48.0,12,95.8,9,0,52.0,13,63,11,1.6,9.0,2.74
Kyle Pitts,83964,TE,ATL,1,4.6,1,100.0,100.0,1,1,0,0.0,0,1,2,0,77.3,70.6,57.0,,59.9,54.5,18,0,24,0.0,0,33,0,9,97.0,32,36.4,12,94.0,9,0,9.1,3,59,18,2.0,6.6,1.84
George Pickens,99229,WR,DAL,1,8.4,2,77.8,33.3,1,3,1,0.0,0,5,9,0,75.6,69.5,73.9,,75.5,0.0,0,0,17,0.0,0,41,1,7,90.2,37,17.1,7,102.8,9,0,82.9,34,78,16,2.3,11.1,2.11
KhaDarel Hodge,26104,WR,ATL,1,12.6,1,37.5,0.0,0,2,0,25.0,1,2,2,0,36.2,65.8,55.7,,59.8,0.0,0,0,16,0.0,0,23,0,3,100.0,23,26.1,6,49.5,8,0,73.9,17,31,9,3.0,10.3,1.35
Juwan Johnson,28305,TE,NO,1,11.6,0,62.5,0.0,0,1,0,16.7,1,4,20,0,45.8,68.0,62.5,34.6,62.2,8.2,4,0,16,4.1,2,49,0,5,93.9,46,65.3,32,81.8,8,0,24.5,12,53,10,2.0,10.6,1.15
Chimere Dike,129918,WR,TEN,1,9.0,0,87.5,,0,0,0,0.0,0,5,31,0,76.5,77.1,76.1,,75.4,0.0,0,1,21,0.0,0,43,0,7,90.7,39,72.1,31,75.5,8,0,27.9,12,93,42,6.0,13.3,2.38
Tucker Kraft,104034,TE,GB,1,2.5,4,87.5,,0,0,0,12.5,1,5,12,0,52.1,69.5,93.0,73.2,91.9,62.9,22,0,59,8.6,3,35,0,7,88.6,31,22.9,8,158.3,8,2,14.3,5,143,128,18.3,20.4,4.61
Troy Franklin,146567,WR,DEN,1,15.3,0,75.0,0.0,0,1,0,14.3,1,5,10,0,49.2,68.8,76.9,,75.8,0.0,0,0,26,0.0,0,30,0,6,86.7,26,43.3,13,150.5,8,2,56.7,17,89,36,6.0,14.8,3.42
Emeka Egbuka,145055,WR,TB,1,11.4,0,37.5,0.0,0,3,0,25.0,1,1,30,0,36.2,65.8,53.2,,53.2,0.0,0,0,24,0.0,0,26,0,3,100.0,26,38.5,10,51.6,8,0,61.5,16,35,8,2.7,11.7,1.35
Elic Ayomanor,157263,WR,TEN,1,14.1,2,50.0,50.0,1,2,0,20.0,1,2,31,0,41.6,67.0,51.3,,53.4,0.0,0,0,26,0.0,0,46,1,4,91.3,42,47.8,22,70.8,8,0,52.2,24,52,13,3.3,13.0,1.24
Van Jefferson,47447,WR,TEN,1,10.8,0,12.5,50.0,1,2,0,0.0,0,0,31,0,64.7,61.2,47.3,,47.9,0.0,0,0,6,0.0,0,41,0,1,90.2,37,14.6,6,39.6,8,0,85.4,35,6,0,0.0,6.0,0.16
Olamide Zaccheaus,44920,WR,CHI,1,3.7,0,100.0,100.0,3,3,0,0.0,0,0,6,0,75.6,69.5,55.9,,55.9,0.0,0,0,6,0.0,0,28,0,7,96.4,27,46.4,13,86.3,7,0,53.6,15,33,7,1.0,4.7,1.22
Jauan Jennings,48027,WR,SF,1,17.0,1,57.1,33.3,1,3,0,20.0,1,1,28,0,41.6,67.0,61.7,56.0,66.1,0.0,0,1,25,3.0,1,33,1,4,90.9,30,24.2,8,36.9,7,0,75.8,25,45,6,1.5,11.3,1.5
Khalil Shakir,84140,WR,BUF,1,1.6,4,85.7,0.0,0,1,0,0.0,0,3,4,0,74.6,72.7,88.4,,87.1,0.0,0,0,54,0.0,0,17,0,6,94.1,16,70.6,12,158.3,7,1,29.4,5,88,93,15.5,14.7,5.5
Jayden Higgins,150240,WR,HST,1,11.7,1,57.1,,0,0,0,0.0,0,3,13,0,72.1,67.0,61.0,,60.4,0.0,0,0,12,0.0,0,37,0,4,91.9,34,8.1,3,109.5,7,1,91.9,34,34,6,1.5,8.5,1.0
Harold Fannin Jr.,163104,TE,CLV,1,5.9,0,85.7,100.0,2,2,0,0.0,0,2,8,0,74.6,68.8,75.4,68.2,74.9,41.9,13,0,19,3.2,1,31,0,6,90.3,28,35.5,11,143.2,7,1,19.4,6,62,27,4.5,10.3,2.21
Xavier Worthy,144718,WR,KC,1,6.3,3,71.4,0.0,0,1,0,0.0,0,2,16,0,73.4,68.0,68.8,,68.4,0.0,0,0,27,0.0,0,38,0,5,94.7,36,26.3,10,93.2,7,0,73.7,28,53,42,8.4,10.6,1.47
Travis Kelce,7844,TE,KC,1,7.3,0,85.7,,0,0,0,14.3,1,5,16,0,49.2,68.8,74.9,68.7,75.0,37.5,15,1,38,5.0,2,40,0,6,90.0,36,40.0,16,118.8,7,1,20.0,8,99,54,9.0,16.5,2.75
D.K. Metcalf,47864,WR,PIT,1,9.9,1,71.4,50.0,1,2,0,0.0,0,4,25,0,74.6,68.8,60.5,,64.9,0.0,0,0,24,0.0,0,42,2,5,88.1,37,2.4,1,133.9,7,1,97.6,41,55,30,6.0,11.0,1.49
Mack Hollins,11873,WR,NE,1,8.3,0,100.0,100.0,1,1,0,0.0,0,4,19,0,75.6,69.5,75.2,,77.6,8.0,2,0,21,0.0,0,25,0,7,96.0,24,16.0,4,118.8,7,0,72.0,18,89,31,4.4,12.7,3.71
Calvin Austin III,61418,WR,PIT,1,3.5,0,66.7,100.0,1,1,0,20.0,1,1,25,0,41.6,67.0,52.0,,52.8,0.0,0,0,13,0.0,0,36,0,4,88.9,32,63.9,23,77.1,6,0,36.1,13,28,11,2.8,7.0,0.88
Jaylen Waddle,84088,WR,MIA,1,11.3,2,83.3,,0,0,0,0.0,0,4,17,0,73.4,69.5,81.3,,81.5,0.0,0,0,43,0.0,0,28,0,5,89.3,25,28.6,8,158.3,6,1,71.4,20,99,49,9.8,19.8,3.96
Jeremy McNichols,11917,HB,WAS,1,-1.0,1,83.3,,0,0,0,0.0,0,3,32,0,73.4,69.1,80.5,38.6,90.8,0.0,0,0,24,14.3,3,21,0,5,81.0,17,28.6,6,111.1,6,0,0.0,0,64,65,13.0,12.8,3.76
Jaylin Noel,125155,WR,HST,1,12.5,0,83.3,,0,0,0,0.0,0,4,13,0,73.4,73.3,83.3,,82.6,0.0,0,1,44,0.0,0,21,0,5,90.5,19,76.2,16,70.8,6,0,23.8,5,63,9,1.8,12.6,3.32
De'Von Achane,124305,HB,MIA,1,1.7,0,83.3,0.0,0,1,0,0.0,0,2,17,0,73.4,77.6,69.7,25.8,74.6,0.0,0,0,10,4.5,1,22,0,5,86.4,19,31.8,7,122.9,6,1,13.6,3,24,35,7.0,4.8,1.26
Zach Ertz,7816,TE,WAS,1,4.7,0,66.7,66.7,2,3,0,20.0,1,0,32,0,42.1,67.0,49.2,65.0,47.2,29.6,8,1,5,3.7,1,27,0,4,92.6,25,59.3,16,30.6,6,0,11.1,3,16,4,1.0,4.0,0.64
