player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
C.J. Stroud,129759,QB,HST,1,81.1,37,39,8.1,2.75,1,1,2.4,76.9,30,0,10,0.0,42,0,0.56,18,13,80.5,79.8,76.0,71.8,0,1,45,0,57.1,0.0,106.6,0.0,0,3,0,1,2,1,2.2,318,8.2
Cam Ward,133244,QB,TEN,1,66.7,36,38,9.6,3.14,1,2,4.9,57.9,22,0,14,8.3,43,2,-0.16,13,31,80.2,64.9,65.8,54.1,0,1,47,0,44.2,28.6,76.5,9.3,4,1,1,0,1,1,2.1,259,6.8
Caleb Williams,144622,QB,CHI,1,76.5,34,38,8.9,3.06,0,2,5.1,65.8,25,0,11,3.8,41,1,0.0,14,6,79.5,60.0,60.0,57.6,0,1,42,2,46.3,9.1,77.2,2.4,1,2,0,4,0,1,2.4,285,7.5
Jordan Love,40306,QB,GB,1,90.9,33,37,5.9,2.49,0,1,2.6,78.4,29,0,12,3.3,37,1,0.47,16,12,79.0,81.2,79.5,60.0,2,0,38,0,56.8,0.0,134.2,0.0,0,0,0,2,3,0,0.0,360,9.7
Aaron Rodgers,2241,QB,PIT,1,78.1,32,36,7.5,2.77,1,2,4.8,66.7,24,0,13,4.0,39,1,-0.21,10,25,79.8,75.9,74.5,,1,0,45,0,41.0,23.1,101.5,7.7,3,0,0,2,2,0,0.0,219,6.1
Dillon Gabriel,86272,QB,CLV,1,67.7,31,35,7.5,2.99,2,0,0.0,60.0,21,0,18,0.0,38,0,-0.34,8,8,79.0,33.7,34.6,64.4,0,2,40,2,34.2,5.6,65.9,2.6,1,1,0,2,2,3,7.5,156,4.5
Joe Flacco,4332,QB,CIN,1,71.9,32,34,5.4,2.54,0,1,2.9,61.8,21,0,7,8.7,36,2,0.08,12,7,78.8,69.1,64.0,74.6,0,0,37,0,50.0,14.3,100.5,2.8,1,1,0,2,2,1,2.7,223,6.6
Patrick Mahomes,11765,QB,KC,1,83.9,31,34,6.6,2.99,0,3,8.3,73.5,25,0,15,3.8,41,1,0.32,17,16,79.7,82.8,81.7,63.2,1,2,43,1,61.0,20.0,104.9,7.3,3,3,0,2,3,1,2.3,299,8.8
Mac Jones,60323,QB,SF,1,75.9,29,32,11.6,2.79,0,3,9.1,59.4,19,0,13,13.6,37,3,-0.21,12,28,78.9,78.8,75.1,71.0,2,1,39,0,37.8,15.4,84.5,5.4,2,2,0,1,2,1,2.6,193,6.0
Justin Fields,82118,QB,NYJ,1,75.0,28,32,6.0,2.92,0,2,6.1,65.6,21,0,7,0.0,37,0,0.3,12,22,80.1,77.8,80.8,59.9,1,0,39,0,48.6,0.0,99.0,0.0,0,5,1,2,1,0,0.0,244,7.6
Dak Prescott,10769,QB,DAL,1,66.7,30,31,7.9,2.64,1,1,2.9,61.3,19,0,14,5.0,38,1,-0.19,11,9,79.5,51.6,54.7,48.5,0,2,42,0,47.4,14.3,51.5,5.3,2,5,0,0,0,2,4.8,188,6.1
Kirk Cousins,7102,QB,ATL,1,76.7,30,31,8.6,2.48,0,0,0.0,67.7,21,0,11,8.7,32,2,-0.23,7,2,78.4,66.2,66.2,60.0,0,0,33,0,40.6,9.1,81.8,3.1,1,0,0,1,0,0,0.0,173,5.6
Marcus Mariota,9435,QB,WAS,1,82.8,29,30,5.2,3.33,1,2,6.5,70.0,21,0,15,12.5,35,3,-0.35,9,32,28.8,69.4,77.8,44.0,0,2,36,0,40.0,13.3,73.3,5.7,2,3,0,0,1,2,5.6,213,7.1
Tyler Shough,83537,QB,NO,1,65.5,29,30,9.1,2.58,1,1,3.3,56.7,17,0,11,10.5,35,2,-0.32,8,20,78.3,71.3,71.0,59.4,0,1,35,0,34.3,18.2,53.2,5.7,2,3,0,0,0,0,0.0,128,4.3
Daniel Jones,39395,QB,IND,1,84.6,26,29,9.5,2.85,0,0,0.0,72.4,21,0,10,4.5,33,1,0.39,14,14,77.9,74.9,74.7,58.3,1,0,33,0,48.5,30.0,136.0,9.1,3,1,0,2,3,0,0.0,272,9.4
Bo Nix,97790,QB,DEN,1,85.2,27,29,11.9,2.43,0,3,8.8,65.5,19,0,6,17.4,30,4,0.46,15,10,78.5,87.2,85.2,60.0,0,1,35,0,60.0,0.0,117.4,0.0,0,0,0,2,4,1,2.9,247,8.5
Carson Wentz,10636,QB,MIN,1,62.5,24,27,6.3,2.7,1,0,0.0,55.6,15,0,17,0.0,32,0,-0.45,8,18,32.2,35.4,36.5,,1,1,33,0,34.4,29.4,67.5,15.6,5,0,0,1,1,2,6.1,144,5.3
Tua Tagovailoa,60326,QB,MIA,1,84.0,25,26,4.4,2.23,1,1,3.4,76.9,20,0,7,4.8,27,1,0.39,10,17,77.4,82.6,81.1,,0,0,30,0,51.9,14.3,138.6,3.7,1,0,0,0,4,0,0.0,205,7.9
Justin Herbert,28237,QB,LAC,1,75.0,24,25,9.2,3.2,0,1,3.8,72.0,18,0,22,0.0,34,0,0.47,17,27,78.3,93.6,91.5,82.7,0,1,35,0,61.8,9.1,122.8,5.9,2,7,0,1,3,0,0.0,227,9.1
Andy Dalton,6187,QB,CAR,1,69.6,23,24,8.2,2.62,0,1,4.0,66.7,16,0,15,0.0,34,0,-0.52,11,5,20.7,43.1,50.2,36.8,0,1,36,0,50.0,46.7,70.7,20.6,7,1,0,1,0,4,11.1,175,7.3
Jaxson Dart,146409,QB,NYG,1,76.2,21,24,11.6,3.69,0,3,12.0,58.3,14,0,15,12.5,31,2,0.03,10,21,78.7,81.1,80.9,67.5,1,0,32,1,41.9,33.3,98.1,16.1,5,2,0,2,1,0,0.0,193,8.0
Baker Mayfield,46518,QB,TB,1,78.3,23,24,6.8,2.64,0,1,4.2,62.5,15,0,10,16.7,27,3,-0.2,8,30,25.4,63.5,62.5,,1,0,27,0,37.0,30.0,80.6,11.1,3,0,0,0,0,2,7.4,152,6.3
Drake Maye,143969,QB,NE,1,82.6,23,24,12.1,3.09,0,1,3.7,75.0,18,0,14,5.3,34,1,0.25,13,19,28.7,71.6,67.7,70.8,0,1,37,0,58.8,42.9,135.8,17.6,6,4,0,1,3,2,5.4,282,11.8
Tyler Huntley,46448,QB,BLT,1,85.7,21,22,9.3,2.68,1,1,4.2,77.3,17,0,7,5.6,25,1,0.24,9,3,78.6,71.2,67.7,68.0,0,0,27,1,56.0,28.6,116.9,8.0,2,1,0,0,1,1,3.7,186,8.5
Spencer Rattler,97408,QB,NO,1,75.0,20,21,9.6,2.64,0,0,0.0,71.4,15,0,11,0.0,27,0,-0.69,7,20,25.8,35.1,50.4,29.1,0,1,28,1,40.7,27.3,68.8,11.1,3,2,1,0,0,2,7.1,136,6.5
Jalen Hurts,40291,QB,PHI,1,83.3,18,20,8.1,3.32,1,0,0.0,75.0,15,0,11,0.0,27,0,0.37,11,24,77.4,63.1,68.0,52.1,1,0,29,1,48.1,36.4,141.5,14.8,4,3,0,0,4,0,0.0,179,9.0
Josh Allen,46601,QB,BUF,1,68.4,19,19,5.9,3.06,0,0,0.0,63.2,12,0,7,7.7,21,1,0.35,8,4,76.9,69.8,65.3,69.7,0,0,22,0,47.6,28.6,108.0,9.5,2,0,0,0,1,0,0.0,163,8.6
Mitch Trubisky,11757,QB,BUF,1,75.0,4,4,7.0,2.4,0,0,0.0,50.0,2,0,0,33.3,4,1,0.33,2,4,66.9,74.9,73.6,,0,0,4,0,50.0,,66.7,0.0,0,0,0,0,0,0,0.0,22,5.5
Max Brosmer,105568,QB,MIN,1,75.0,4,4,-1.3,2.0,0,0,0.0,75.0,3,0,0,0.0,4,0,0.12,1,18,66.9,64.7,64.1,,0,0,4,0,50.0,,78.1,0.0,0,0,0,0,0,0,0.0,13,3.3
Joe Milton III,82151,QB,DAL,1,100.0,3,4,17.7,2.1,1,1,25.0,75.0,3,0,1,0.0,4,0,1.38,3,9,66.9,79.9,78.4,,0,0,4,0,75.0,0.0,156.3,0.0,0,0,0,0,1,0,0.0,58,14.5
Riley Leonard,143862,QB,IND,1,0.0,2,2,4.5,1.85,0,0,0.0,0.0,0,0,0,,2,0,-1.18,0,14,66.1,27.0,28.6,58.2,0,0,2,0,0.0,,39.6,0.0,0,0,0,0,0,1,50.0,0,0.0
Breece Hall,97636,HB,NYJ,1,100.0,1,1,12.0,4.2,0,0,0.0,100.0,1,0,0,0.0,1,0,1.47,1,22,77.1,69.1,55.1,75.0,0,0,1,1,100.0,,122.9,0.0,0,0,0,0,1,0,0.0,4,4.0
Zach Wilson,82096,QB,MIA,1,100.0,1,1,-3.0,1.5,0,0,0.0,100.0,1,0,0,0.0,1,0,-4.55,0,17,60.4,61.4,60.4,,0,0,1,0,0.0,,79.2,0.0,0,0,0,0,0,0,0.0,0,0.0
