pick,player,model_prob,market_prob,edge,abs_edge,model_version,run_timestamp,source,market_timestamp
1,Fernando Mendoza,1.0,0.0,1.0,1.0,v1,2026-04-16T15:39:56,,
18,Dillon Thieneman,0.433,0.0,0.433,0.433,v1,2026-04-16T15:39:56,,
12,Jermod McCoy,0.414,0.0,0.414,0.414,v1,2026-04-16T15:39:56,,
17,Kadyn Proctor,0.409,0.0,0.409,0.409,v1,2026-04-16T15:39:56,,
2,David Bailey,0.401,0.0,0.401,0.401,v1,2026-04-16T15:39:56,,
7,Rueben Bain,0.3556,0.0,0.3556,0.3556,v1,2026-04-16T15:39:56,,
25,Peter Woods,0.3522,0.0,0.3522,0.3522,v1,2026-04-16T15:39:56,,
15,Keldric Faulk,0.3276,0.0,0.3276,0.3276,v1,2026-04-16T15:39:56,,
14,Olaivavega Ioane,0.3248,0.0,0.3248,0.3248,v1,2026-04-16T15:39:56,,
18,Emmanuel McNeil-Warren,0.2844,0.0,0.2844,0.2844,v1,2026-04-16T15:39:56,,
19,Kenyon Sadiq,0.265,0.0,0.265,0.265,v1,2026-04-16T15:39:56,,
2,Arvell Reese,0.4754,0.7343734660187259,-0.2589734660187259,0.2589734660187259,v1,2026-04-16T15:39:56,DraftKings,2026-04-15 15:51:34
10,Caleb Downs,0.4176,0.1589006626170234,0.2586993373829766,0.2586993373829766,v1,2026-04-16T15:39:56,DraftKings,2026-04-15 15:51:34
25,Kayden McDonald,0.2582,0.0,0.2582,0.2582,v1,2026-04-16T15:39:56,,
13,Jordyn Tyson,0.257,0.0,0.257,0.257,v1,2026-04-16T15:39:56,,
15,Kenyon Sadiq,0.246,0.0,0.246,0.246,v1,2026-04-16T15:39:56,,
8,Mansoor Delane,0.3564,0.113217111596065,0.24318288840393498,0.24318288840393498,v1,2026-04-16T15:39:56,DraftKings,2026-04-15 15:51:34
3,Francis Mauigoa,0.3474,0.1263856274360412,0.22101437256395878,0.22101437256395878,v1,2026-04-16T15:39:56,DraftKings,2026-04-15 15:51:34
11,Makai Lemon,0.2184,0.0,0.2184,0.2184,v1,2026-04-16T15:39:56,,
24,Caleb Lomu,0.2174,0.0,0.2174,0.2174,v1,2026-04-16T15:39:56,,
28,Kayden McDonald,0.2116,0.0,0.2116,0.2116,v1,2026-04-16T15:39:56,,
32,Colton Hood,0.2064,0.0,0.2064,0.2064,v1,2026-04-16T15:39:56,,
8,Rueben Bain,0.1996,0.0,0.1996,0.1996,v1,2026-04-16T15:39:56,,
30,Colton Hood,0.198,0.0,0.198,0.198,v1,2026-04-16T15:39:56,,
32,Zion Young,0.1938,0.0,0.1938,0.1938,v1,2026-04-16T15:39:56,,
24,Kevin Concepcion,0.1896,0.0,0.1896,0.1896,v1,2026-04-16T15:39:56,,
26,T.J. Parker,0.1894,0.0,0.1894,0.1894,v1,2026-04-16T15:39:56,,
13,Spencer Fano,0.1884,0.0,0.1884,0.1884,v1,2026-04-16T15:39:56,,
26,Denzel Boston,0.188,0.0,0.188,0.188,v1,2026-04-16T15:39:56,,
31,Cashius Howell,0.187,0.0,0.187,0.187,v1,2026-04-16T15:39:56,,
5,Carnell Tate,0.2364,0.0569254192482456,0.1794745807517544,0.1794745807517544,v1,2026-04-16T15:39:56,DraftKings,2026-04-15 15:51:34
23,Caleb Lomu,0.1792,0.0,0.1792,0.1792,v1,2026-04-16T15:39:56,,
14,Jordyn Tyson,0.1762,0.0,0.1762,0.1762,v1,2026-04-16T15:39:56,,
29,Cashius Howell,0.1752,0.0,0.1752,0.1752,v1,2026-04-16T15:39:56,,
13,Monroe Freeling,0.174,0.0,0.174,0.174,v1,2026-04-16T15:39:56,,
29,Avieon Terrell,0.173,0.0,0.173,0.173,v1,2026-04-16T15:39:56,,
15,Akheem Mesidor,0.1724,0.0,0.1724,0.1724,v1,2026-04-16T15:39:56,,
25,Emmanuel McNeil-Warren,0.1724,0.0,0.1724,0.1724,v1,2026-04-16T15:39:56,,
21,Blake Miller,0.1716,0.0,0.1716,0.1716,v1,2026-04-16T15:39:56,,
23,Blake Miller,0.17,0.0,0.17,0.17,v1,2026-04-16T15:39:56,,
28,Max Iheanachor,0.1684,0.0,0.1684,0.1684,v1,2026-04-16T15:39:56,,
13,Makai Lemon,0.1678,0.0,0.1678,0.1678,v1,2026-04-16T15:39:56,,
1,Arvell Reese,0.0,0.1665386785634265,-0.1665386785634265,0.1665386785634265,v1,2026-04-16T15:39:56,DraftKings,2026-04-15 15:51:34
11,Jordyn Tyson,0.1608,0.0,0.1608,0.1608,v1,2026-04-16T15:39:56,,
21,Kadyn Proctor,0.16,0.0,0.16,0.16,v1,2026-04-16T15:39:56,,
21,Caleb Lomu,0.1586,0.0,0.1586,0.1586,v1,2026-04-16T15:39:56,,
19,Akheem Mesidor,0.1562,0.0,0.1562,0.1562,v1,2026-04-16T15:39:56,,
16,Akheem Mesidor,0.1558,0.0,0.1558,0.1558,v1,2026-04-16T15:39:56,,
11,Jermod McCoy,0.1526,0.0,0.1526,0.1526,v1,2026-04-16T15:39:56,,
29,T.J. Parker,0.151,0.0,0.151,0.151,v1,2026-04-16T15:39:56,,
12,Mansoor Delane,0.1484,0.0,0.1484,0.1484,v1,2026-04-16T15:39:56,,
32,Chris Johnson,0.1484,0.0,0.1484,0.1484,v1,2026-04-16T15:39:56,,
