player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
James Cook,83666,HB,BUF,1,24,2,1,20.5,24,0,117,1,0,2,52,16.7,5,5,4,1,10,27.4,55.0,76.3,,76.1,42.2,58.1,60.0,24,0,24,2,19,28,0,0,3,26,0,117,52,2.17,4.9,1.26,14
Kyren Williams,97118,HB,LA,1,21,3,0,0.0,0,0,87,0,0,3,54,30.9,2,4,26,0,10,78.0,70.5,76.1,,48.0,81.8,66.3,60.0,10,0,30,4,20,22,0,0,5,25,2,87,54,2.57,4.1,1.5,11
D'Andre Swift,57212,HB,CHI,1,19,5,0,0.0,0,0,76,0,0,5,47,65.1,2,3,6,0,7,76.8,67.6,78.3,,74.1,50.5,69.0,72.1,13,0,0,0,28,21,0,0,0,19,0,76,47,2.47,4.0,0.0,12
Kenneth Walker III,97199,HB,SEA,1,19,4,2,25.9,30,0,116,0,0,4,70,67.0,3,7,29,0,4,77.3,90.6,75.3,,50.1,75.6,89.0,,15,0,29,3,8,19,0,0,3,22,3,116,70,3.68,6.1,3.63,15
Rhamondre Stevenson,98689,HB,NE,1,16,4,1,28.6,20,0,70,0,2,4,44,82.5,1,4,19,0,5,76.6,68.0,76.0,,80.3,67.3,66.2,60.0,20,0,11,4,17,19,0,0,4,20,0,70,44,2.75,4.4,0.65,10
Woody Marks,124179,HB,HST,1,14,1,0,0.0,0,0,17,0,0,1,13,5.8,0,0,13,1,9,24.2,38.3,77.4,,35.9,55.9,37.4,,8,0,19,2,25,15,0,0,3,16,0,17,13,0.93,1.2,0.76,4
Kyle Monangai,129891,HB,CHI,1,13,4,1,41.7,15,0,36,0,2,4,38,103.2,1,3,6,0,4,75.6,68.9,75.4,,77.6,77.2,64.5,,15,0,36,4,14,13,0,0,4,17,0,36,38,2.92,2.8,2.57,9
Josh Allen,46601,QB,BUF,1,12,2,0,0.0,0,0,27,0,0,0,11,0.0,1,8,4,3,1,22.7,73.8,79.7,75.5,,,59.1,60.0,26,0,0,0,0,32,39,4,0,8,0,66,34,2.83,5.5,,1
TreVeyon Henderson,145059,HB,NE,1,12,0,0,0.0,0,0,25,0,0,0,20,0.0,0,0,19,0,8,74.5,51.6,73.5,,77.4,57.6,51.2,,6,0,-2,1,11,12,0,0,2,13,0,25,20,1.67,2.1,-0.18,2
Bo Nix,97790,QB,DEN,1,12,0,0,0.0,0,0,5,0,0,0,6,0.0,1,4,10,1,1,40.6,80.1,79.4,78.8,,,66.3,60.0,11,1,0,0,0,20,24,4,0,8,0,29,6,0.5,2.4,,3
Christian McCaffrey,11763,HB,SF,1,11,0,0,0.0,0,0,35,0,1,0,26,14.8,0,1,28,0,2,75.1,62.8,77.0,,70.4,85.6,52.0,60.0,8,0,39,5,18,12,0,0,6,16,0,35,26,2.36,3.2,2.17,8
RJ Harvey,99622,HB,DEN,1,6,2,0,0.0,0,0,20,0,5,2,19,201.5,1,1,10,0,2,72.8,71.0,77.9,,79.8,74.9,68.2,60.0,12,0,46,5,28,12,0,0,5,11,0,20,19,3.17,3.3,1.64,4
Jordan James,163295,HB,SF,1,6,0,0,0.0,0,0,28,0,0,0,15,0.0,0,1,28,0,0,71.1,74.4,70.4,,65.8,58.3,75.0,60.0,7,0,7,1,6,7,0,0,1,7,0,28,15,2.5,4.7,1.17,5
Velus Jones Jr.,40573,HB,SEA,1,6,0,0,0.0,0,0,10,0,0,0,8,0.0,0,0,29,0,2,70.6,52.0,73.2,,65.8,59.2,53.2,59.9,6,0,0,0,2,8,0,0,0,6,0,10,8,1.33,1.7,0.0,4
Blake Corum,129574,HB,LA,1,6,1,0,0.0,0,0,19,0,0,1,15,41.7,0,1,26,0,5,70.6,57.9,74.7,,65.8,52.5,58.9,60.0,7,0,0,0,13,9,0,0,0,6,0,19,15,2.5,3.2,0.0,1
Zach Charbonnet,97630,HB,SEA,1,5,1,1,75.0,15,0,20,0,0,1,13,52.0,1,1,29,0,1,69.7,63.0,69.3,,76.1,59.7,62.0,60.0,15,0,0,0,1,6,0,0,0,5,0,20,13,2.6,4.0,0.0,4
Brock Purdy,77672,QB,SF,1,5,0,0,0.0,0,0,3,0,0,0,0,0.0,1,2,28,1,0,27.0,59.3,78.0,56.4,,,65.1,60.0,18,0,0,0,0,18,34,4,0,1,0,37,14,2.8,7.4,,0
Caleb Williams,144622,QB,CHI,1,5,3,0,0.0,0,0,5,0,0,0,2,0.0,1,4,6,0,0,80.4,65.8,79.8,58.8,,,82.6,60.0,26,0,0,0,0,34,35,3,0,2,0,40,37,7.4,8.0,,0
Nick Chubb,45783,HB,HST,1,4,1,0,0.0,0,0,14,0,0,1,7,43.8,0,1,13,0,2,68.6,62.9,74.9,,83.8,54.2,62.5,,7,0,0,0,13,4,0,0,1,4,0,14,7,1.75,3.5,0.0,2
Drake Maye,143969,QB,NE,1,4,2,0,0.0,0,0,2,0,0,0,0,0.0,0,1,19,4,1,16.3,49.1,78.9,54.4,,,38.9,60.0,8,0,0,0,0,31,8,1,0,3,0,10,16,4.0,2.5,,0
Jaleel McLaughlin,138346,HB,DEN,1,4,2,0,0.0,0,0,21,0,0,2,19,237.5,1,1,10,0,1,19.7,41.5,69.5,,65.8,55.0,44.1,,13,0,0,0,4,5,0,0,0,4,0,21,19,4.75,5.3,0.0,3
Brian Robinson,57120,HB,SF,1,3,0,0,0.0,0,0,4,0,0,0,3,0.0,0,0,28,0,2,72.1,48.6,75.0,,18.3,57.0,52.1,,2,0,3,1,10,3,0,0,1,4,0,4,3,1.0,1.3,0.3,1
C.J. Stroud,129759,QB,HST,1,2,0,0,0.0,0,0,0,0,0,0,,100.0,1,1,13,0,0,80.9,27.3,79.6,27.5,,,62.5,60.2,10,0,0,0,0,21,11,2,0,0,0,11,3,1.5,5.5,,0
Rashid Shaheed,63707,WR,SEA,1,2,0,1,111.1,30,0,27,0,0,0,6,0.0,1,1,29,0,1,71.0,62.3,75.1,,,53.5,72.6,53.3,30,0,0,0,12,9,0,0,2,2,0,27,6,3.0,13.5,0.0,0
Puka Nacua,100632,WR,LA,1,2,0,0,0.0,0,0,6,0,1,0,7,50.0,0,1,26,0,0,70.0,69.6,81.2,,61.6,67.6,59.2,74.8,4,0,56,5,41,27,0,0,10,7,0,6,7,3.5,3.0,1.37,0
Cade Stover,101486,TE,HST,1,2,0,0,0.0,0,0,6,0,0,0,5,0.0,0,2,13,0,0,66.7,45.0,0.0,,28.3,48.7,70.7,35.7,4,1,2,1,27,18,0,0,3,3,0,6,5,2.5,3.0,0.07,0
Matthew Stafford,4924,QB,LA,1,1,0,0,0.0,0,0,-1,0,0,0,0,0.0,0,0,26,2,0,24.5,42.2,79.6,42.2,,,60.0,60.0,-1,0,0,0,0,31,0,0,0,1,0,-1,0,0.0,-1.0,,0
Mac Jones,60323,QB,SF,1,1,0,0,0.0,0,0,0,0,0,0,,100.0,0,1,28,0,0,68.0,55.8,71.9,50.1,,,63.3,60.0,7,0,0,0,0,4,7,1,0,0,0,7,2,2.0,7.0,,0
AJ Barner,129433,TE,SEA,1,1,0,0,0.0,0,0,2,0,0,0,1,0.0,0,1,29,0,0,61.9,75.5,75.3,,70.3,48.7,62.6,83.6,2,0,0,0,15,25,0,0,0,1,0,2,1,1.0,2.0,0.0,0
DJ Moore,48267,WR,CHI,1,1,0,0,0.0,0,0,8,0,1,0,2,33.3,0,1,6,0,0,68.0,77.5,78.2,,,80.1,,39.7,8,0,52,5,38,20,0,0,8,6,0,8,2,2.0,8.0,1.37,0
Kyle Juszczyk,7912,FB,SF,1,1,0,0,0.0,0,0,-3,0,0,0,0,0.0,0,0,28,1,0,61.2,66.4,77.7,,70.4,70.1,58.5,67.3,-3,0,11,1,12,18,0,0,1,2,0,-3,0,0.0,-3.0,0.92,1
Luther Burden III,157170,WR,CHI,1,1,0,0,,0,0,0,1,4,0,5,500.0,0,0,6,0,0,65.8,59.8,78.9,,,57.8,,74.3,0,0,24,3,30,13,0,0,7,4,0,0,5,5.0,0.0,0.8,0
Jordan Whittington,97623,WR,LA,1,1,0,0,,0,0,0,0,0,0,0,0.0,0,0,26,0,0,69.8,63.9,76.9,,,64.0,56.6,68.6,0,0,35,2,25,21,0,0,2,3,0,0,0,0.0,0.0,1.4,0
