player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Xavier Hutchinson,122518,WR,HST,1,10.5,0,33.3,0.0,0,4,0,20.0,1,2,13,0,42.1,67.0,59.6,62.3,58.8,0.0,0,3,23,2.0,1,50,0,4,94.0,47,24.0,12,5.6,12,0,76.0,38,44,9,2.3,11.0,0.94
Jayden Higgins,150240,WR,HST,1,14.0,0,60.0,40.0,2,5,0,0.0,0,2,13,0,74.6,68.8,64.6,,63.0,0.0,0,0,16,0.0,0,51,0,6,96.1,49,13.7,7,76.7,10,0,86.3,44,59,1,0.2,9.8,1.2
Puka Nacua,100632,WR,LA,1,8.9,1,50.0,0.0,0,1,0,0.0,0,4,26,0,73.4,70.0,69.6,61.6,67.6,0.0,0,0,16,2.3,1,43,0,5,95.3,41,51.2,22,67.1,10,0,48.8,21,56,32,6.4,11.2,1.37
Colston Loveland,158540,TE,CHI,1,9.4,1,40.0,0.0,0,2,0,20.0,1,3,6,0,41.6,67.0,65.6,71.6,63.6,40.0,12,1,23,3.3,1,30,0,4,96.7,29,33.3,10,19.2,10,0,26.7,8,56,18,4.5,14.0,1.93
Courtland Sutton,48164,WR,DEN,1,12.7,0,44.4,0.0,0,2,0,33.3,2,3,10,0,28.7,67.0,62.5,,60.6,0.0,0,0,25,0.0,0,47,0,4,95.7,45,21.3,10,63.7,9,0,78.7,37,53,9,2.3,13.3,1.18
Khalil Shakir,84140,WR,BUF,1,2.4,3,77.8,0.0,0,1,0,12.5,1,2,4,0,52.1,70.8,77.0,69.2,72.4,2.9,1,0,46,2.9,1,35,0,7,97.1,34,62.9,22,101.4,9,0,31.4,11,75,54,7.7,10.7,2.21
DJ Moore,48267,WR,CHI,1,11.3,1,62.5,0.0,0,1,0,0.0,0,2,6,0,73.4,68.0,77.5,,80.1,2.6,1,1,34,0.0,0,38,0,5,100.0,38,34.2,13,81.3,8,1,63.2,24,52,39,7.8,10.4,1.37
Marvin Mims Jr.,122937,WR,DEN,1,7.1,0,100.0,,0,0,0,0.0,0,5,10,0,76.5,72.1,79.4,,79.6,0.0,0,0,27,0.0,0,37,0,8,94.6,35,21.6,8,154.7,8,1,73.0,27,93,36,4.5,11.6,2.66
Luther Burden III,157170,WR,CHI,1,8.0,4,42.9,,0,0,0,25.0,1,0,6,0,36.8,65.8,59.8,,57.8,0.0,0,1,11,0.0,0,30,0,3,100.0,30,60.0,18,12.5,7,0,40.0,12,24,19,6.3,8.0,0.8
Jake Tonges,60864,TE,SF,1,15.0,1,71.4,0.0,0,2,0,0.0,0,4,28,1,73.4,16.0,90.3,,89.7,76.2,16,0,16,0.0,0,21,0,5,100.0,21,23.8,5,96.7,7,0,0.0,0,59,23,4.6,11.8,2.81
Colby Parkinson,52266,TE,LA,1,7.4,0,42.9,0.0,0,2,0,0.0,0,2,26,0,70.5,65.8,69.6,54.9,72.1,82.6,19,0,35,8.7,2,23,0,3,87.0,20,13.0,3,71.1,7,0,4.3,1,56,44,14.7,18.7,2.8
Brandin Cooks,8655,WR,BUF,1,25.3,0,33.3,0.0,0,2,0,0.0,0,1,4,0,68.3,64.0,47.9,,47.9,0.0,0,1,15,0.0,0,27,0,2,100.0,27,37.0,10,4.2,6,0,63.0,17,20,9,4.5,10.0,0.74
Dalton Kincaid,91791,TE,BUF,1,10.3,0,100.0,100.0,2,2,0,0.0,0,4,4,0,74.6,68.8,92.2,,91.0,19.2,5,0,25,0.0,0,26,0,6,100.0,26,46.2,12,158.3,6,1,30.8,8,83,26,4.3,13.8,3.19
Christian McCaffrey,11763,HB,SF,1,1.2,1,83.3,,0,0,0,0.0,0,3,28,0,73.4,75.1,62.8,70.4,85.6,0.0,0,0,11,5.3,1,19,0,5,94.7,18,15.8,3,93.8,6,0,5.3,1,39,39,7.8,7.8,2.17
Rome Odunze,73774,WR,CHI,1,15.7,0,33.3,0.0,0,2,0,33.3,1,2,6,0,29.9,64.0,64.1,,61.8,0.0,0,0,27,0.0,0,40,1,2,100.0,40,25.0,10,60.4,6,0,75.0,30,44,4,2.0,22.0,1.1
Christian Kirk,47546,WR,HST,1,8.3,0,33.3,100.0,1,1,0,33.3,1,2,13,0,29.9,64.0,54.1,,54.2,0.0,0,1,10,0.0,0,47,0,2,95.7,45,72.3,34,43.8,6,1,27.7,13,20,3,1.5,10.0,0.44
Davante Adams,8688,WR,LA,1,17.2,0,40.0,,0,0,0,0.0,0,2,26,0,68.3,64.0,63.2,,62.4,0.0,0,0,12,0.0,0,42,0,2,97.6,41,11.9,5,55.4,5,0,88.1,37,24,-1,-0.5,12.0,0.59
