player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
DeVonta Smith,61100,WR,PHI,1,12.1,2,77.8,0.0,0,1,0,0.0,0,3,24,0,75.6,69.5,68.6,,67.2,0.0,0,0,45,0.0,0,43,0,7,97.7,42,23.3,10,113.0,9,0,76.7,33,100,43,6.1,14.3,2.38
JuJu Smith-Schuster,11817,WR,KC,1,6.0,0,77.8,100.0,1,1,0,0.0,0,4,16,0,75.6,69.5,76.1,,75.6,0.0,0,0,14,0.0,0,25,0,7,96.0,24,48.0,12,91.2,9,0,52.0,13,53,18,2.6,7.6,2.21
A.J. Brown,48327,WR,PHI,1,17.3,2,75.0,0.0,0,1,0,0.0,0,4,24,0,74.6,68.8,79.6,,79.5,0.0,0,0,45,0.0,0,39,0,6,97.4,38,33.3,13,154.2,8,1,66.7,26,96,29,4.8,16.0,2.53
Dallas Goedert,47272,TE,PHI,1,7.3,0,85.7,100.0,4,4,0,0.0,0,3,24,0,74.6,68.8,71.4,45.2,74.7,34.9,15,0,17,9.3,4,43,0,6,88.4,38,60.5,26,102.4,7,0,4.7,2,60,12,2.0,10.0,1.58
Travis Kelce,7844,TE,KC,1,10.0,0,100.0,,0,0,0,0.0,0,4,16,0,74.6,68.8,81.3,65.4,81.4,25.0,7,0,22,3.6,1,28,0,6,92.9,26,39.3,11,158.3,6,1,35.7,10,81,21,3.5,13.5,3.12
Kenneth Gainwell,77737,HB,PHI,1,1.0,0,100.0,,0,0,0,0.0,0,0,24,0,73.4,74.0,63.8,81.2,68.8,0.0,0,0,9,12.0,3,25,0,4,84.0,21,8.0,2,87.5,4,0,20.0,5,20,16,4.0,5.0,0.95
Quez Watkins,61664,WR,PHI,1,30.3,0,33.3,0.0,0,1,0,50.0,1,0,24,0,28.8,61.2,45.4,,46.1,0.0,0,0,8,0.0,0,28,0,1,100.0,28,67.9,19,42.4,3,0,32.1,9,8,6,6.0,8.0,0.29
Jerick McKinnon,8731,HB,KC,1,-3.0,0,100.0,,0,0,0,0.0,0,0,16,0,70.5,70.6,55.0,78.3,58.2,0.0,0,0,7,14.3,3,21,0,3,81.0,17,9.5,2,87.5,3,0,9.5,2,15,24,8.0,5.0,0.88
Justin Watson,66915,WR,KC,1,8.0,0,100.0,,0,0,0,0.0,0,2,16,0,68.3,64.0,61.9,,61.5,5.6,1,0,12,0.0,0,18,0,2,94.4,17,11.1,2,104.2,2,0,83.3,15,18,2,1.0,9.0,1.06
Zach Pascal,12303,WR,PHI,1,5.5,0,100.0,100.0,1,1,0,0.0,0,1,24,0,68.3,64.0,57.8,,65.4,0.0,0,0,9,0.0,0,10,1,2,90.0,9,60.0,6,89.6,2,0,40.0,4,11,0,0.0,5.5,1.22
Jody Fortson,94384,TE,KC,1,3.0,0,0.0,0.0,0,1,0,,0,0,16,0,,,47.2,,55.0,20.0,1,0,0,0.0,0,5,0,0,100.0,5,40.0,2,39.6,1,0,40.0,2,0,0,,,0.0
Miles Sanders,40555,HB,PHI,1,-3.0,0,0.0,0.0,0,1,0,,0,0,24,0,,18.6,37.1,29.0,53.8,0.0,0,0,0,9.1,1,11,0,0,90.9,10,9.1,1,39.6,1,0,18.2,2,0,0,,,0.0
Skyy Moore,97116,WR,KC,1,0.0,0,100.0,,0,0,0,0.0,0,1,16,0,64.7,64.6,62.9,,68.5,0.0,0,0,4,0.0,0,6,0,1,100.0,6,66.7,4,122.9,1,1,33.3,2,4,4,4.0,4.0,0.67
Boston Scott,39462,HB,PHI,1,-4.0,3,100.0,,0,0,0,0.0,0,0,24,0,64.7,68.2,60.3,73.4,71.7,0.0,0,0,9,14.3,1,7,0,1,85.7,6,0.0,0,104.2,1,0,0.0,0,9,13,13.0,9.0,1.5
Marquez Valdes-Scantling,47809,WR,KC,1,32.0,0,0.0,,0,0,0,,0,0,16,0,,,50.8,,50.8,0.0,0,0,0,0.0,0,25,0,0,96.0,24,56.0,14,39.6,1,0,44.0,11,0,0,,,0.0
Noah Gray,60878,TE,KC,1,-4.0,0,100.0,,0,0,0,0.0,0,0,16,0,64.7,61.2,56.4,71.9,50.1,80.0,12,0,6,20.0,3,15,0,1,80.0,12,20.0,3,91.7,1,0,0.0,0,6,10,10.0,6.0,0.5
Kadarius Toney,61245,WR,KC,1,0.0,0,100.0,,0,0,0,0.0,0,1,16,0,64.7,68.4,55.2,,55.9,0.0,0,0,5,0.0,0,5,0,1,100.0,5,20.0,1,127.1,1,1,80.0,4,5,5,5.0,5.0,1.0
