"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Josh Allen","QB","BUF",7,27.2,3.87,3.7,24.4,34,10.6,9.51,14.5,1,6,1,1,"1",29,NA,NA,88,4
"Saquon Barkley","RB","NYG",9,17.9,1.24,0.337,16.5,19.7,10.6,11.2,9.91,2,3,3,1,"1",29,NA,NA,36,4
"Cooper Kupp","WR","LAR",7,20,0.919,2.24,18.9,20.9,10.5,11.4,10.1,3,1,2,1,"1",32,NA,NA,24,5
"Christian McCaffrey","RB","CAR",13,17.6,1.24,0.0147,16.1,19.4,10.3,10.7,9.64,4,4,4,2,"1",29,NA,NA,38,5
"Austin Ekeler","RB","LAC",8,17.6,0.696,1.14,16.6,18.2,10.2,11.2,8.41,5,2,13,3,"2",30,NA,NA,12,NA
"Nick Chubb","RB","CLE",9,16.4,1.86,0.0714,14,19.4,9.11,8.69,9.63,6,10,5,4,"2",30,NA,NA,80,4
"Travis Kelce","TE","KC",8,15.2,1.16,0.523,14,16.6,9.09,9.01,8.89,7,8,9,1,"1",36,NA,NA,59,9
"Alvin Kamara","RB","NO",14,16.3,1.62,0.0925,14.7,18.8,9.04,9.35,9,8,7,8,5,"2",30,NA,NA,67,5
"Leonard Fournette","RB","TB",11,16.2,1.22,0.873,14.9,18.1,8.94,9.56,8.3,9,5,15,6,"2",29,NA,NA,35,5
"Mark Andrews","TE","BAL",10,14.7,1.97,3.46,12,16.5,8.57,7.01,8.81,10,19,10,2,"2",30,NA,NA,85,4
"Stefon Diggs","WR","BUF",7,17.8,1.29,0.369,16.3,19.4,8.29,8.83,8.61,11,9,12,2,"1",32,NA,NA,43,7
"Rhamondre Stevenson","RB","NE",10,15.4,2.1,0.0562,12.7,18.5,8.07,7.34,8.72,12,15,11,7,"3",28,NA,NA,90,1
"Aaron Jones","RB","GB",14,15.3,1.31,0.228,14,17.1,8.01,8.63,7.31,13,11,18,8,"3",31,NA,NA,48,5
"Justin Jefferson","WR","MIN",7,17.4,1.48,0.31,16,19.1,7.92,8.5,8.33,14,12,14,3,"1",26,NA,NA,49,2
"Dalvin Cook","RB","MIN",7,15.1,1.79,0.714,12.4,17.7,7.79,7.11,7.94,15,18,16,9,"3",30,NA,NA,72,5
"Deebo Samuel","WR","SF",9,17.1,2.7,1.76,13.3,20.1,7.61,5.87,9.35,16,23,6,4,"2",30,NA,NA,94,3
"Joe Mixon","RB","CIN",10,14.4,1.1,0.248,13,15.9,7.07,7.61,6.06,17,13,33,10,"4",29,NA,NA,28,5
"Lamar Jackson","QB","BAL",10,23.4,1.04,0.507,22.5,24.9,6.91,7.56,5.43,18,14,42,2,"1",29,NA,NA,16,4
"Breece Hall","RB","NYJ",10,14.1,1.82,0.151,12.5,17.2,6.82,7.13,7.35,19,17,17,11,"4",24,NA,NA,75,0
"Kenneth Walker III","RB","SEA",11,14,1.47,0.669,12.6,16.3,6.67,7.3,6.49,20,16,22,12,"4",25,NA,NA,61,0
"Jalen Hurts","QB","PHI",7,22.9,3.41,1,19.7,28.8,6.4,4.83,9.32,21,30,7,3,"2",27,NA,NA,81,2
