"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Austin Ekeler","RB","LAC",8,18,1.09,0.251,16.5,19.3,11.5,12,9.95,1,1,8,1,"1",30,NA,NA,27,NA
"Josh Jacobs","RB","LVR",6,17.7,1.68,0.0308,16,19.7,11.2,11.5,10.4,2,2,5,2,"1",28,NA,NA,67,3
"Christian McCaffrey","RB","SF",9,17.7,2.02,0.0713,15.5,20.9,11.2,11,11.5,3,4,1,3,"1",29,NA,NA,81,5
"Rhamondre Stevenson","RB","NE",10,17.6,1.54,0.413,16,20.2,11.1,11.5,10.8,4,3,2,4,"1",28,NA,NA,55,1
"Derrick Henry","RB","TEN",6,17.2,1.61,1.48,14.5,18.8,10.7,9.95,9.41,5,5,9,5,"2",32,NA,NA,60,6
"Justin Jefferson","WR","MIN",7,18.4,1.61,0.0671,16.6,20.3,10.1,9.8,10.6,6,6,3,1,"1",26,NA,NA,69,2
"Tyreek Hill","WR","MIA",11,18.4,1.86,0.529,15.6,20.2,10,8.83,10.5,7,9,4,2,"1",32,NA,NA,78,6
"Travis Kelce","TE","KC",8,15.8,0.931,4.11,14.5,16.9,9.82,9.36,10.2,8,8,7,1,"1",36,NA,NA,39,9
"Davante Adams","WR","LVR",6,17.8,1.48,0.632,15.5,18.9,9.5,8.69,9.24,9,10,10,3,"2",33,NA,NA,62,8
"Dalvin Cook","RB","MIN",7,15.7,1.08,0.143,14.3,16.9,9.24,9.77,7.56,10,7,18,6,"2",30,NA,NA,24,5
"Joe Mixon","RB","CIN",10,15.6,1.78,0.479,13,17.3,9.1,8.48,7.94,11,13,16,7,"3",29,NA,NA,72,5
"Amon-Ra St. Brown","WR","DET",6,17.2,1.89,0.619,15.3,19.8,8.87,8.55,10.2,12,11,6,4,"2",26,NA,NA,79,1
"Saquon Barkley","RB","NYG",9,15.1,1.97,0.326,12,17.6,8.62,7.51,8.27,13,17,13,8,"3",29,NA,NA,79,4
"Nick Chubb","RB","CLE",9,14.8,2.09,0.629,12.3,17.2,8.29,7.83,7.84,14,16,17,9,"4",30,NA,NA,84,4
"Stefon Diggs","WR","BUF",7,16.6,1.24,0.237,15.3,18.2,8.25,8.51,8.49,15,12,12,5,"2",32,NA,NA,46,7
"Ja'Marr Chase","WR","CIN",10,16.3,1.47,0.817,14.9,18.3,8.01,8.14,8.64,16,14,11,6,"3",26,NA,NA,60,1
"Tony Pollard","RB","DAL",9,14.1,2.43,0.475,10.9,16.6,7.66,6.42,7.27,17,25,23,10,"4",29,NA,NA,94,3
"Ezekiel Elliott","RB","DAL",9,13.7,2.04,0.23,11.6,16.9,7.19,7.09,7.55,19,21,19,11,"4",30,NA,NA,82,6
"CeeDee Lamb","WR","DAL",9,15.5,0.946,0.1,14.6,16.7,7.19,7.83,7.03,18,15,25,7,"3",27,NA,NA,29,2
"A.J. Brown","WR","PHI",7,15.4,1.21,0.889,13.9,17,7.09,7.17,7.37,20,19,21,8,"4",28,NA,NA,43,3
"James Conner","RB","ARI",13,13.4,1.76,0.35,11.2,16,6.96,6.69,6.67,21,24,29,12,"5",31,NA,NA,69,5
"Travis Etienne","RB","JAC",11,13.1,1.94,0.406,10.7,15.8,6.61,6.21,6.39,22,26,32,13,"5",27,NA,NA,78,1
"Josh Allen","QB","BUF",7,23.3,0.751,0.0277,22.6,24.4,6.21,7.31,5.45,23,18,44,1,"1",29,NA,NA,12,4
"D'Andre Swift","RB","DET",6,12.7,1.25,0.245,11.3,14.8,6.2,6.82,5.4,25,22,46,14,"5",27,NA,NA,36,2
"DeAndre Hopkins","WR","ARI",13,14.5,1.53,0.467,12.4,16.2,6.2,5.66,6.55,24,28,30,9,"5",33,NA,NA,65,9
"Jalen Hurts","QB","PHI",7,23.3,1.12,1.37,22,24.7,6.18,6.73,5.81,26,23,40,2,"2",27,NA,NA,33,2
"Miles Sanders","RB","PHI",7,12.4,1.39,0.301,11.6,15.1,5.96,7.11,5.71,27,20,41,15,"5",29,NA,NA,48,3
"Tee Higgins","WR","CIN",10,14.1,1.72,0.0587,11.6,15.8,5.74,4.81,6.14,28,36,36,10,"5",27,NA,NA,72,2
"Mark Andrews","TE","BAL",10,11.7,1.78,1.48,10.5,14.9,5.71,5.41,8.14,29,29,15,2,"2",30,NA,NA,85,4
"Tyler Lockett","WR","SEA",11,14,1.97,0.0225,12.2,16.9,5.68,5.38,7.25,30,30,24,11,"5",33,NA,NA,83,7
"DOnta Foreman","RB","CAR",13,12.1,2.58,0.574,8.83,15.3,5.66,4.32,5.89,31,40,38,16,"6",30,NA,NA,97,5
"Jaylen Waddle","WR","MIA",11,14,1.82,0.2,11.9,16,5.66,5.13,6.29,32,34,34,12,"5",27,NA,NA,75,1
"DK Metcalf","WR","SEA",11,13.8,1.77,0.0112,12,16.1,5.46,5.18,6.42,33,33,31,13,"5",28,NA,NA,74,3
"Garrett Wilson","WR","NYJ",10,13.8,1.89,0.0881,11.1,15.7,5.45,4.31,6.05,34,41,37,14,"5",25,NA,NA,81,0
"Christian Kirk","WR","JAC",11,13.7,2.45,0.191,10.9,17,5.36,4.15,7.32,35,43,22,15,"5",29,NA,NA,92,4
"Amari Cooper","WR","CLE",9,13.5,2.38,0.517,10.7,16.4,5.17,3.91,6.71,36,44,28,16,"6",31,NA,NA,90,7
"Isiah Pacheco","RB","KC",8,11.6,2.24,0.371,9.33,14.9,5.08,4.83,5.53,37,35,42,17,"6",27,NA,NA,88,0
"Patrick Mahomes","QB","KC",8,21.9,0.963,0.452,20.5,23,4.81,5.25,4.03,38,31,59,3,"2",30,NA,NA,24,5
"Najee Harris","RB","PIT",9,11.2,1.33,0.11,10.3,13.5,4.71,5.8,4.14,39,27,57,18,"6",28,NA,NA,40,1
