"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Derrick Henry","RB","TEN",6,18.8,1.44,0.65,17.4,21.3,11.9,12.4,11.6,1,1,1,1,"1",32,NA,NA,48,6
"Saquon Barkley","RB","NYG",9,18.2,1.31,1.39,16.9,19.9,11.2,11.8,10.2,2,2,2,2,"2",29,NA,NA,39,4
"Cooper Kupp","WR","LAR",7,18.9,1.2,1.03,17.2,20,10.4,10.1,9.6,3,4,3,1,"1",32,NA,NA,38,5
"Josh Jacobs","RB","LVR",6,16.8,1.33,0.0918,15.2,18.8,9.84,10.1,9.06,4,3,6,3,"2",28,NA,NA,42,3
"Christian McCaffrey","RB","SF",9,16.7,1.58,0.19,15,19.1,9.75,9.97,9.43,5,5,5,4,"2",29,NA,NA,62,5
"Alvin Kamara","RB","NO",14,16.5,1.41,0.383,14.4,18.2,9.56,9.33,8.56,6,8,10,5,"2",30,NA,NA,45,5
"Justin Jefferson","WR","MIN",7,17.8,1.2,0.612,16.4,19.2,9.35,9.38,8.81,7,7,8,2,"1",26,NA,NA,39,2
"Jonathan Taylor","RB","IND",14,16.1,1.75,0.288,13.1,17.8,9.17,8.01,8.09,8,16,15,6,"3",27,NA,NA,72,2
"Joe Mixon","RB","CIN",10,15.8,1.54,0.0263,13.1,17.2,8.89,8.05,7.53,9,13,20,7,"3",29,NA,NA,58,5
"Nick Chubb","RB","CLE",9,15.8,1.27,0.563,14.5,17.7,8.86,9.46,8.01,10,6,16,8,"3",30,NA,NA,38,4
"Davante Adams","WR","LVR",6,17.2,1.44,0.116,15,18.6,8.74,7.94,8.25,11,17,12,3,"1",33,NA,NA,51,8
"Tyreek Hill","WR","MIA",11,17.1,1.76,0.132,15.4,19.1,8.63,8.32,8.76,12,12,9,4,"1",32,NA,NA,67,6
"Stefon Diggs","WR","BUF",7,17,1.67,1.39,15.1,19.2,8.49,8.02,8.86,13,15,7,5,"2",32,NA,NA,60,7
"Leonard Fournette","RB","TB",11,15.3,1.67,0.116,13.4,17.9,8.3,8.36,8.23,14,11,13,9,"3",29,NA,NA,65,5
"Josh Allen","QB","BUF",7,25.4,1.71,2.09,23.8,28.3,8.29,7.83,9.52,15,19,4,1,"1",29,NA,NA,69,4
"Dalvin Cook","RB","MIN",7,15.1,1.86,0.107,12.8,18.2,8.18,7.71,8.47,16,20,11,10,"3",30,NA,NA,78,5
"Travis Etienne","RB","JAC",11,15,1.7,0.0247,13,17.6,8.07,7.92,7.92,17,18,17,11,"3",27,NA,NA,68,1
"Tony Pollard","RB","DAL",9,15,1.26,0.0894,13.1,16.2,8.05,8.03,6.46,18,14,30,12,"4",29,NA,NA,35,3
"Kenneth Walker III","RB","SEA",11,14.9,1.14,0.0972,13.5,16.6,7.96,8.46,6.87,19,9,26,13,"4",25,NA,NA,29,0
"Dameon Pierce","RB","HOU",6,14.8,1.14,0.415,13.5,16.3,7.86,8.43,6.66,20,10,28,14,"4",26,NA,NA,28,0
"Aaron Jones","RB","GB",14,14.4,1.94,0.109,12,17.3,7.45,6.9,7.63,21,22,19,15,"4",31,NA,NA,83,5
"Rhamondre Stevenson","RB","NE",10,14.3,2.28,0.842,11.9,17.8,7.34,6.87,8.1,22,23,14,16,"5",28,NA,NA,94,1
"DeAndre Hopkins","WR","ARI",13,15.6,1.95,0.419,13.2,17.5,7.1,6.13,7.17,23,28,22,6,"3",33,NA,NA,71,9
"Mark Andrews","TE","BAL",10,14.1,1.62,2.89,12.3,16.1,7.04,6.83,7.84,24,24,18,1,"1",30,NA,NA,82,4
"A.J. Brown","WR","PHI",7,15.1,1.65,0.265,13.5,17.3,6.68,6.46,6.96,25,25,25,7,"3",28,NA,NA,58,3
"Miles Sanders","RB","PHI",7,13.5,1.15,0.419,12.3,15.3,6.5,7.28,5.65,26,21,39,17,"5",29,NA,NA,30,3
