"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Christian McCaffrey","RB","SF",9,19.7,1.36,1.01,17.9,21.5,11.2,11.1,10.8,1,1,1,1,"1",29,NA,NA,40,5
"Derrick Henry","RB","TEN",6,18.7,2.11,1.33,15,20.7,10.2,8.21,10,2,7,4,2,"2",32,NA,NA,90,6
"Travis Kelce","TE","KC",8,16.1,1.15,4.33,14.4,17.1,9.47,8.41,8.5,3,6,8,1,"1",36,NA,NA,61,9
"Justin Jefferson","WR","MIN",7,18,1.88,0.033,15.5,20.4,9.46,8.57,10.4,4,5,2,1,"1",26,NA,NA,69,2
"Tyreek Hill","WR","MIA",11,17.9,1.59,1.96,16.2,19.5,9.43,9.23,9.53,5,3,5,2,"2",32,NA,NA,60,6
"Josh Allen","QB","BUF",7,25.6,1.91,1.46,24.1,29,9.03,9.16,10.3,6,4,3,1,"1",29,NA,NA,79,4
"Austin Ekeler","RB","LAC",8,17.4,0.917,0.372,16.1,18.7,8.86,9.23,7.97,7,2,11,3,"2",30,NA,NA,12,NA
"Josh Jacobs","RB","LVR",6,17,1.2,1.27,14.9,18,8.49,8.03,7.29,8,9,14,4,"3",28,NA,NA,21,3
"Patrick Mahomes","QB","KC",8,24.2,1.13,4.3,23.1,25.5,7.58,8.15,6.77,9,8,18,2,"2",30,NA,NA,50,5
"Ja'Marr Chase","WR","CIN",10,16,1.38,0.0177,14.1,17.4,7.47,7.15,7.39,10,10,13,3,"2",26,NA,NA,51,1
"Amon-Ra St. Brown","WR","DET",6,15.9,2.43,0.152,13.1,19.2,7.45,6.17,9.13,11,14,6,4,"3",26,NA,NA,89,1
"Stefon Diggs","WR","BUF",7,15.8,1.63,0.0824,14,17.7,7.3,7.07,7.68,12,11,12,5,"3",32,NA,NA,64,7
"Dalvin Cook","RB","MIN",7,15.7,1.66,0.127,12.6,17,7.22,5.82,6.3,14,16,25,5,"3",30,NA,NA,62,5
"Davante Adams","WR","LVR",6,15.7,2.39,0.698,12.6,18.6,7.22,5.62,8.57,13,19,7,6,"3",33,NA,NA,86,8
"Saquon Barkley","RB","NYG",9,15.6,1.49,1.05,13.9,17.2,7.09,7.05,6.47,15,12,23,6,"4",29,NA,NA,54,4
"DK Metcalf","WR","SEA",11,15,2.37,0.0187,12.8,18.4,6.52,5.86,8.35,16,15,9,7,"3",28,NA,NA,83,3
"A.J. Brown","WR","PHI",7,15,1.94,0.649,12.7,16.8,6.5,5.75,6.81,17,18,17,8,"4",28,NA,NA,72,3
"James Conner","RB","ARI",13,14.5,1.94,0.00119,11.8,17.2,6.04,4.99,6.51,18,23,22,7,"4",31,NA,NA,79,5
"Nick Chubb","RB","CLE",9,14.5,1.24,0.209,13.3,16.2,6.04,6.44,5.48,19,13,33,8,"4",30,NA,NA,24,4
"CeeDee Lamb","WR","DAL",9,14.4,1.65,0.737,12.4,16.3,5.85,5.43,6.25,20,20,27,9,"5",27,NA,NA,65,2
"Aaron Jones","RB","GB",14,14.3,2.12,0.141,12.2,17.6,5.83,5.38,6.86,21,21,16,9,"4",31,NA,NA,91,5
"Rhamondre Stevenson","RB","NE",10,14.2,1.74,0.621,12.6,17,5.69,5.79,6.26,22,17,26,10,"5",28,NA,NA,68,1
"Mark Andrews","TE","BAL",10,11.8,1.55,1.17,10.2,13.5,5.14,4.2,4.94,23,29,41,2,"2",30,NA,NA,76,4
"Jaylen Waddle","WR","MIA",11,13.6,1.95,0.103,10.8,15.7,5.12,3.86,5.71,24,31,32,10,"5",27,NA,NA,74,1
"Joe Mixon","RB","CIN",10,13.6,1.29,0.366,12.1,15.5,5.07,5.26,4.8,25,22,45,11,"5",29,NA,NA,32,5
"Garrett Wilson","WR","NYJ",10,13.5,2.37,0.438,11.1,16.9,5.01,4.21,6.89,26,28,15,11,"5",25,NA,NA,79,0
"Tony Pollard","RB","DAL",9,13.2,2.29,0.0658,10.2,15.6,4.7,3.33,4.91,27,39,43,12,"5",29,NA,NA,96,3
"Alvin Kamara","RB","NO",14,13.1,1.29,0.317,11.3,14.6,4.64,4.43,3.85,28,25,57,13,"5",30,NA,NA,31,5
"Keenan Allen","WR","LAC",8,13.1,3.05,0.14,9.96,18,4.57,3.02,8.03,29,44,10,12,"5",34,NA,NA,99,9
