"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Jonathan Taylor","RB","IND",14,20.1,1.49,1.65,17.8,21.2,11.2,11.1,9.96,1,1,4,1,"1",27,NA,NA,35,2
"Cooper Kupp","WR","LAR",7,20.7,1.94,1.88,18.3,23.5,10.7,10.5,10.2,2,2,3,1,"1",32,NA,NA,64,5
"Christian McCaffrey","RB","CAR",13,18.4,2.55,1.27,14.5,21.5,9.52,7.76,10.2,3,9,2,2,"2",29,NA,NA,90,5
"Justin Jefferson","WR","MIN",7,18.8,1.15,0.254,17.2,19.8,8.85,9.3,6.49,4,4,17,2,"1",26,NA,NA,22,2
"Davante Adams","WR","LVR",6,18.5,1.23,1.55,16.8,19.9,8.6,8.91,6.58,5,5,16,3,"2",33,NA,NA,24,8
"Travis Kelce","TE","KC",8,15.6,0.962,1.76,14.4,16.7,8.32,8.31,7.6,6,8,9,1,"1",36,NA,NA,38,9
"Saquon Barkley","RB","NYG",9,17.2,1.79,0.305,15.1,19.8,8.25,8.38,8.56,7,7,6,3,"2",29,NA,NA,59,4
"Austin Ekeler","RB","LAC",8,16.9,0.586,0.266,16.3,17.6,7.94,9.52,6.28,8,3,21,4,"2",30,NA,NA,4,NA
"Joe Mixon","RB","CIN",10,16.6,1.73,0.215,15.1,19.6,7.68,8.38,8.27,9,6,7,5,"2",29,NA,NA,51,5
"Dalvin Cook","RB","MIN",7,16.4,1.54,0.169,14.1,18.5,7.46,7.31,7.18,10,11,11,6,"2",30,NA,NA,41,5
"Josh Allen","QB","BUF",7,26,1.6,1.84,24,28.3,7.39,6.58,8.73,11,14,5,1,"1",29,NA,NA,54,4
"Derrick Henry","RB","TEN",6,16.2,1.93,0.532,13.4,18.3,7.29,6.67,7.05,12,13,12,7,"3",32,NA,NA,66,6
"Ja'Marr Chase","WR","CIN",10,17,1.91,0.819,15.3,19.8,7.04,7.41,6.49,13,10,18,4,"3",26,NA,NA,61,1
"Javonte Williams","RB","DEN",9,15.7,1.92,0.416,13.9,18.7,6.76,7.18,7.47,14,12,10,8,"3",26,NA,NA,65,1
"Mark Andrews","TE","BAL",10,13.8,1.9,2.06,12,16,6.56,5.97,6.93,15,17,14,2,"2",30,NA,NA,76,4
"D'Andre Swift","RB","DET",6,15.3,2.62,0.0249,11.4,18.9,6.35,4.66,7.67,16,27,8,9,"3",27,NA,NA,93,2
"Nick Chubb","RB","CLE",9,15.3,2.46,0.319,11.6,17.8,6.32,4.86,6.48,17,24,19,10,"4",30,NA,NA,86,4
"Stefon Diggs","WR","BUF",7,16.1,1.44,1.1,14.2,17.8,6.22,6.3,4.5,18,15,34,5,"3",32,NA,NA,46,7
"Antonio Gibson","RB","WAS",14,14.9,1.67,0.00486,12.6,17.2,6,5.87,5.95,19,18,23,11,"4",27,NA,NA,48,2
"Leonard Fournette","RB","TB",11,14.9,1.67,0.243,13,17.6,6,6.24,6.32,20,16,20,12,"4",29,NA,NA,46,5
"Najee Harris","RB","PIT",9,14.7,2.32,0.165,12.3,18.3,5.75,5.54,6.99,21,19,13,13,"4",28,NA,NA,82,1
"James Conner","RB","ARI",13,14.5,2.21,0.571,12.1,18,5.59,5.38,6.7,22,21,15,14,"5",31,NA,NA,77,5
"Jalen Hurts","QB","PHI",7,24.2,3.57,0.926,20.6,29.8,5.54,3.2,10.2,23,45,1,2,"1",27,NA,NA,99,2
"A.J. Brown","WR","PHI",7,15,2.37,0.0879,12.7,18.4,5.13,4.86,5.14,24,25,29,6,"4",28,NA,NA,76,3
"Tyreek Hill","WR","MIA",11,15,2.09,0.387,12.5,17.4,5.04,4.59,4.06,25,28,41,7,"4",32,NA,NA,68,6
"Aaron Jones","RB","GB",14,14,1.78,0.123,11.1,15.9,5.02,4.33,4.62,26,31,33,15,"5",31,NA,NA,58,5
"Darrell Henderson","RB","LAR",7,13.8,1.63,0.37,12,16.5,4.9,5.22,5.18,27,22,28,16,"5",56,NA,NA,45,3
"Deebo Samuel","WR","SF",9,14.6,1.42,0.331,12.1,15.5,4.65,4.28,2.23,28,32,74,8,"4",30,NA,NA,44,3
"Patrick Mahomes","QB","KC",8,23.3,1.46,1.11,21.6,25.3,4.62,4.14,5.65,29,33,24,3,"2",30,NA,NA,49,5
"Cordarrelle Patterson","RB","ATL",14,13.5,2.17,0.0455,10.6,16.8,4.53,3.85,5.55,30,36,25,17,"5",35,NA,NA,73,9
"Darren Waller","TE","LVR",6,11.8,1.89,1.68,10.6,15.1,4.5,4.49,6.02,31,29,22,3,"3",33,NA,NA,74,7
"Josh Jacobs","RB","LVR",6,13.4,0.911,0.174,12.2,14.8,4.48,5.44,3.49,32,20,45,18,"5",28,NA,NA,13,3
"Mike Williams","WR","LAC",8,14.2,2.98,0.0354,10.8,18.3,4.32,2.9,4.99,33,47,31,9,"4",31,NA,NA,90,5
"David Montgomery","RB","CHI",14,13.2,1.94,0.645,11.5,16.6,4.31,4.72,5.29,34,26,27,19,"6",28,NA,NA,68,3
"Mike Evans","WR","TB",11,14.2,1.37,0.315,12.9,16.4,4.28,5.04,3.11,35,23,50,10,"4",32,NA,NA,35,8
"Amon-Ra St. Brown","WR","DET",6,13.9,2.6,0.835,11.1,17.7,3.97,3.28,4.44,36,44,35,11,"5",26,NA,NA,83,1
"Clyde Edwards-Helaire","RB","KC",8,12.6,1.85,0.118,10.5,15.5,3.66,3.71,4.24,37,37,39,20,"6",27,NA,NA,62,2
"AJ Dillon","RB","GB",14,12.5,1.51,0.00692,10.8,14.7,3.54,4.09,3.44,38,34,47,21,"6",28,NA,NA,37,2
