"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Christian McCaffrey","RB","SF",9,18.4,2.81,0.818,14.1,21.1,9.75,7.27,10.9,1,4,1,1,"1",29,NA,NA,96,5
"Saquon Barkley","RB","NYG",9,17.6,1.12,0.724,16.6,18.9,8.93,9.71,8.69,2,1,4,2,"1",29,NA,NA,29,4
"Justin Jefferson","WR","MIN",7,18.1,2.75,0.454,14.4,21.1,8.38,6.23,10.4,3,10,2,1,"1",26,NA,NA,94,2
"Austin Ekeler","RB","LAC",8,16.9,0.957,0.56,15.7,18,8.21,8.86,7.74,4,2,8,3,"2",30,NA,NA,19,NA
"Tyreek Hill","WR","MIA",11,17.6,1.97,0.764,14.7,19.2,7.92,6.52,8.53,5,7,5,2,"1",32,NA,NA,63,6
"James Conner","RB","ARI",13,16.3,1.22,1.44,14.5,17.6,7.65,7.66,7.36,6,3,16,4,"3",31,NA,NA,37,5
"Travis Kelce","TE","KC",8,15.3,1.41,3.49,13.3,16.5,7.64,6.7,7.55,7,6,13,1,"1",36,NA,NA,62,9
"Josh Allen","QB","BUF",7,24.6,2.82,1.66,20.7,28.1,7.46,5.29,9.56,8,20,3,1,"1",29,NA,NA,97,4
"Amon-Ra St. Brown","WR","DET",6,16.9,1.85,0.735,14.4,18.6,7.16,6.23,7.95,9,9,6,3,"2",26,NA,NA,59,1
"Ja'Marr Chase","WR","CIN",10,16.1,2.4,0.0913,12.2,18.2,6.42,4.07,7.55,10,32,14,4,"2",26,NA,NA,79,1
"CeeDee Lamb","WR","DAL",9,16,1.6,0.408,14,17.8,6.33,5.89,7.16,11,15,17,5,"3",27,NA,NA,52,2
"Rhamondre Stevenson","RB","NE",10,14.9,1.9,0.0382,12.8,17.6,6.21,6,7.38,12,13,15,5,"3",28,NA,NA,75,1
"Travis Etienne","RB","JAC",11,14.8,1.31,0.0229,13,16.2,6.17,6.17,5.98,13,11,25,6,"3",27,NA,NA,43,1
"Joe Mixon","RB","CIN",10,14.8,1.26,0.176,13.8,16.8,6.15,6.93,6.54,14,5,20,7,"3",29,NA,NA,40,5
"Alvin Kamara","RB","NO",14,14.6,1.68,0.0246,13,17.1,5.97,6.12,6.91,15,12,18,8,"3",30,NA,NA,66,5
"Dalvin Cook","RB","MIN",7,14.6,1.63,0.454,12,16.1,5.95,5.13,5.92,16,21,26,9,"4",30,NA,NA,62,5
"Davante Adams","WR","LVR",6,15.6,2.55,0.487,12.2,18.2,5.92,4.05,7.58,17,33,11,6,"3",33,NA,NA,83,8
"Patrick Mahomes","QB","KC",8,23,1.57,1.57,21.1,24.8,5.8,5.72,6.24,18,16,23,2,"2",30,NA,NA,69,5
"Josh Jacobs","RB","LVR",6,14.2,1.4,0.131,12.8,15.8,5.49,5.95,5.56,19,14,36,10,"4",28,NA,NA,51,3
"DK Metcalf","WR","SEA",11,15.1,2.62,0.3,12.8,18.5,5.44,4.66,7.88,20,22,7,7,"4",28,NA,NA,87,3
"David Montgomery","RB","CHI",14,14,1.23,0.0347,13.1,16,5.36,6.27,5.73,21,8,32,11,"4",28,NA,NA,38,3
"Leonard Fournette","RB","TB",11,14,2.49,0.162,12.4,17.9,5.33,5.56,7.71,22,18,9,12,"4",29,NA,NA,91,5
"Kenneth Walker III","RB","SEA",11,13.8,1.52,0.153,12.4,15.8,5.17,5.58,5.62,23,17,35,13,"4",25,NA,NA,57,0
"A.J. Brown","WR","PHI",7,14.8,2.63,0.33,12.3,18.2,5.14,4.18,7.55,24,30,12,8,"4",28,NA,NA,89,3
"Brian Robinson","RB","WAS",14,13.7,1.64,0.00196,11.1,15.3,5.01,4.23,5.1,25,28,42,14,"4",27,NA,NA,63,0
"Ezekiel Elliott","RB","DAL",9,13.7,1.85,0.213,11.5,16.1,5.01,4.62,5.84,26,23,28,15,"4",30,NA,NA,74,6
"Stefon Diggs","WR","BUF",7,14.5,2.09,0.0296,11.6,16.4,4.81,3.42,5.79,27,39,30,9,"4",32,NA,NA,68,7
"Nick Chubb","RB","CLE",9,13.5,1.81,0.00176,11.3,15.5,4.8,4.49,5.31,28,25,39,16,"4",30,NA,NA,72,4
"Cam Akers","RB","LAR",7,13.5,1.98,0.555,11.4,16.3,4.8,4.57,6.12,29,24,24,17,"5",26,NA,NA,76,2
"Keenan Allen","WR","LAC",8,14.5,3.23,0.298,11.4,18.3,4.78,3.21,7.68,30,42,10,10,"4",34,NA,NA,99,9
"Jaylen Waddle","WR","MIA",11,14.2,2.06,0.00182,10.9,15.8,4.48,2.76,5.15,31,48,41,11,"4",27,NA,NA,66,1
"Tee Higgins","WR","CIN",10,14.2,1.71,0.175,11.7,15.5,4.48,3.6,4.87,32,36,45,12,"4",27,NA,NA,56,2
"Garrett Wilson","WR","NYJ",10,14,2.6,0.0065,11.6,17.1,4.3,3.46,6.51,33,38,21,13,"5",25,NA,NA,85,0
"Chris Godwin","WR","TB",11,14,2.25,0.588,11.7,16.5,4.3,3.6,5.83,34,35,29,14,"5",30,NA,NA,70,5
"Tyler Allgeier","RB","ATL",14,12.9,2.04,0.0354,11.1,15.9,4.24,4.21,5.68,35,29,34,18,"5",26,NA,NA,82,0
"Justin Fields","QB","CHI",14,21.4,1.68,1.03,19.5,23.6,4.23,4.1,4.99,36,31,44,3,"3",27,NA,NA,75,1
"Miles Sanders","RB","PHI",7,12.9,0.826,0.269,12.2,14.1,4.21,5.31,3.86,37,19,58,19,"5",29,NA,NA,9,3
"George Kittle","TE","SF",9,11.9,2.98,0.131,8.38,15.3,4.15,1.82,6.42,38,59,22,2,"1",32,NA,NA,88,5
"Evan Engram","TE","JAC",11,11.7,3.18,0.469,8.83,15.5,4.02,2.28,6.58,39,53,19,3,"1",31,NA,NA,99,5
"Najee Harris","RB","PIT",9,12.6,1.56,0.273,11.2,15,3.94,4.32,4.78,40,26,47,20,"5",28,NA,NA,60,1
"Terry McLaurin","WR","WAS",14,13.4,2.48,0.347,10.6,16.4,3.71,2.5,5.75,41,50,31,15,"6",30,NA,NA,80,3
"Zonovan Knight","RB","NYJ",10,12.3,2.01,0.169,10.6,15.2,3.66,3.73,5.03,42,34,43,21,"5",25,NA,NA,81,0
"T.J. Hockenson","TE","MIN",7,11.3,3.06,1.23,7.87,14.4,3.55,1.32,5.47,43,73,37,4,"2",28,NA,NA,97,3
"Aaron Jones","RB","GB",14,12.2,2.44,0.045,8.46,14.2,3.5,1.61,3.97,44,65,56,22,"5",31,NA,NA,90,5
"Hassan Haskins","RB","TEN",6,12.1,2.62,0.185,9.75,15.9,3.45,2.9,5.72,45,45,33,23,"6",26,NA,NA,94,0
"D.J. Moore","WR","CAR",13,13.1,2.52,0.0967,10.1,15.9,3.36,1.98,5.31,46,55,38,16,"6",29,NA,NA,82,4
"AJ Dillon","RB","GB",14,11.9,2,0.396,10.1,14.9,3.27,3.3,4.7,47,40,49,24,"6",28,NA,NA,78,2
"Jerry Jeudy","WR","DEN",9,13,3.12,0.09,9.19,16.5,3.26,1.05,5.89,48,80,27,17,"6",27,NA,NA,97,2
"Joe Burrow","QB","CIN",10,20.4,0.523,0.67,19.7,20.9,3.2,4.28,2.33,49,27,72,4,"3",29,NA,NA,1,2
"DeVonta Smith","WR","PHI",7,12.9,2.25,0.148,9.97,15,3.17,1.82,4.32,50,60,53,18,"6",27,NA,NA,72,1
"Brandon Aiyuk","WR","SF",9,12.7,2.36,0.0279,9.72,15.3,3.03,1.58,4.63,51,69,51,19,"6",28,NA,NA,77,2
"Amari Cooper","WR","CLE",9,12.7,2.16,0.0315,10.4,15,3,2.3,4.33,52,52,52,20,"6",31,NA,NA,69,7
"JuJu Smith-Schuster","WR","KC",8,12.7,2.77,0.472,10.1,15.9,2.97,1.92,5.22,53,58,40,21,"6",29,NA,NA,96,5
"Zack Moss","RB","IND",14,11.5,1.55,0.0917,10.4,14,2.87,3.58,3.75,54,37,59,25,"6",56,NA,NA,59,2
"D'Andre Swift","RB","DET",6,11.4,1.06,0.184,10,12.7,2.78,3.17,2.48,55,43,70,26,"6",27,NA,NA,25,2
"DeAndre Houston-Carson","DB","CHI",14,7.87,NA,0.96,NA,NA,2.71,NA,NA,56,NA,NA,1,"1",33,NA,NA,NA,6
"DOnta Foreman","RB","CAR",13,11.3,1.34,0.077,9.81,13,2.59,2.96,2.74,57,44,67,27,"6",30,NA,NA,46,5
"Dak Prescott","QB","DAL",9,19.7,0.776,1.06,18.7,20.7,2.53,3.25,2.09,58,41,76,5,"4",32,NA,NA,19,6
"Devin Singletary","RB","BUF",7,11.2,1.74,0.0621,9.71,13.8,2.52,2.86,3.55,59,47,62,28,"6",28,NA,NA,68,3
"Allen Lazard","WR","GB",14,12.2,2.75,0.348,8.51,15.4,2.5,0.366,4.76,60,110,48,22,"7",30,NA,NA,93,4
"Jerick McKinnon","RB","KC",8,11.1,3.51,0.501,5.88,14.9,2.46,-0.972,4.68,61,245,50,29,"7",34,NA,NA,99,8
"Dawson Knox","TE","BUF",7,10,2.4,0.305,7.32,12.6,2.32,0.761,3.73,62,90,60,5,"2",29,NA,NA,82,3
"Michael Pittman","WR","IND",14,11.8,2.29,0.434,10.1,15.4,2.15,1.94,4.8,63,57,46,23,"7",28,NA,NA,73,2
"Dalton Schultz","TE","DAL",9,9.72,2.31,0.835,7.61,12,2.01,1.06,3.07,64,79,65,6,"3",29,NA,NA,79,4
"J.K. Dobbins","RB","BAL",10,10.6,1.52,0.0382,9.12,12.9,1.95,2.27,2.66,65,54,68,30,"7",27,NA,NA,56,2
"Isiah Pacheco","RB","KC",8,10.6,1.17,0.0825,9.54,12.4,1.92,2.69,2.18,66,49,73,31,"7",27,NA,NA,34,0
"Christian Wilkins","DL","MIA",11,5.98,1.97,0.199,4.64,7.34,1.91,1.94,1.77,67,56,78,1,"1",56,NA,NA,83,3
"Raheem Mostert","RB","MIA",11,10.5,2.39,0.612,8.57,14.2,1.83,1.71,4,68,61,55,32,"7",34,NA,NA,87,NA
"Andrew Adams","DB","TEN",6,6.91,NA,0.79,NA,NA,1.75,NA,NA,69,NA,NA,2,"1",32,NA,NA,NA,6
"Jahan Dotson","WR","WAS",14,11.4,2.31,0.263,8.71,14,1.71,0.569,3.33,70,100,64,24,"8",26,NA,NA,75,0
"Markus Golden","DL","ARI",13,5.78,NA,0.942,NA,NA,1.71,NA,NA,71,NA,NA,2,"1",NA,NA,NA,NA,NA
"Foyesade Oluokun","LB","JAC",11,7.41,3.53,0.545,4.41,11.1,1.51,0.996,1.1,72,84,87,1,"1",30,NA,NA,79,4
"Trevor Lawrence","QB","JAC",11,18.6,2.17,0.0115,15,20.1,1.47,-0.368,1.5,73,174,82,6,"4",26,NA,NA,91,1
"Jared Goff","QB","DET",6,18.6,1.43,0.0475,17,20.7,1.46,1.61,2.14,74,64,75,7,"4",31,NA,NA,62,6
"Jakobi Meyers","WR","NE",10,11.1,2.02,0.179,9.33,14.2,1.45,1.18,3.57,75,76,61,25,"8",29,NA,NA,65,3
"Kirk Cousins","QB","MIN",7,18.6,0.857,0.888,17.8,19.6,1.41,2.41,1,76,51,91,8,"5",37,NA,NA,22,10
"Brandin Cooks","WR","HOU",6,11,1.65,0.35,9.71,13.6,1.27,1.57,2.93,77,70,66,26,"8",32,NA,NA,55,8
"Jamaal Williams","RB","DET",6,9.88,1.1,0.02,8.48,11.1,1.22,1.63,0.833,78,62,98,33,"7",NA,NA,NA,28,5
"Latavius Murray","RB","DEN",9,9.86,1.19,1.2,8.43,11.6,1.2,1.58,1.34,79,68,84,34,"8",36,NA,NA,35,9
"Cole Kmet","TE","CHI",14,8.89,2.3,0.452,7.11,12.4,1.18,0.555,3.48,80,101,63,7,"4",27,NA,NA,76,2
"Roquan Smith","LB","BAL",10,6.86,4.29,0.181,3.25,11.4,0.963,-0.162,1.41,81,148,83,2,"1",29,NA,NA,89,4
"Rasul Douglas","DB","GB",14,6.12,0.754,0.232,5.41,6.78,0.956,1.6,0.00315,82,66,129,3,"1",31,NA,NA,6,5
"Darius Slayton","WR","NYG",9,10.6,2.73,0.00345,8.05,14.7,0.921,-0.0932,4.11,83,142,54,27,"8",29,NA,NA,92,3
"D.J. Chark","WR","DET",6,10.6,2.72,0.122,8.15,14.6,0.917,0.00658,3.96,84,129,57,28,"8",29,NA,NA,90,4
"Tyler Lockett","WR","SEA",11,10.5,1.88,0.275,8.06,12.8,0.795,-0.0806,2.14,85,140,74,29,"9",33,NA,NA,62,7
"Drue Tranquill","LB","LAC",8,6.68,2.89,0.212,4.1,9.57,0.782,0.683,-0.46,86,94,163,3,"1",30,NA,NA,58,3
"Cameron Heyward","DL","PIT",9,4.84,1.2,0.179,4.02,5.67,0.764,1.33,0.0911,87,72,122,3,"2",37,NA,NA,46,11
"Mark Andrews","TE","BAL",10,8.43,0.845,0.249,7.19,9.11,0.727,0.632,0.196,88,99,116,8,"4",30,NA,NA,41,4
"Mike Edwards","DB","TB",11,5.89,2.26,0.00806,4.34,7.46,0.723,0.534,0.677,89,102,103,4,"1",29,NA,NA,92,3
"Harrison Smith","DB","MIN",7,5.88,1.08,0.19,4.84,6.78,0.715,1.04,0,90,82,130,5,"1",37,NA,NA,19,10
"Zach Sieler","DL","MIA",11,4.66,1.94,0.0606,3.34,6,0.585,0.641,0.427,91,97,109,4,"2",30,NA,NA,81,4
"C.J. Mosley","LB","NYJ",10,6.47,3.86,0.00996,3.22,10.6,0.57,-0.19,0.545,92,153,104,4,"1",33,NA,NA,83,8
"T.J. Watt","LB","PIT",9,6.46,0.226,0.185,6.3,6.62,0.56,2.89,-3.41,93,46,380,5,"1",31,NA,NA,1,5
"Johnathan Ford","DB","GB",14,5.69,NA,0.156,NA,NA,0.526,NA,NA,94,NA,NA,6,"2",31,NA,NA,NA,5
"Nick Bosa","DL","SF",9,4.6,0.839,0.0302,3.9,5.5,0.525,1.21,-0.0738,95,75,137,5,"2",28,NA,NA,27,3
"Geno Smith","QB","SEA",11,17.7,1.4,0.0143,16.1,19,0.523,0.726,0.469,96,92,105,9,"5",35,NA,NA,59,9
"Drake London","WR","ATL",14,10.2,0.358,0.0376,9.74,10.6,0.52,1.6,0,97,67,130,30,"9",24,NA,NA,3,0
"Aaron Rodgers","QB","GB",14,17.7,0.547,0.299,17,18.2,0.509,1.62,-0.375,98,63,160,10,"5",42,NA,NA,9,17
"Justin Tucker","K","BAL",10,9.57,1.52,0.142,8.33,12,0.506,0.749,1.74,99,91,79,1,"1",36,NA,NA,90,10
"Myles Garrett","DL","CLE",9,4.57,0.949,0.0455,3.73,5.53,0.495,1.04,-0.042,100,81,134,6,"2",30,NA,NA,33,5
"Chiefs","DST","KC",8,6.21,0.522,0.217,5.68,6.86,0.487,0.423,0,101,106,130,1,"1",NA,NA,NA,55,NA
"Christian Kirk","WR","JAC",11,10.2,1.06,0.0206,8.91,11.3,0.482,0.77,0.712,102,89,101,31,"9",29,NA,NA,27,4
"Dallas Goedert","TE","PHI",7,8.18,0.634,0.103,7.22,8.92,0.478,0.67,0,103,95,130,9,"4",31,NA,NA,18,4
"Chris Olave","WR","NO",14,10.2,1.22,0.131,8.84,11.9,0.462,0.698,1.25,104,93,86,32,"9",25,NA,NA,34,0
"Leonard Williams","DL","NYG",9,4.52,2.17,0.0932,3.04,6.03,0.449,0.346,0.452,105,111,107,7,"2",31,NA,NA,96,7
"Josey Jewell","LB","DEN",9,6.27,4.46,0.0492,2.45,10.9,0.375,-0.96,0.917,106,244,95,6,"1",31,NA,NA,94,4
"Tyler Higbee","TE","LAR",7,8.08,0.73,0.105,7.56,9.28,0.374,1,0.361,107,83,111,10,"5",33,NA,NA,26,6
"Minkah Fitzpatrick","DB","PIT",9,5.53,2.19,0.0328,3.53,7.62,0.37,-0.277,0.842,108,162,96,7,"2",29,NA,NA,88,4
"Graham Gano","K","NYG",9,9.43,1.94,0.00501,7.3,12.2,0.365,-0.278,2.03,109,163,77,2,"1",39,NA,NA,97,13
"Nick Folk","K","NE",10,9.42,2.06,0.0743,7.55,12.6,0.36,-0.0297,2.36,110,132,71,3,"1",41,NA,NA,99,15
"John Cominsky","DL","DET",6,4.43,NA,0.0108,NA,NA,0.356,NA,NA,111,NA,NA,8,"2",56,NA,NA,NA,3
"Maxx Crosby","DL","LVR",6,4.42,1.73,0.345,2.95,6.25,0.345,0.257,0.679,112,119,102,9,"2",28,NA,NA,65,3
"Tyrann Mathieu","DB","NO",14,5.5,1.34,0.0202,4.32,6.86,0.337,0.51,0.0803,113,103,125,8,"2",34,NA,NA,38,9
"Mike Evans","WR","TB",11,10,1.36,0.0175,8.79,12.1,0.331,0.647,1.51,114,96,81,33,"9",32,NA,NA,42,8
"Bobby Wagner","LB","LAR",7,6.22,4.48,0.0525,2.27,10.8,0.325,-1.15,0.725,115,264,100,7,"1",35,NA,NA,96,10
"Adrian Amos","DB","GB",14,5.48,1.52,0.317,4.11,6.97,0.317,0.306,0.189,116,116,117,9,"2",33,NA,NA,46,7
"Mike Williams","WR","LAC",8,10,0.979,0.119,9.23,11.6,0.313,1.08,1.01,117,77,90,34,"9",31,NA,NA,24,5
"Brett Maher","K","DAL",9,9.35,1.04,0.0551,8,10.3,0.285,0.416,0.0848,118,108,124,4,"1",56,NA,NA,43,5
"Dre Greenlaw","LB","SF",9,6.17,2.83,0.208,3.64,8.98,0.273,0.227,-1.05,119,120,214,8,"1",28,NA,NA,55,3
