"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Christian McCaffrey","RB","SF",9,20.8,1.98,2.09,18.6,24.3,13.8,13.6,14.3,1,1,1,1,"1",29,NA,NA,76,5
"Saquon Barkley","RB","NYG",9,18.7,1.09,0.68,17.1,19.7,11.7,12.2,9.71,2,2,6,2,"1",29,NA,NA,27,4
"Derrick Henry","RB","TEN",6,18,2.11,0.121,15.4,21,11.1,10.4,11,3,4,2,3,"1",32,NA,NA,85,6
"Austin Ekeler","RB","LAC",8,17.9,1.9,1.08,15,20.5,10.9,10,10.5,4,6,3,4,"2",30,NA,NA,69,NA
"Cooper Kupp","WR","LAR",7,18.4,1.63,0.286,15.9,20,9.88,8.38,9.91,5,10,4,1,"1",32,NA,NA,68,5
"Alvin Kamara","RB","NO",14,16.8,1.1,0.209,15.4,18.3,9.85,10.4,8.33,6,3,14,5,"3",30,NA,NA,31,5
"Travis Kelce","TE","KC",8,16,1.17,4.29,14.4,17.1,9.79,8.82,9.78,7,8,5,1,"1",36,NA,NA,65,9
"Travis Etienne","RB","JAC",11,16.6,1.53,0.466,14.8,18.9,9.64,9.84,8.98,8,7,9,6,"3",27,NA,NA,52,1
"Tyreek Hill","WR","MIA",11,18.1,1.76,0.558,15.6,19.7,9.59,8.07,9.62,9,13,7,2,"1",32,NA,NA,70,6
"Josh Jacobs","RB","LVR",6,16.2,1.21,0.339,15,17.8,9.18,10.1,7.85,10,5,15,7,"3",28,NA,NA,39,3
"Stefon Diggs","WR","BUF",7,17.5,1.3,0.237,16.3,19.3,9.04,8.77,9.26,11,9,8,3,"1",32,NA,NA,48,7
"Nick Chubb","RB","CLE",9,15.8,1.87,0.77,13.2,18.7,8.84,8.26,8.7,12,11,11,8,"4",30,NA,NA,67,4
"Davante Adams","WR","LVR",6,17.3,1.15,0.178,15.6,18.6,8.8,8.02,8.52,13,14,13,4,"1",33,NA,NA,38,8
"Justin Jefferson","WR","MIN",7,17.1,1.83,0.699,14.3,18.8,8.62,6.73,8.73,14,22,10,5,"2",26,NA,NA,72,2
"Dameon Pierce","RB","HOU",6,15,2.09,0.0486,12.1,17.7,8.07,7.08,7.74,15,20,16,9,"4",26,NA,NA,84,0
"Tony Pollard","RB","DAL",9,15,1.56,0.034,13,17.2,8.02,8.01,7.28,16,15,24,10,"4",29,NA,NA,55,3
"Kenneth Walker III","RB","SEA",11,15,1.4,0.177,12.7,16.4,7.98,7.72,6.41,17,17,32,11,"4",25,NA,NA,43,0
"A.J. Brown","WR","PHI",7,16.4,1.51,1.64,14.8,18.6,7.92,7.23,8.58,18,18,12,6,"3",28,NA,NA,65,3
"Dalvin Cook","RB","MIN",7,14.8,1.4,0.958,13.2,16.7,7.81,8.21,6.75,19,12,27,12,"5",30,NA,NA,45,5
"Josh Allen","QB","BUF",7,24.2,1.22,0.335,22.7,25.7,7.43,7.75,7.36,20,16,22,1,"1",29,NA,NA,34,4
"Patrick Mahomes","QB","KC",8,23.9,1.4,0.598,22,25.7,7.09,7.1,7.35,21,19,23,2,"1",30,NA,NA,53,5
"Jonathan Taylor","RB","IND",14,13.8,2.29,1.24,11.5,17.5,6.85,6.46,7.52,22,23,20,13,"6",27,NA,NA,91,2
"Jalen Hurts","QB","PHI",7,23.3,1.48,2.74,21.7,25,6.5,6.74,6.7,23,21,29,3,"2",27,NA,NA,56,2
