"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Josh Allen","QB","BUF",7,27.1,1.56,3.42,25.6,28.9,10.5,10,10.8,1,3,2,1,"1",29,NA,NA,76,4
"Austin Ekeler","RB","LAC",8,18.9,1.09,1.17,17.8,20.5,10.4,11,10.2,2,1,3,1,"1",30,NA,NA,38,NA
"Travis Kelce","TE","KC",8,16.8,1.7,2.97,14.9,18.7,10.1,9.22,11,3,4,1,1,"1",36,NA,NA,91,9
"Derrick Henry","RB","TEN",6,17.8,1.69,0.161,15.6,19.7,9.28,8.75,9.36,4,5,4,2,"1",32,NA,NA,79,6
"Christian McCaffrey","RB","SF",9,17.6,0.412,1.28,17.2,18.2,9.12,10.4,7.87,5,2,8,3,"2",29,NA,NA,1,5
"Stefon Diggs","WR","BUF",7,18,1.7,0.24,16,19.5,8.77,8.04,8.8,6,12,6,1,"1",32,NA,NA,85,7
"Tyreek Hill","WR","MIA",11,17.8,1.54,0.0279,16.1,19.8,8.53,8.11,9.11,7,9,5,2,"1",32,NA,NA,68,6
"Davante Adams","WR","LVR",6,17.8,1.25,2.05,16.1,19.2,8.51,8.08,8.5,8,11,7,3,"2",33,NA,NA,58,8
"Kenneth Walker III","RB","SEA",11,16.3,0.861,0.0673,15.1,17.2,7.83,8.29,6.78,9,7,14,4,"2",25,NA,NA,24,0
"Josh Jacobs","RB","LVR",6,16.2,1.05,0.0598,15.1,17.7,7.76,8.32,7.33,10,6,11,5,"2",28,NA,NA,35,3
"Jonathan Taylor","RB","IND",14,16.2,1.16,0.111,15,17.6,7.7,8.15,7.24,11,8,12,6,"2",27,NA,NA,41,2
"Saquon Barkley","RB","NYG",9,16.1,0.76,1.35,14.9,16.8,7.59,8.08,6.39,12,10,17,7,"3",29,NA,NA,16,4
"Mark Andrews","TE","BAL",10,13.9,1.54,4.12,12.1,15.3,7.14,6.47,7.61,13,15,9,2,"2",30,NA,NA,85,4
"Patrick Mahomes","QB","KC",8,23.7,1.34,1.41,22.4,25.7,7.03,6.75,7.6,14,13,10,2,"2",30,NA,NA,62,5
"Justin Jefferson","WR","MIN",7,15.7,1.52,0.605,14.1,17.8,6.45,6.11,7.02,15,19,13,4,"2",26,NA,NA,66,2
"Tony Pollard","RB","DAL",9,14.7,2.08,0.177,11.4,16.8,6.25,4.62,6.45,16,33,16,8,"3",29,NA,NA,94,3
"Nick Chubb","RB","CLE",9,14.5,1.25,0.00371,12.9,16,6.07,6.04,5.63,17,20,23,9,"3",30,NA,NA,51,4
"Travis Etienne","RB","JAC",11,14.5,1.34,0.143,13.1,16,6.07,6.31,5.64,18,17,22,10,"3",27,NA,NA,59,1
"Rhamondre Stevenson","RB","NE",10,14.4,0.628,0.00271,13.4,14.9,5.92,6.58,4.56,19,14,32,11,"3",28,NA,NA,10,1
"Dalvin Cook","RB","MIN",7,14.4,0.789,0.549,13.3,15.3,5.92,6.43,4.94,20,16,28,12,"4",30,NA,NA,19,5
"DeAndre Hopkins","WR","ARI",13,15.1,1.47,0.398,13.6,17.2,5.85,5.61,6.47,21,25,15,5,"3",33,NA,NA,63,9
"Jalen Hurts","QB","PHI",7,22.3,1.29,1.44,21.2,24.3,5.62,5.63,6.25,22,24,18,3,"3",27,NA,NA,50,2
"A.J. Brown","WR","PHI",7,14.7,1.14,0.178,13.8,16.3,5.45,5.74,5.57,23,23,24,6,"3",28,NA,NA,45,3
"Aaron Jones","RB","GB",14,13.8,1.64,0.0356,11.6,15.8,5.37,4.81,5.38,24,31,25,13,"4",31,NA,NA,75,5
"James Conner","RB","ARI",13,13.8,0.832,0.287,13,14.8,5.34,6.15,4.39,25,18,36,14,"4",31,NA,NA,21,5
"Tee Higgins","WR","CIN",10,14.5,1.6,0.000659,12.9,16.4,5.27,4.89,5.68,26,30,20,7,"3",27,NA,NA,76,2
"CeeDee Lamb","WR","DAL",9,14.5,1.56,0.113,12.9,16.7,5.27,4.93,5.98,27,29,19,8,"3",27,NA,NA,69,2
"Jaylen Waddle","WR","MIA",11,14.4,1.9,1.09,11.7,16.4,5.16,3.73,5.66,28,40,21,9,"4",27,NA,NA,90,1
"Alvin Kamara","RB","NO",14,13.5,1.14,0.386,12.7,15.2,5.05,5.84,4.81,29,21,29,15,"4",30,NA,NA,40,5
"Jeffery Wilson","RB","MIA",11,13.1,0.567,0.317,12.6,13.8,4.66,5.75,3.44,30,22,47,16,"5",30,NA,NA,7,4
"Dameon Pierce","RB","HOU",6,12.8,0.553,0.0944,12.1,13.3,4.35,5.26,2.98,31,26,53,17,"5",26,NA,NA,4,0
"Najee Harris","RB","PIT",9,12.7,1.18,0.134,11.4,14.5,4.25,4.54,4.09,32,34,39,18,"5",28,NA,NA,46,1
"Justin Herbert","QB","LAC",8,20.8,0.515,0.169,20.3,21.6,4.17,4.7,3.53,33,32,45,4,"3",28,NA,NA,1,2
"Rachaad White","RB","TB",11,12.6,0.752,0.147,11.8,13.3,4.12,4.93,2.93,34,28,54,19,"5",27,NA,NA,15,0
"Ja'Marr Chase","WR","CIN",10,13.3,2.5,0.205,11.9,15.3,4.07,3.84,4.55,35,38,33,10,"5",26,NA,NA,99,1
"Lamar Jackson","QB","BAL",10,20.7,0.589,0.0691,20.1,21.5,4,4.48,3.41,36,35,48,5,"3",29,NA,NA,9,4
"David Montgomery","RB","CHI",14,12.4,2.23,0.151,9.51,15,3.97,2.69,4.66,37,51,30,20,"5",28,NA,NA,96,3
"Joe Burrow","QB","CIN",10,20.6,1.01,0.284,19.4,22,3.93,3.76,3.96,38,39,41,6,"3",29,NA,NA,26,2
"Tyler Lockett","WR","SEA",11,13.1,1.51,0.101,11.3,15.1,3.87,3.33,4.33,39,45,37,11,"5",33,NA,NA,65,7
"Miles Sanders","RB","PHI",7,12.3,0.692,0.262,11.8,13.4,3.82,4.98,3.07,40,27,51,21,"5",29,NA,NA,12,3
"DK Metcalf","WR","SEA",11,13,1.68,0.0579,11.1,15.2,3.77,3.1,4.51,41,47,34,12,"5",28,NA,NA,82,3
"Amari Cooper","WR","CLE",9,13,2.08,0.0226,9.97,15.2,3.71,1.96,4.44,42,64,35,13,"5",31,NA,NA,93,7
"Deebo Samuel","WR","SF",9,13,1.2,0.152,11,14,3.69,2.97,3.23,43,48,50,14,"5",30,NA,NA,46,3
"Kyler Murray","QB","ARI",13,20.3,1.91,0.504,17.5,21.7,3.65,1.85,3.66,44,67,44,7,"4",28,NA,NA,88,3
"Devin Singletary","RB","BUF",7,12,0.878,0.258,10.9,13.2,3.56,4.08,2.84,45,36,56,22,"6",28,NA,NA,26,3
"Mike Evans","WR","TB",11,12.8,2.19,0.19,10.2,15.7,3.53,2.2,5.01,46,58,27,15,"5",32,NA,NA,94,8
"Christian Kirk","WR","JAC",11,12.6,1.63,0.105,11.4,15,3.34,3.4,4.27,47,43,38,16,"5",29,NA,NA,79,4
"Antonio Gibson","RB","WAS",14,11.8,1.01,0.309,10.1,12.3,3.3,3.28,1.89,48,46,66,23,"6",27,NA,NA,31,2
"Amon-Ra St. Brown","WR","DET",6,12.5,0.924,0.296,11.7,13.6,3.24,3.7,2.89,49,41,55,17,"6",26,NA,NA,32,1
"Geno Smith","QB","SEA",11,19.8,0.558,0.107,19,20.3,3.15,3.41,2.25,50,42,62,8,"4",35,NA,NA,6,9
"Tua Tagovailoa","QB","MIA",11,19.7,1.7,0.75,17.2,21.6,3.04,1.55,3.52,51,74,46,9,"4",28,NA,NA,82,2
"George Kittle","TE","SF",9,9.74,2.2,0.683,8.15,12.9,3.02,2.52,5.26,52,52,26,3,"3",32,NA,NA,97,5
"Latavius Murray","RB","DEN",9,11.5,1.85,0.0245,8.82,13.7,2.99,2,3.29,53,62,49,24,"6",36,NA,NA,88,9
"Samaje Perine","RB","CIN",10,11.4,1.03,0.198,10.7,13.1,2.97,3.85,2.76,54,37,57,25,"6",30,NA,NA,34,5
"Gabriel Davis","WR","BUF",7,12.2,1.59,0.404,10.8,14.5,2.94,2.75,3.77,55,50,43,18,"6",27,NA,NA,72,2
"Jamaal Williams","RB","DET",6,11.2,1.87,0.04,9.61,14.3,2.77,2.79,3.94,56,49,42,26,"6",NA,NA,NA,90,5
"Michael Carter","RB","NYJ",10,11.2,1.59,0.554,9.04,13.1,2.73,2.22,2.69,57,57,58,27,"7",27,NA,NA,72,1
"Chris Olave","WR","NO",14,11.8,1.68,0.314,9.85,13.3,2.54,1.84,2.61,58,68,59,19,"6",25,NA,NA,83,0
"Pat Freiermuth","TE","PIT",9,9.05,0.714,0.353,8.06,9.8,2.34,2.43,2.12,59,53,63,4,"3",27,NA,NA,44,1
"Dak Prescott","QB","DAL",9,18.9,0.929,1.31,17.9,20.1,2.29,2.29,2.1,60,54,65,10,"5",32,NA,NA,21,6
"Terry McLaurin","WR","WAS",14,11.5,1.22,0.115,10.2,13.1,2.22,2.15,2.34,61,60,60,20,"6",30,NA,NA,51,3
"DOnta Foreman","RB","CAR",13,10.7,2.46,0.542,8.18,14.3,2.18,1.36,3.97,62,77,40,28,"7",30,NA,NA,99,5
"Keenan Allen","WR","LAC",8,11.4,1.21,0.179,10,12.5,2.11,1.99,1.77,63,63,71,21,"7",34,NA,NA,49,9
"T.J. Hockenson","TE","MIN",7,8.7,1.08,0.661,6.9,9.51,1.98,1.27,1.83,64,79,69,5,"4",28,NA,NA,71,3
"Michael Pittman","WR","IND",14,11.2,0.995,0.028,9.79,12.4,1.93,1.78,1.66,65,69,72,22,"7",28,NA,NA,35,2
"Chris Godwin","WR","TB",11,11.2,1.01,0.238,10.2,12.3,1.9,2.15,1.6,66,59,76,23,"7",30,NA,NA,39,5
"DeShon Elliott","DB","DET",6,7.18,1.27,0.18,6.42,8.16,1.83,2.1,0.985,67,61,93,1,"1",29,NA,NA,40,4
