pick,player,model_prob,market_prob,edge,abs_edge,model_version,run_timestamp,source,market_timestamp
1,Fernando Mendoza,1.0,0.0,1.0,1.0,v1,2026-04-17T08:11:00,,
12,Jermod McCoy,0.3868,0.0,0.3868,0.3868,v1,2026-04-17T08:11:00,,
2,David Bailey,0.3798,0.0,0.3798,0.3798,v1,2026-04-17T08:11:00,,
18,Dillon Thieneman,0.3668,0.0,0.3668,0.3668,v1,2026-04-17T08:11:00,,
17,Kadyn Proctor,0.3626,0.0,0.3626,0.3626,v1,2026-04-17T08:11:00,,
25,Peter Woods,0.3248,0.0,0.3248,0.3248,v1,2026-04-17T08:11:00,,
14,Olaivavega Ioane,0.3098,0.0,0.3098,0.3098,v1,2026-04-17T08:11:00,,
7,Rueben Bain,0.3074,0.0,0.3074,0.3074,v1,2026-04-17T08:11:00,,
15,Keldric Faulk,0.2976,0.0,0.2976,0.2976,v1,2026-04-17T08:11:00,,
2,Arvell Reese,0.45,0.7343734660187259,-0.2843734660187259,0.2843734660187259,v1,2026-04-17T08:11:00,DraftKings,2026-04-15 15:51:34
18,Emmanuel McNeil-Warren,0.2834,0.0,0.2834,0.2834,v1,2026-04-17T08:11:00,,
25,Kayden McDonald,0.2788,0.0,0.2788,0.2788,v1,2026-04-17T08:11:00,,
13,Jordyn Tyson,0.262,0.0,0.262,0.262,v1,2026-04-17T08:11:00,,
15,Kenyon Sadiq,0.2232,0.0,0.2232,0.2232,v1,2026-04-17T08:11:00,,
8,Mansoor Delane,0.3362,0.113217111596065,0.222982888403935,0.222982888403935,v1,2026-04-17T08:11:00,DraftKings,2026-04-15 15:51:34
3,Francis Mauigoa,0.331,0.1263856274360412,0.2046143725639588,0.2046143725639588,v1,2026-04-17T08:11:00,DraftKings,2026-04-15 15:51:34
10,Caleb Downs,0.3568,0.1589006626170234,0.1978993373829766,0.1978993373829766,v1,2026-04-17T08:11:00,DraftKings,2026-04-15 15:51:34
24,Caleb Lomu,0.1976,0.0,0.1976,0.1976,v1,2026-04-17T08:11:00,,
13,Monroe Freeling,0.1962,0.0,0.1962,0.1962,v1,2026-04-17T08:11:00,,
11,Makai Lemon,0.1916,0.0,0.1916,0.1916,v1,2026-04-17T08:11:00,,
30,Colton Hood,0.1916,0.0,0.1916,0.1916,v1,2026-04-17T08:11:00,,
8,Rueben Bain,0.1914,0.0,0.1914,0.1914,v1,2026-04-17T08:11:00,,
21,Caleb Lomu,0.1818,0.0,0.1818,0.1818,v1,2026-04-17T08:11:00,,
26,T.J. Parker,0.1804,0.0,0.1804,0.1804,v1,2026-04-17T08:11:00,,
24,Kevin Concepcion,0.1782,0.0,0.1782,0.1782,v1,2026-04-17T08:11:00,,
32,Colton Hood,0.1778,0.0,0.1778,0.1778,v1,2026-04-17T08:11:00,,
28,Max Iheanachor,0.1736,0.0,0.1736,0.1736,v1,2026-04-17T08:11:00,,
5,Carnell Tate,0.2304,0.0569254192482456,0.1734745807517544,0.1734745807517544,v1,2026-04-17T08:11:00,DraftKings,2026-04-15 15:51:34
15,Akheem Mesidor,0.1734,0.0,0.1734,0.1734,v1,2026-04-17T08:11:00,,
21,Blake Miller,0.1734,0.0,0.1734,0.1734,v1,2026-04-17T08:11:00,,
28,Kayden McDonald,0.1718,0.0,0.1718,0.1718,v1,2026-04-17T08:11:00,,
1,Arvell Reese,0.0,0.1665386785634265,-0.1665386785634265,0.1665386785634265,v1,2026-04-17T08:11:00,DraftKings,2026-04-15 15:51:34
26,Denzel Boston,0.1648,0.0,0.1648,0.1648,v1,2026-04-17T08:11:00,,
19,Akheem Mesidor,0.1644,0.0,0.1644,0.1644,v1,2026-04-17T08:11:00,,
23,Blake Miller,0.1638,0.0,0.1638,0.1638,v1,2026-04-17T08:11:00,,
32,Zion Young,0.1638,0.0,0.1638,0.1638,v1,2026-04-17T08:11:00,,
31,Cashius Howell,0.161,0.0,0.161,0.161,v1,2026-04-17T08:11:00,,
20,Avieon Terrell,0.1608,0.0,0.1608,0.1608,v1,2026-04-17T08:11:00,,
23,Caleb Lomu,0.1594,0.0,0.1594,0.1594,v1,2026-04-17T08:11:00,,
29,Cashius Howell,0.159,0.0,0.159,0.159,v1,2026-04-17T08:11:00,,
13,Makai Lemon,0.1566,0.0,0.1566,0.1566,v1,2026-04-17T08:11:00,,
11,Jordyn Tyson,0.1532,0.0,0.1532,0.1532,v1,2026-04-17T08:11:00,,
11,Jermod McCoy,0.1518,0.0,0.1518,0.1518,v1,2026-04-17T08:11:00,,
32,Chris Johnson,0.1506,0.0,0.1506,0.1506,v1,2026-04-17T08:11:00,,
1,David Bailey,0.0,0.1482377248751379,-0.1482377248751379,0.1482377248751379,v1,2026-04-17T08:11:00,DraftKings,2026-04-15 15:51:34
1,Ty Simpson,0.0,0.1482377248751379,-0.1482377248751379,0.1482377248751379,v1,2026-04-17T08:11:00,DraftKings,2026-04-15 15:51:34
9,Rueben Bain Jr.,0.0,0.1431959336557933,-0.1431959336557933,0.1431959336557933,v1,2026-04-17T08:11:00,DraftKings,2026-04-15 15:51:34
14,Jordyn Tyson,0.143,0.0,0.143,0.143,v1,2026-04-17T08:11:00,,
16,Omar Cooper Jr.,0.1422,0.0,0.1422,0.1422,v1,2026-04-17T08:11:00,,
29,T.J. Parker,0.14,0.0,0.14,0.14,v1,2026-04-17T08:11:00,,
7,Jeremiyah Love,0.0412,0.1810020198770779,-0.1398020198770779,0.1398020198770779,v1,2026-04-17T08:11:00,DraftKings,2026-04-15 15:51:34
16,Akheem Mesidor,0.1398,0.0,0.1398,0.1398,v1,2026-04-17T08:11:00,,
27,Denzel Boston,0.1392,0.0,0.1392,0.1392,v1,2026-04-17T08:11:00,,
31,Zion Young,0.1348,0.0,0.1348,0.1348,v1,2026-04-17T08:11:00,,
8,Rueben Bain Jr.,0.0,0.1320866301954092,-0.1320866301954092,0.1320866301954092,v1,2026-04-17T08:11:00,DraftKings,2026-04-15 15:51:34
11,Mansoor Delane,0.1312,0.0,0.1312,0.1312,v1,2026-04-17T08:11:00,,
20,Akheem Mesidor,0.13,0.0,0.13,0.13,v1,2026-04-17T08:11:00,,
22,T.J. Parker,0.128,0.0,0.128,0.128,v1,2026-04-17T08:11:00,,
14,Omar Cooper Jr.,0.1274,0.0,0.1274,0.1274,v1,2026-04-17T08:11:00,,
26,Cashius Howell,0.127,0.0,0.127,0.127,v1,2026-04-17T08:11:00,,
30,Cashius Howell,0.1264,0.0,0.1264,0.1264,v1,2026-04-17T08:11:00,,
17,Blake Miller,0.126,0.0,0.126,0.126,v1,2026-04-17T08:11:00,,
29,Zion Young,0.1234,0.0,0.1234,0.1234,v1,2026-04-17T08:11:00,,
11,Olaivavega Ioane,0.121,0.0,0.121,0.121,v1,2026-04-17T08:11:00,,
19,Keldric Faulk,0.121,0.0,0.121,0.121,v1,2026-04-17T08:11:00,,
28,Peter Woods,0.12,0.0,0.12,0.12,v1,2026-04-17T08:11:00,,
19,Omar Cooper Jr.,0.1198,0.0,0.1198,0.1198,v1,2026-04-17T08:11:00,,
4,Rueben Bain,0.1176,0.0,0.1176,0.1176,v1,2026-04-17T08:11:00,,
24,Denzel Boston,0.1166,0.0,0.1166,0.1166,v1,2026-04-17T08:11:00,,
26,Kevin Concepcion,0.1158,0.0,0.1158,0.1158,v1,2026-04-17T08:11:00,,
