player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Derrick Henry,10679,HB,BLT,1,26,7,3,51.1,95,0,186,0,0,7,142,147.0,4,7,3,0,8,78.6,82.6,76.1,,43.4,54.3,80.9,59.5,44,0,0,0,9,34,0,0,0,26,2,186,142,5.46,7.2,0.0,18
Saquon Barkley,45791,HB,PHI,1,25,5,3,42.0,50,0,119,0,0,5,56,41.5,3,4,24,0,14,78.7,64.6,76.4,,80.1,56.5,64.8,59.0,17,0,4,2,14,29,0,0,2,27,0,119,56,2.24,4.8,0.29,11
Joe Mixon,11803,HB,HST,1,24,7,2,29.6,32,0,108,0,1,7,85,113.3,3,5,13,1,11,27.3,66.7,0.0,,38.1,56.9,70.9,60.0,17,1,13,1,21,25,0,0,2,25,1,108,85,3.54,4.5,0.62,13
James Cook,83666,HB,BUF,1,23,4,3,42.5,51,0,120,0,0,4,63,47.6,3,7,4,0,17,78.2,67.4,0.0,,,54.0,69.9,60.0,19,1,0,0,9,25,0,0,0,23,1,120,63,2.74,5.2,0.0,6
Josh Jacobs,45953,HB,GB,1,18,12,1,38.3,31,0,81,0,2,12,74,274.1,1,2,12,1,8,77.2,91.1,75.7,,80.6,82.1,88.2,60.0,31,0,40,3,14,22,0,0,3,21,1,81,74,4.11,4.5,2.86,10
Bucky Irving,144970,HB,TB,1,17,4,1,24.7,19,0,77,0,0,4,47,58.2,2,3,30,0,10,76.6,74.7,74.2,,39.3,73.6,73.2,60.0,19,1,6,2,6,20,0,0,2,19,0,77,47,2.76,4.5,1.0,7
Kyren Williams,97118,HB,LA,1,16,4,1,22.4,17,0,76,0,0,4,40,52.6,2,4,26,0,9,76.6,75.3,76.3,,70.6,82.7,69.9,60.0,17,0,16,3,13,18,0,0,3,19,0,76,40,2.5,4.8,1.23,7
Lamar Jackson,46416,QB,BLT,1,15,2,0,0.0,0,0,56,0,0,1,21,17.4,1,5,3,0,2,79.5,92.9,79.5,92.6,,,77.6,60.5,20,0,0,0,0,47,25,4,0,11,0,81,56,3.73,5.4,,7
Aaron Jones,11937,HB,MIN,1,13,0,0,0.0,0,0,48,1,0,0,30,0.0,1,1,18,0,4,75.6,61.9,78.6,,81.9,42.5,68.5,60.0,13,0,12,3,31,16,0,0,6,16,0,48,30,2.31,3.7,0.39,9
Jayden Daniels,97993,QB,WAS,1,13,4,0,0.0,0,0,18,0,0,4,37,148.0,0,2,32,0,5,81.4,76.9,79.4,69.7,,,79.0,60.1,8,0,0,0,0,29,18,3,0,10,0,36,40,3.08,2.8,,1
Brian Robinson,57120,HB,WAS,1,10,1,0,0.0,0,0,16,0,1,1,19,27.1,0,0,32,0,3,74.4,61.7,77.5,,81.4,64.4,58.5,60.0,5,0,22,4,16,15,0,0,5,14,0,16,19,1.9,1.6,1.38,7
