"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Alvin Kamara","RB","NO",6,19.3,0.939,1.22,18,20.6,11.5,12.2,10.6,1,1,2,1,"1",30,NA,NA,17,4
"Austin Ekeler","RB","LAC",7,18.1,0.699,0.057,17.2,19.1,10.3,11.5,9.11,3,2,8,2,"1",30,NA,NA,8,NA
"Cooper Kupp","WR","LAR",11,19.4,1.01,1.88,17.9,20.7,10.3,10.5,10.1,2,3,4,1,"1",32,NA,NA,17,4
"Najee Harris","RB","PIT",7,18,1.19,0.848,15.9,19.1,10.2,10.2,9.07,4,4,9,3,"1",28,NA,NA,32,0
"Jonathan Taylor","RB","IND",14,17.2,2.9,0.404,12.1,19.8,9.37,6.32,9.82,5,20,5,4,"2",27,NA,NA,92,1
"Dalvin Cook","RB","MIN",7,16.8,1.68,0.476,14.8,18.3,8.97,9.08,8.3,6,5,15,5,"2",30,NA,NA,66,4
"Aaron Jones","RB","GB",13,16.3,2.46,0.429,13.7,20.5,8.49,8,10.5,7,8,3,6,"2",31,NA,NA,85,4
"Tyreek Hill","WR","KC",12,17.5,1.86,1.29,15.2,20,8.45,7.79,9.42,8,9,6,2,"2",32,NA,NA,68,5
"Josh Allen","QB","BUF",7,26.5,1.66,0.717,24.2,28.6,8.11,8.65,9.22,9,6,7,1,"1",29,NA,NA,62,3
"Ezekiel Elliott","RB","DAL",7,15.9,1.39,0.384,13.5,17.4,8.06,7.79,7.38,10,10,20,7,"3",30,NA,NA,51,5
"Nick Chubb","RB","CLE",13,15.5,2.23,0.0157,12.3,18.6,7.68,6.51,8.65,11,18,11,8,"3",30,NA,NA,77,3
"Christian McCaffrey","RB","CAR",13,15.5,1.27,0.225,14,17.4,7.66,8.26,7.36,12,7,22,9,"3",29,NA,NA,42,4
"Travis Kelce","TE","KC",12,14.7,1.65,0.752,12.7,16.9,7.5,6.79,8.48,13,16,12,1,"1",36,NA,NA,70,8
"Darrell Henderson","RB","LAR",11,15.3,1.47,1.05,13.1,17.4,7.44,7.34,7.36,14,11,23,10,"4",56,NA,NA,55,2
"Lamar Jackson","QB","BAL",8,25.8,3.51,3.13,22.4,31.4,7.39,6.8,12,15,15,1,2,"2",29,NA,NA,88,3
"Davante Adams","WR","GB",13,16.2,1.59,0.164,13.7,18,7.16,6.33,7.38,16,19,21,3,"2",33,NA,NA,52,7
"Ja'Marr Chase","WR","CIN",10,16,1.4,0.178,14.6,18,7,7.16,7.35,17,13,24,4,"2",26,NA,NA,39,0
"Stefon Diggs","WR","BUF",7,15.9,1.31,0.441,14.5,17.6,6.82,7.09,7.01,18,14,26,5,"2",32,NA,NA,35,6
"Darren Waller","TE","LVR",8,13.9,2.45,0.915,10.7,16.8,6.75,4.83,8.4,19,32,14,2,"1",33,NA,NA,93,6
"Joe Mixon","RB","CIN",10,14.2,1.11,0.763,12.9,16,6.39,7.18,5.99,20,12,34,11,"4",29,NA,NA,25,4
"CeeDee Lamb","WR","DAL",7,15.4,2.69,0.177,13.1,19.5,6.38,5.7,8.84,21,23,10,6,"2",27,NA,NA,94,1
"Justin Jefferson","WR","MIN",7,15.2,2.72,0.12,12.8,18.5,6.2,5.41,7.84,22,27,18,7,"3",26,NA,NA,96,1
"A.J. Brown","WR","TEN",13,15.1,2.6,0.02,12.8,19,6.08,5.38,8.42,23,29,13,8,"3",28,NA,NA,92,2
"Diontae Johnson","WR","PIT",7,15.1,2.3,0.0396,13.1,18.6,6.06,5.67,7.98,24,24,17,9,"3",29,NA,NA,85,2
"Deebo Samuel","WR","SF",6,15.1,1.12,0.305,14.1,17,6.02,6.66,6.35,25,17,31,10,"3",30,NA,NA,24,2
"Mark Andrews","TE","BAL",8,13,2.14,1.67,9.89,15.3,5.83,3.98,6.95,26,41,27,3,"2",30,NA,NA,87,3
"Marquise Brown","WR","BAL",8,14.8,2.28,0.387,12.4,18.2,5.72,4.97,7.55,27,31,19,11,"3",28,NA,NA,83,2
"Josh Jacobs","RB","LVR",8,13.4,2.23,0.273,11.5,16.6,5.63,5.73,6.64,28,22,28,12,"5",28,NA,NA,78,2
"Devontae Booker","RB","NYG",10,13.2,2.57,0.677,11.5,17.2,5.35,5.74,7.17,29,21,25,13,"5",33,NA,NA,88,5
