"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Justin Jackson","RB","LAC",7,30.2,NA,2.3,NA,NA,23.3,NA,NA,1,NA,NA,1,"1",31,NA,NA,NA,3
"Rex Burkhead","RB","HOU",10,27.9,NA,2,NA,NA,21,NA,NA,2,NA,NA,2,"2",35,NA,NA,NA,8
"Nick Chubb","RB","CLE",13,25.9,NA,5.41,NA,NA,19,NA,NA,3,NA,NA,3,"3",30,NA,NA,NA,3
"Davante Adams","WR","GB",13,28.4,NA,2.4,NA,NA,18.9,NA,NA,4,NA,NA,1,"1",33,NA,NA,NA,7
"A.J. Brown","WR","TEN",13,26,NA,2.9,NA,NA,16.5,NA,NA,5,NA,NA,2,"2",28,NA,NA,NA,2
"Joe Mixon","RB","CIN",10,20.5,6.92,0.393,16.1,27.9,13.6,15.3,26.7,7,8,4,4,"4",29,NA,NA,94,4
"Deebo Samuel","WR","SF",6,23.1,6.79,1.6,18.6,30.4,13.6,15.3,24.1,6,7,7,3,"3",30,NA,NA,86,2
"Mark Andrews","TE","BAL",8,22.5,NA,7.7,NA,NA,13.6,NA,NA,8,NA,NA,1,"1",30,NA,NA,NA,3
"David Montgomery","RB","CHI",10,20.1,NA,0.6,NA,NA,13.2,NA,NA,9,NA,NA,5,"4",28,NA,NA,NA,2
"Rashaad Penny","RB","SEA",9,19.5,NA,2.3,NA,NA,12.6,NA,NA,10,NA,NA,6,"5",30,NA,NA,NA,3
"Amon-Ra St. Brown","WR","DET",9,21.5,NA,1.3,NA,NA,12,NA,NA,11,NA,NA,4,"4",26,NA,NA,NA,0
"Jaylen Waddle","WR","MIA",14,20.2,NA,0.0607,NA,NA,10.7,NA,NA,12,NA,NA,5,"4",27,NA,NA,NA,0
"Cooper Kupp","WR","LAR",11,20.1,1.33,0.0706,19,21.5,10.7,15.7,15.2,13,6,19,6,"4",32,NA,NA,30,4
"Tee Higgins","WR","CIN",10,20.1,15.4,3.26,9.95,36.6,10.6,6.67,30.3,14,36,2,7,"5",27,NA,NA,99,1
"Damien Harris","RB","NE",14,17.2,11,1.62,8.64,28.8,10.3,7.86,27.6,15,31,3,7,"6",56,NA,NA,99,2
"Najee Harris","RB","PIT",7,15.6,1.81,0.306,14.1,17.5,8.68,13.3,16.3,16,12,14,8,"7",28,NA,NA,52,0
"Josh Allen","QB","BUF",7,25.9,6.04,0.0111,21.8,32.4,8.63,20.3,25.9,17,1,5,1,"1",29,NA,NA,83,3
"Joe Burrow","QB","CIN",10,25.9,10.6,1.62,19.6,37.3,8.62,18.1,30.9,18,5,1,2,"1",29,NA,NA,99,1
"Chase Edmonds","RB","ARI",12,15.3,8.26,0.171,9.82,24.1,8.37,9.05,22.9,19,26,8,9,"7",30,NA,NA,97,3
"Ronald Jones","RB","TB",9,15.1,NA,0.291,NA,NA,8.2,NA,NA,20,NA,NA,10,"7",28,NA,NA,NA,3
"Sony Michel","RB","LAR",11,14.8,4.68,0.0473,12,19.8,7.91,11.2,18.6,21,17,9,11,"7",31,NA,NA,85,3
"Josh Jacobs","RB","LVR",8,14.8,2.37,0.262,12.6,17.1,7.86,11.8,15.9,22,14,15,12,"7",28,NA,NA,67,2
"Alexander Mattison","RB","MIN",7,14.5,NA,0.279,NA,NA,7.6,NA,NA,23,NA,NA,13,"7",27,NA,NA,NA,2
"Ja'Marr Chase","WR","CIN",10,16.8,4.61,1.21,13.8,21.8,7.33,10.5,15.4,24,20,17,8,"6",26,NA,NA,81,0
"Ezekiel Elliott","RB","DAL",7,14.2,2.05,0.0209,12.8,16.4,7.32,12,15.2,25,13,18,14,"7",30,NA,NA,58,5
"Dare Ogunbowale","RB","JAC",7,14.2,NA,0.592,NA,NA,7.3,NA,NA,26,NA,NA,15,"8",32,NA,NA,NA,4
"Dak Prescott","QB","DAL",7,24.3,6.26,1.12,20.5,31,7,19.1,24.6,27,3,6,3,"1",32,NA,NA,92,5
"Darrel Williams","RB","KC",12,13.6,1.25,0.0944,12.3,14.8,6.71,11.6,13.6,28,15,22,16,"8",NA,NA,NA,42,3
"Devin Singletary","RB","BUF",7,13.5,3.82,0.114,10.9,17.6,6.61,10.1,16.4,29,21,13,17,"8",28,NA,NA,76,2
"Dolphins","DST","MIA",14,18,NA,5,NA,NA,6.51,NA,NA,30,NA,NA,1,"1",NA,NA,NA,NA,NA
"Michael Carter","RB","NYJ",6,13.4,NA,0.0123,NA,NA,6.5,NA,NA,31,NA,NA,18,"8",27,NA,NA,NA,0
"Leonard Fournette","RB","TB",9,13.4,2.26,0.339,11.8,15,6.49,11.1,13.7,32,18,21,19,"8",29,NA,NA,64,4
"Elijah Mitchell","RB","SF",6,13,1.1,0.249,12.3,13.8,6.15,11.5,12.6,33,16,25,20,"9",28,NA,NA,30,0
"Justin Jefferson","WR","MIN",7,15.6,NA,0.3,NA,NA,6.12,NA,NA,34,NA,NA,9,"6",26,NA,NA,NA,1
"Antonio Gibson","RB","WAS",9,12.8,NA,1.6,NA,NA,5.9,NA,NA,35,NA,NA,21,"10",27,NA,NA,NA,1
"Zach Wilson","QB","NYJ",6,23.2,NA,0.429,NA,NA,5.88,NA,NA,37,NA,NA,4,"1",26,NA,NA,NA,0
"Gerald Everett","TE","SEA",9,14.8,NA,1.33,NA,NA,5.88,NA,NA,36,NA,NA,2,"2",31,NA,NA,NA,4
"K.J. Osborn","WR","MIN",7,15.3,NA,0.2,NA,NA,5.82,NA,NA,38,NA,NA,10,"6",28,NA,NA,NA,1
"Antonio Brown","WR","TB",9,15.1,NA,0.175,NA,NA,5.62,NA,NA,39,NA,NA,11,"6",37,NA,NA,NA,11
"Patrick Mahomes","QB","KC",12,22.8,1.58,0.578,21.5,24.4,5.45,20,17.9,40,2,10,5,"2",30,NA,NA,17,4
"Stefon Diggs","WR","BUF",7,14.9,2.65,0.692,13.3,17.8,5.44,10,11.4,41,22,28,12,"7",32,NA,NA,59,6
"Kyler Murray","QB","ARI",12,22.2,1.95,2.01,20.3,24,4.87,18.8,17.6,42,4,11,6,"2",28,NA,NA,33,2
"Mike Evans","WR","TB",9,14.2,0.19,0.123,14.1,14.4,4.75,10.8,8.03,43,19,43,13,"7",32,NA,NA,1,7
"Amari Cooper","WR","DAL",7,14.1,3.47,0.61,11.4,17.8,4.63,8.07,11.4,44,30,29,14,"7",31,NA,NA,70,6
"Travis Kelce","TE","KC",12,13.5,0.235,0.265,13.3,13.6,4.55,9.25,6.88,45,25,49,3,"2",36,NA,NA,1,8
"Aaron Jones","RB","GB",13,11.2,NA,0.0213,NA,NA,4.3,NA,NA,46,NA,NA,22,"10",31,NA,NA,NA,4
"James Conner","RB","ARI",12,11.2,1.5,0.379,10.1,12.2,4.28,9.36,11,48,24,31,23,"10",31,NA,NA,45,4
"Kyle Pitts","TE","ATL",6,13.2,NA,1.12,NA,NA,4.28,NA,NA,47,NA,NA,4,"3",25,NA,NA,NA,0
"Chris Conley","WR","HOU",10,13.5,NA,0.4,NA,NA,4.02,NA,NA,49,NA,NA,15,"7",33,NA,NA,NA,6
"Jonathan Taylor","RB","IND",14,10.8,NA,0.865,NA,NA,3.9,NA,NA,50,NA,NA,24,"11",27,NA,NA,NA,1
"T.Y. Hilton","WR","IND",14,13.1,NA,0.3,NA,NA,3.62,NA,NA,51,NA,NA,16,"8",36,NA,NA,NA,9
"Elliott Fry","K","FA",NA,13,NA,1,NA,NA,3.58,NA,NA,52,NA,NA,1,"1",56,NA,NA,NA,2
"Allen Lazard","WR","GB",13,12.8,NA,0.3,NA,NA,3.32,NA,NA,53,NA,NA,17,"8",30,NA,NA,NA,3
"Josh Palmer","WR","LAC",7,12.8,NA,0,NA,NA,3.32,NA,NA,53,NA,NA,17,"8",26,NA,NA,NA,0
"Dalton Schultz","TE","DAL",7,12.1,5.46,0.577,8.68,18,3.16,4.62,11.2,54,46,30,5,"3",29,NA,NA,99,3
"Jeffery Wilson","RB","SF",6,9.94,5.04,0.335,6.38,13.3,3.04,5.61,12,55,42,27,25,"11",30,NA,NA,88,3
"Michael Pittman","WR","IND",14,12.5,NA,0.0857,NA,NA,3.02,NA,NA,56,NA,NA,18,"8",28,NA,NA,NA,1
"Diontae Johnson","WR","PIT",7,12.4,0.621,0.508,11.8,13,2.93,8.5,6.66,57,28,51,19,"8",29,NA,NA,11,2
"Josh Johnson","QB","BAL",8,20.2,NA,0.18,NA,NA,2.86,NA,NA,58,NA,NA,7,"2",39,NA,NA,NA,13
"Clyde Edwards-Helaire","RB","KC",12,9.6,NA,0.3,NA,NA,2.7,NA,NA,59,NA,NA,26,"11",27,NA,NA,NA,1
"Aaron Rodgers","QB","GB",13,20,NA,1.17,NA,NA,2.68,NA,NA,60,NA,NA,8,"3",42,NA,NA,NA,16
"John Bates","TE","WAS",9,11.5,NA,0.0848,NA,NA,2.58,NA,NA,62,NA,NA,6,"3",28,NA,NA,NA,0
"Dustin Hopkins","K","LAC",7,12,NA,0.507,NA,NA,2.58,NA,NA,61,NA,NA,2,"1",35,NA,NA,NA,8
"Greg Joseph","K","MIN",7,12,NA,0,NA,NA,2.58,NA,NA,61,NA,NA,2,"1",31,NA,NA,NA,3
"Darren Waller","TE","LVR",8,11.4,1.35,1.42,10.5,12.3,2.5,6.44,5.61,63,38,58,7,"4",33,NA,NA,40,6
"CeeDee Lamb","WR","DAL",7,11.9,1.45,0.00605,10.4,12.9,2.43,7.07,6.58,64,33,54,20,"8",27,NA,NA,35,1
"Tavon Austin","WR","JAC",7,11.9,NA,0.179,NA,NA,2.42,NA,NA,65,NA,NA,21,"8",35,NA,NA,NA,8
"Khalil Herbert","RB","CHI",10,9.3,NA,0.3,NA,NA,2.4,NA,NA,66,NA,NA,27,"12",28,NA,NA,NA,0
"Hunter Renfrow","WR","LVR",8,11.7,1.86,0.13,10.1,13.7,2.24,6.82,7.34,67,34,47,22,"8",30,NA,NA,49,2
"T.J. Edwards","LB","PHI",14,8.16,3.97,0.194,5.45,10.9,2.2,0.653,3.92,68,102,68,1,"1",29,NA,NA,99,2
"DeVonta Smith","WR","PHI",14,11.6,4.27,0.191,8.87,16.2,2.11,5.58,9.84,69,44,35,23,"9",27,NA,NA,76,0
"Devonta Freeman","RB","BAL",8,9,NA,0.322,NA,NA,2.1,NA,NA,70,NA,NA,28,"12",34,NA,NA,NA,7
"Javonte Williams","RB","DEN",11,9,NA,0,NA,NA,2.1,NA,NA,70,NA,NA,28,"12",26,NA,NA,NA,0
"Matt Gay","K","LAR",11,11.5,4.11,0.154,8.83,15.9,2.08,1.91,7.08,71,67,48,3,"1",32,NA,NA,90,2
"Devin White","LB","TB",9,7.97,1.92,0.591,6.66,9.3,2,1.86,2.31,72,70,81,2,"1",28,NA,NA,65,2
"Marvin Jones","WR","JAC",7,11.4,NA,0.147,NA,NA,1.92,NA,NA,74,NA,NA,24,"9",36,NA,NA,NA,9
"Ryan Succop","K","TB",9,11.3,5.43,0.339,8.08,17.2,1.92,1.16,8.35,73,88,42,4,"1",39,NA,NA,99,12
"Tony Pollard","RB","DAL",7,8.68,0.492,0.119,8.21,9.15,1.78,7.43,7.94,75,32,44,29,"12",29,NA,NA,6,2
"Byron Pringle","WR","KC",12,11.3,10,0.0508,5.24,22,1.77,1.96,15.7,76,65,16,25,"9",56,NA,NA,95,3
"Tyler Boyd","WR","CIN",10,11.2,4.32,0.102,8.47,15.8,1.72,5.18,9.51,77,45,38,26,"9",31,NA,NA,78,5
"Miles Sanders","RB","PHI",14,8.56,2.06,0.492,6.37,10.1,1.66,5.6,8.92,78,43,40,30,"12",29,NA,NA,61,2
"DK Metcalf","WR","SEA",9,11.1,NA,0.3,NA,NA,1.62,NA,NA,79,NA,NA,27,"9",28,NA,NA,NA,2
"James Proche","WR","BAL",8,11.1,NA,0,NA,NA,1.62,NA,NA,79,NA,NA,27,"9",29,NA,NA,NA,1
"Younghoe Koo","K","ATL",6,11,NA,1,NA,NA,1.58,NA,NA,80,NA,NA,5,"2",31,NA,NA,NA,4
"Matthew Wright","K","JAC",7,11,NA,0,NA,NA,1.58,NA,NA,80,NA,NA,5,"2",30,NA,NA,NA,2
"Tom Brady","QB","TB",9,18.8,3.22,0.755,15.4,21.4,1.51,14,14.9,81,10,20,9,"3",48,NA,NA,42,21
"Packers","DST","GB",13,13,NA,1.51,NA,NA,1.51,NA,NA,82,NA,NA,2,"2",NA,NA,NA,NA,NA
"Denzel Perryman","LB","LVR",8,7.38,1.22,0.00644,6.54,8.23,1.41,1.74,1.23,83,73,105,3,"1",33,NA,NA,46,NA
"Fred Warner","LB","SF",6,7.37,3.32,0.536,5.1,9.67,1.41,0.302,2.68,84,118,77,4,"1",29,NA,NA,96,3
"Vonn Bell","DB","CIN",10,6.87,NA,0.286,NA,NA,1.36,NA,NA,85,NA,NA,1,"1",31,NA,NA,NA,5
"Nico Collins","WR","HOU",10,10.8,NA,0.0586,NA,NA,1.32,NA,NA,86,NA,NA,28,"9",27,NA,NA,NA,0
"Tyreek Hill","WR","KC",12,10.7,5.69,0.141,4.68,15,1.26,1.4,8.63,87,80,41,29,"9",32,NA,NA,84,5
"Aaron Donald","DL","LAR",11,4.88,0.969,0.136,4.22,5.55,1.21,1.65,1.96,88,75,84,1,"1",34,NA,NA,76,7
"Rhamondre Stevenson","RB","NE",14,8.07,1.06,0.367,7.33,8.79,1.17,6.56,7.58,89,37,46,31,"13",28,NA,NA,24,0
"Rashod Bateman","WR","BAL",8,10.6,NA,0.0724,NA,NA,1.12,NA,NA,90,NA,NA,30,"9",26,NA,NA,NA,0
"Jimmy Graham","TE","CHI",10,10,NA,0.3,NA,NA,1.08,NA,NA,91,NA,NA,8,"4",39,NA,NA,NA,11
"Cameron Heyward","DL","PIT",7,4.74,0.318,0.363,4.53,4.96,1.07,1.96,1.37,93,66,99,2,"1",37,NA,NA,34,10
"Budda Baker","DB","ARI",12,6.58,1.12,0.0355,5.82,7.36,1.07,1.01,1.5,92,90,94,2,"1",30,NA,NA,59,4
"Brandon Aiyuk","WR","SF",6,10.5,1.59,0.131,8.9,12,1.05,5.62,5.65,94,41,57,31,"9",28,NA,NA,43,1
"Minkah Fitzpatrick","DB","PIT",7,6.55,1.21,0.0584,5.72,7.39,1.04,0.907,1.53,95,93,93,3,"1",29,NA,NA,69,3
"Jaquiski Tartt","DB","SF",6,6.49,NA,0.0538,NA,NA,0.98,NA,NA,96,NA,NA,4,"1",34,NA,NA,NA,6
"Jordan Poyer","DB","BUF",7,6.44,1.62,0.286,5.33,7.56,0.926,0.515,1.7,97,107,89,5,"1",35,NA,NA,91,8
"Odell Beckham","WR","LAR",11,10.4,1.45,0.296,8.93,11.7,0.916,5.65,5.39,98,40,59,32,"9",33,NA,NA,38,7
"Tremaine Edmunds","LB","BUF",7,6.84,2.55,0.336,5.1,8.6,0.87,0.297,1.6,99,119,92,5,"1",28,NA,NA,81,3
"DOnta Foreman","RB","TEN",13,7.7,NA,0.6,NA,NA,0.8,NA,NA,100,NA,NA,32,"13",30,NA,NA,NA,4
"Jamaal Williams","RB","DET",9,7.7,NA,0,NA,NA,0.8,NA,NA,100,NA,NA,32,"13",NA,NA,NA,NA,4
"Evan Engram","TE","NYG",10,9.7,NA,0.424,NA,NA,0.781,NA,NA,101,NA,NA,9,"5",31,NA,NA,NA,4
"Davis Mills","QB","HOU",10,18.1,NA,0.216,NA,NA,0.76,NA,NA,102,NA,NA,10,"3",27,NA,NA,NA,0
"Chandler Jones","DL","ARI",12,4.38,NA,0.0155,NA,NA,0.709,NA,NA,103,NA,NA,3,"1",36,NA,NA,NA,9
"Nick Bosa","DL","SF",6,4.36,1.02,0.274,3.67,5.07,0.693,1.1,1.48,104,89,95,4,"2",28,NA,NA,79,2
"Rodney McLeod","DB","PHI",14,6.15,NA,0.0157,NA,NA,0.64,NA,NA,105,NA,NA,6,"1",35,NA,NA,NA,9
"Jessie Bates","DB","CIN",10,6.13,1.05,0.0963,5.42,6.86,0.624,0.604,1,106,103,112,7,"1",29,NA,NA,56,3
"Shi Smith","WR","CAR",13,10.1,NA,0.316,NA,NA,0.62,NA,NA,107,NA,NA,33,"10",56,NA,NA,NA,0
"Brandon McManus","K","DEN",11,10,NA,0.413,NA,NA,0.583,NA,NA,108,NA,NA,6,"2",34,NA,NA,NA,7
"Jalen Hurts","QB","PHI",14,17.8,1.9,0.444,16.1,19.7,0.544,14.6,13.2,109,9,23,11,"3",27,NA,NA,25,1
"Jordan Hicks","LB","ARI",12,6.5,2.81,0.0199,4.58,8.45,0.533,-0.218,1.45,110,140,96,6,"1",33,NA,NA,88,6
"Jayron Kearse","DB","DAL",7,6.04,1.28,0.359,5.16,6.92,0.528,0.349,1.07,111,115,111,8,"1",32,NA,NA,78,5
"Ja'Whaun Bentley","LB","NE",14,6.48,2.79,0.13,4.57,8.42,0.513,-0.228,1.42,112,141,97,7,"2",29,NA,NA,85,3
"Markus Golden","DL","ARI",12,4.09,NA,0.087,NA,NA,0.419,NA,NA,113,NA,NA,5,"2",NA,NA,NA,NA,NA
"Joe Schobert","LB","PIT",7,6.35,1.91,0.35,5.05,7.67,0.383,0.245,0.677,114,121,116,8,"2",NA,NA,NA,62,5
"Rob Gronkowski","TE","TB",9,9.28,4.65,0.0561,4.33,12.7,0.356,0.276,5.96,115,120,55,10,"5",36,NA,NA,93,11
"Sam Hubbard","DL","CIN",10,4,1.29,0.118,3.12,4.89,0.332,0.554,1.3,116,105,101,6,"2",NA,NA,NA,89,3
"Isaiah McKenzie","WR","BUF",7,9.78,12.5,0.161,1.76,23.3,0.304,-1.53,16.9,117,198,12,34,"10",31,NA,NA,97,4
"Zach Ertz","TE","ARI",12,9.22,2.03,0.119,7.47,11.3,0.3,3.42,4.56,118,53,62,11,"5",35,NA,NA,53,8
"Demarcus Lawrence","DL","DAL",7,3.89,0.0212,0.0751,3.87,3.9,0.214,1.3,0.305,119,84,122,7,"2",34,NA,NA,5,7
"D'Ernest Johnson","RB","CLE",13,7.1,NA,0.0129,NA,NA,0.2,NA,NA,120,NA,NA,33,"13",30,NA,NA,NA,2
"AJ Dillon","RB","GB",13,7.1,NA,0,NA,NA,0.2,NA,NA,120,NA,NA,33,"13",28,NA,NA,NA,1
"Boston Scott","RB","PHI",14,7.09,3.98,0.187,3.43,11.1,0.187,2.66,9.85,121,59,34,34,"13",31,NA,NA,82,3
"Hayden Hurst","TE","ATL",6,9.1,NA,0.181,NA,NA,0.181,NA,NA,122,NA,NA,12,"5",32,NA,NA,NA,3
"Harrison Butker","K","KC",12,9.59,0.467,0.171,9.27,9.91,0.171,2.35,1.08,123,60,109,7,"2",30,NA,NA,10,4
"Jordan Whitehead","DB","TB",9,5.68,0.255,0.169,5.5,5.86,0.169,0.69,0,124,100,130,9,"2",29,NA,NA,19,3
"Christian Kirk","WR","ARI",12,9.62,0.732,0.144,9.01,10.4,0.144,5.73,4.08,125,39,67,35,"10",29,NA,NA,14,3
"Trey Hendrickson","DL","CIN",10,3.81,NA,0.118,NA,NA,0.139,NA,NA,126,NA,NA,8,"2",31,NA,NA,NA,4
"Carson Wentz","QB","IND",14,17.4,NA,0.1,NA,NA,0.1,NA,NA,127,NA,NA,12,"3",33,NA,NA,NA,5
"Germaine Pratt","LB","CIN",10,6,0.983,0.0334,5.33,6.68,0.0334,0.528,-0.315,128,106,144,9,"2",29,NA,NA,38,2
"AShawn Robinson","DL","LAR",11,3.69,1.41,0.0211,2.73,4.67,0.0211,0.156,1.08,129,125,110,9,"2",31,NA,NA,92,5
"Kirk Cousins","QB","MIN",7,17.3,NA,0.36,NA,NA,0,NA,NA,130,NA,NA,13,"3",37,NA,NA,NA,9
"Alvin Kamara","RB","NO",6,6.9,NA,0.231,NA,NA,0,NA,NA,130,NA,NA,35,"13",30,NA,NA,NA,4
"Malik Turner","WR","DAL",7,9.48,9.02,0.0802,3.13,15.5,0,-0.158,9.13,130,137,39,36,"10",30,NA,NA,89,3
"Malik Turner","WR","DAL",7,9.48,9.02,0.0802,3.13,15.5,0,-0.158,9.13,130,137,39,36,"10",30,NA,NA,89,3
"George Kittle","TE","SF",6,8.92,4.19,1.32,4.41,11.6,0,0.362,4.83,130,114,60,13,"6",32,NA,NA,87,4
"Tyler Bass","K","BUF",7,9.42,2.92,0.248,7.36,11.3,0,0.444,2.49,130,110,78,8,"2",29,NA,NA,70,1
"Cowboys","DST","DAL",7,11.5,8.62,0.489,4.99,20.6,0,0.19,9.8,130,123,36,3,"3",NA,NA,NA,99,NA
"Arik Armstead","DL","SF",6,3.67,1.61,0.0912,2.57,4.79,0,0,1.19,130,130,107,10,"3",32,NA,NA,99,6
"Matt Milano","LB","BUF",7,5.97,2.52,0.52,4.25,7.71,0,-0.553,0.715,130,154,115,10,"2",31,NA,NA,77,4
"Charvarius Ward","DB","KC",12,5.51,NA,0.0122,NA,NA,0,NA,NA,130,NA,NA,10,"2",29,NA,NA,NA,3
"Chidobe Awuzie","DB","CIN",10,5.5,0.396,0.0578,5.23,5.77,-0.0122,0.412,-0.0828,131,111,135,11,"2",30,NA,NA,25,4
"Taylor Rapp","DB","LAR",11,5.44,NA,0.0694,NA,NA,-0.07,NA,NA,132,NA,NA,12,"2",28,NA,NA,NA,2
"Anthony Schwartz","WR","CLE",13,9.4,NA,0.47,NA,NA,-0.0802,NA,NA,133,NA,NA,37,"10",56,NA,NA,NA,0
"B.J. Hill","DL","CIN",10,3.58,NA,0.18,NA,NA,-0.0912,NA,NA,134,NA,NA,11,"3",31,NA,NA,NA,3
"Tyrann Mathieu","DB","KC",12,5.37,0.813,0.0458,4.82,5.93,-0.139,0,0.0791,135,130,129,13,"2",34,NA,NA,38,8
