"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Derrick Henry","RB","TEN",13,19,1.67,1.21,15.9,20.2,11.4,10,10.1,1,1,1,1,"1",32,NA,NA,65,5
"Alvin Kamara","RB","NO",6,17.8,1.39,0.000599,15.7,19.7,10.2,9.86,9.61,2,2,3,2,"1",30,NA,NA,48,4
"Dalvin Cook","RB","MIN",7,17.8,1.84,1.2,15.2,19.9,10.2,9.36,9.81,3,4,2,3,"2",30,NA,NA,74,4
"Cooper Kupp","WR","LAR",11,19.2,1.79,2.03,16.5,21.3,9.19,8.13,8.01,4,8,11,1,"1",32,NA,NA,55,4
"Najee Harris","RB","PIT",7,16.6,1.42,0.16,15.2,18.9,8.99,9.36,8.8,5,5,6,4,"2",28,NA,NA,51,0
"Jonathan Taylor","RB","IND",14,16.4,1.1,0.00789,15,18.1,8.83,9.15,8.01,6,6,10,5,"2",27,NA,NA,32,1
"D'Andre Swift","RB","DET",9,16.4,0.919,0.129,15.3,17.7,8.82,9.41,7.58,7,3,13,6,"2",27,NA,NA,19,1
"Aaron Jones","RB","GB",13,16.3,1.47,0.225,14.4,18.5,8.7,8.54,8.42,8,7,7,7,"2",31,NA,NA,54,4
"Darrell Henderson","RB","LAR",11,16.1,1.78,0.214,13.9,18.3,8.47,7.99,8.17,9,10,9,8,"2",56,NA,NA,68,2
"Josh Allen","QB","BUF",7,26.8,1.77,2.7,24.4,29.2,8.38,7.11,9.04,10,16,5,1,"1",29,NA,NA,60,3
"Travis Kelce","TE","KC",12,15.4,1.57,4.02,13.6,17.6,8.35,7.43,9.29,11,13,4,1,"1",36,NA,NA,66,8
"Ezekiel Elliott","RB","DAL",7,15.9,1.83,0.271,13.8,18.4,8.26,7.92,8.31,12,11,8,9,"3",30,NA,NA,72,5
"Austin Ekeler","RB","LAC",7,15.6,1.11,0.193,13.6,16.4,7.99,7.73,6.3,13,12,21,10,"3",30,NA,NA,35,NA
"James Robinson","RB","JAC",7,15.4,1.5,0.00997,13.9,17.4,7.79,8.02,7.28,14,9,14,11,"3",56,NA,NA,57,1
"Joe Mixon","RB","CIN",10,15.4,1.92,0.135,13,18,7.78,7.11,7.88,15,15,12,12,"3",29,NA,NA,77,4
"Nick Chubb","RB","CLE",13,15.3,2.08,1.26,11.6,17,7.65,5.76,6.9,16,21,15,13,"4",30,NA,NA,83,3
"Tyreek Hill","WR","KC",12,17.2,1.17,0.644,15.8,18.6,7.16,7.39,5.37,17,14,31,2,"1",32,NA,NA,20,5
"Ja'Marr Chase","WR","CIN",10,16.5,1.58,0.162,14,18,6.52,5.64,4.71,18,22,42,3,"1",26,NA,NA,44,0
