"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Jonathan Taylor","RB","IND",14,21,1.05,3.22,19.4,22.4,14.1,14.5,14.1,1,1,1,1,"1",27,NA,NA,26,1
"Joe Mixon","RB","CIN",10,17.7,1.23,0.46,16.2,19.5,10.9,11.3,11.1,2,2,2,2,"1",29,NA,NA,32,4
"Austin Ekeler","RB","LAC",7,17.3,1.42,0.887,15.2,19.1,10.4,10.3,10.7,3,4,4,3,"1",30,NA,NA,41,NA
"Cooper Kupp","WR","LAR",11,19,0.829,1.88,17.7,19.7,10.3,10.9,9.53,4,3,6,1,"1",32,NA,NA,11,4
"Alexander Mattison","RB","MIN",7,16.4,2.6,0.522,13.5,19.4,9.53,8.57,11.1,5,7,3,4,"2",27,NA,NA,91,2
"Leonard Fournette","RB","TB",9,15.9,0.919,0.506,15.1,17.4,9.01,10.1,9.01,6,5,9,5,"2",29,NA,NA,16,4
"Najee Harris","RB","PIT",7,15.4,1.45,0.542,13.8,17.2,8.5,8.92,8.84,7,6,11,6,"3",28,NA,NA,43,0
"Tyreek Hill","WR","KC",12,17.1,1.69,0.103,14.7,19.2,8.41,7.84,9.05,8,9,8,2,"1",32,NA,NA,55,5
"Justin Jefferson","WR","MIN",7,17,1.6,1.76,14.9,18.9,8.31,8,8.68,9,8,13,3,"2",26,NA,NA,49,1
"Javonte Williams","RB","DEN",11,14.8,2.8,0.283,11.8,18,7.96,6.89,9.62,10,14,5,7,"3",26,NA,NA,94,0
"Antonio Gibson","RB","WAS",9,14.5,2.08,0.0869,12,17.5,7.68,7.08,9.14,11,12,7,8,"3",27,NA,NA,72,1
"Elijah Mitchell","RB","SF",6,14.4,2.01,0.231,11.7,17.2,7.59,6.73,8.79,12,15,12,9,"3",28,NA,NA,69,0
"James Conner","RB","ARI",12,14.2,2.04,0.116,11.2,16.9,7.36,6.26,8.5,13,16,15,10,"3",31,NA,NA,71,4
"Saquon Barkley","RB","NYG",10,14.1,1.72,0.0383,11.9,16,7.24,7.02,7.62,14,13,22,11,"3",29,NA,NA,62,3
"Cordarrelle Patterson","RB","ATL",6,14.1,1.65,0.0573,12.5,15.2,7.2,7.54,6.78,15,11,31,12,"3",35,NA,NA,57,8
"David Montgomery","RB","CHI",10,14,1.87,0.00979,12.6,16.9,7.15,7.67,8.5,16,10,14,13,"3",28,NA,NA,63,2
"Mark Ingram","RB","NO",6,14,2.55,0.669,10.8,16.6,7.14,5.91,8.25,17,20,18,14,"4",36,NA,NA,90,10
"Keenan Allen","WR","LAC",7,15.3,2.53,0.253,12.8,18.5,6.55,5.89,8.28,18,21,17,4,"2",34,NA,NA,90,8
"Jamaal Williams","RB","DET",9,13.3,2.75,0.0658,10.7,17.3,6.47,5.81,8.94,19,23,10,15,"4",NA,NA,NA,93,4
"James Robinson","RB","JAC",7,13.3,2.18,0.112,10.6,16.8,6.4,5.7,8.38,20,26,16,16,"4",56,NA,NA,78,1
"Chris Godwin","WR","TB",9,15,1.97,0.458,12.6,17.2,6.3,5.72,7.06,21,25,29,5,"3",30,NA,NA,75,4
"Myles Gaskin","RB","MIA",14,13.1,2.39,0.0194,10.9,16.6,6.29,5.99,8.2,22,18,19,17,"4",29,NA,NA,82,2
"Ezekiel Elliott","RB","DAL",7,13.1,1.47,0.108,10.9,15.1,6.27,5.96,6.68,23,19,32,18,"4",30,NA,NA,46,5
"Sony Michel","RB","LAR",11,13,2.49,0.134,10.3,15.7,6.16,5.37,7.28,24,30,26,19,"4",31,NA,NA,87,3
"Josh Jacobs","RB","LVR",8,12.9,1.9,0.0296,11.2,15.3,6.03,6.24,6.94,25,17,30,20,"4",28,NA,NA,65,2
"Miles Sanders","RB","PHI",14,12.9,2.31,1.17,10.5,16.2,6,5.61,7.82,26,27,20,21,"5",29,NA,NA,81,2
"Diontae Johnson","WR","PIT",7,14.6,2.24,0.0729,12.6,17.3,5.84,5.74,7.14,27,24,28,6,"3",29,NA,NA,83,2
"Stefon Diggs","WR","BUF",7,14.5,1.8,0.0453,12.4,16.7,5.77,5.56,6.52,28,29,34,7,"3",32,NA,NA,58,6
"Mike Evans","WR","TB",9,14.5,2.33,0.105,11.1,17.6,5.72,4.28,7.38,29,40,24,8,"3",32,NA,NA,86,7
"Travis Kelce","TE","KC",12,14.6,1.93,2.2,12.4,16.7,5.7,5.87,4.06,30,22,52,1,"1",36,NA,NA,53,8
"Ja'Marr Chase","WR","CIN",10,14.4,2.53,0.18,11.2,17.9,5.62,4.32,7.76,31,39,21,9,"3",26,NA,NA,92,0
