"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Christian McCaffrey","RB","CAR",13,21.2,2.12,1,18.1,23.3,13.1,11.9,13.2,1,2,1,1,"1",29,NA,NA,68,4
"Dalvin Cook","RB","MIN",7,20.2,1.72,0.0223,18.5,22.6,12.1,12.3,12.5,2,1,3,2,"1",30,NA,NA,47,4
"Alvin Kamara","RB","NO",6,20.2,2.04,1.68,17.5,22.7,12.1,11.3,12.6,3,3,2,3,"2",30,NA,NA,60,4
"Derrick Henry","RB","TEN",13,18.5,0.85,1.97,17.1,19.3,10.4,10.9,9.23,4,4,8,4,"3",32,NA,NA,13,5
"Travis Kelce","TE","KC",12,17.5,1.3,3.22,15.8,19.1,10.3,10.3,10.4,5,5,5,1,"1",36,NA,NA,45,8
"Aaron Jones","RB","GB",13,16.5,1.72,0.348,15.3,19.2,8.4,9.1,9.15,6,6,9,5,"3",31,NA,NA,49,4
"Austin Ekeler","RB","LAC",7,16.2,2.73,0.421,13.2,20.1,8.05,6.96,10.1,7,12,6,6,"4",30,NA,NA,88,NA
"Joe Mixon","RB","CIN",10,15.7,2.42,0.117,14,19.5,7.63,7.77,9.42,8,8,7,7,"4",29,NA,NA,74,4
"Tyreek Hill","WR","KC",12,18.7,1.72,0.385,16.9,21.2,7.59,8.36,7.43,9,7,20,1,"1",32,NA,NA,33,5
"Jonathan Taylor","RB","IND",14,15.6,1.59,0.165,13.6,17.7,7.51,7.41,7.59,10,11,18,8,"4",27,NA,NA,41,1
"Nick Chubb","RB","CLE",13,15.5,2.08,0.23,12.8,18.3,7.35,6.65,8.25,11,15,12,9,"4",30,NA,NA,66,3
"Davante Adams","WR","GB",13,18.3,2.08,0.656,16.2,21.2,7.2,7.59,7.44,12,9,19,2,"1",33,NA,NA,56,7
"Ezekiel Elliott","RB","DAL",7,15.2,2.61,0.201,12.2,19,7.12,6.03,8.9,13,21,10,10,"4",30,NA,NA,79,5
"George Kittle","TE","SF",6,14.3,2.26,0.0475,11.6,16.4,7.09,6.1,7.68,14,20,15,2,"1",32,NA,NA,85,4
