"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Derrick Henry","RB","TEN",13,18.4,2.41,0.0526,14.8,21,11.3,9.21,11.4,1,5,1,1,"1",32,NA,NA,91,5
"Kareem Hunt","RB","CLE",13,18.4,2.38,0.451,14,20.1,11.2,8.41,10.5,2,9,2,2,"1",30,NA,NA,88,4
"Austin Ekeler","RB","LAC",7,17.9,0.896,0.496,16.6,19.1,10.7,11,9.49,3,1,5,3,"1",30,NA,NA,13,NA
"Najee Harris","RB","PIT",7,17.4,1.65,0.282,14.9,19.4,10.3,9.35,9.87,4,4,4,4,"2",28,NA,NA,66,0
"Jonathan Taylor","RB","IND",14,17.1,1.12,0.431,15.5,18.2,9.97,9.94,8.61,5,2,9,5,"2",27,NA,NA,31,1
"Dalvin Cook","RB","MIN",7,16.7,1.7,0.82,15.3,19.1,9.54,9.68,9.48,6,3,6,6,"3",30,NA,NA,72,4
"Travis Kelce","TE","KC",12,16,1.81,2.3,13.7,18.1,8.87,7.62,10.4,7,11,3,1,"1",36,NA,NA,74,8
"Davante Adams","WR","GB",13,19,0.897,1.65,17.6,20,8.76,8.99,7.8,8,6,12,1,"1",33,NA,NA,14,7
"James Robinson","RB","JAC",7,15.9,1.51,0.177,14.3,18.4,8.72,8.73,8.81,9,7,7,7,"3",56,NA,NA,57,1
"Aaron Jones","RB","GB",13,15.7,1.51,0.0475,14.2,18.2,8.54,8.66,8.63,10,8,8,8,"3",31,NA,NA,59,4
"Ezekiel Elliott","RB","DAL",7,15.7,1.58,0.742,13.6,17.2,8.5,7.98,7.62,11,10,13,9,"4",30,NA,NA,62,5
"Joe Mixon","RB","CIN",10,14.9,1.39,0.478,12.8,17,7.75,7.26,7.39,12,14,14,10,"4",29,NA,NA,47,4
"Patrick Mahomes","QB","KC",12,26.2,1.24,0.57,24.4,27.4,7.37,6.68,6.7,13,18,19,1,"1",30,NA,NA,37,4
"Antonio Gibson","RB","WAS",9,14.4,1.18,0.404,13.1,16.3,7.28,7.55,6.69,14,12,21,11,"4",27,NA,NA,41,1
"Tyreek Hill","WR","KC",12,17.3,1.98,0.506,14.1,19.2,7.11,5.42,7.01,15,24,17,2,"1",32,NA,NA,70,5
"Darrell Henderson","RB","LAR",11,14,1.11,0.163,12.9,15.9,6.87,7.28,6.29,16,13,25,12,"4",56,NA,NA,28,2
"Josh Allen","QB","BUF",7,25.6,0.856,1.77,24.6,26.5,6.8,6.82,5.78,17,16,32,2,"2",29,NA,NA,11,3
"D'Andre Swift","RB","DET",9,13.9,1.33,0.0173,11.8,15.3,6.71,6.25,5.67,18,20,35,13,"4",27,NA,NA,44,1
"Leonard Fournette","RB","TB",9,13.9,1.75,0.216,12.4,16.9,6.69,6.84,7.28,19,15,16,14,"5",29,NA,NA,74,4
"Cooper Kupp","WR","LAR",11,16.8,1.71,1.1,14.6,19,6.61,5.97,6.82,20,21,18,3,"2",32,NA,NA,59,4
"Mark Andrews","TE","BAL",8,13.7,1.56,0.354,12,15.6,6.57,5.94,7.91,21,22,11,2,"1",30,NA,NA,69,3
"Chuba Hubbard","RB","CAR",13,13.6,1.67,0.507,12.4,16.2,6.48,6.78,6.61,22,17,22,15,"5",26,NA,NA,68,0
"Darren Waller","TE","LVR",8,13.4,2.19,2.45,11.1,16.2,6.21,5.08,8.47,23,25,10,3,"2",33,NA,NA,91,6
"Myles Gaskin","RB","MIA",14,13.1,0.993,0.789,12.1,14.5,5.97,6.53,4.89,24,19,43,16,"6",29,NA,NA,22,2
"D.J. Moore","WR","CAR",13,15.7,2.21,0.274,13.6,18.3,5.51,5.01,6.1,25,26,27,4,"2",29,NA,NA,73,3
"Justin Jefferson","WR","MIN",7,15.5,1.81,0.103,13.6,17.4,5.23,4.97,5.21,26,27,40,5,"2",26,NA,NA,61,1
"Darrel Williams","RB","KC",12,12.3,2.74,0.51,9.24,16.1,5.18,3.66,6.57,27,35,23,17,"6",NA,NA,NA,94,3
"Stefon Diggs","WR","BUF",7,15.4,1.09,0.047,14.3,16.8,5.13,5.65,4.66,28,23,46,6,"2",32,NA,NA,24,6
"Ja'Marr Chase","WR","CIN",10,15.3,1.88,0.145,13,17.7,5.08,4.38,5.51,29,29,39,7,"2",26,NA,NA,63,0
"Lamar Jackson","QB","BAL",8,23.8,1.1,0.737,22.5,25.3,5.03,4.8,4.56,30,28,49,3,"3",29,NA,NA,31,3
"Terry McLaurin","WR","WAS",9,15.2,2.77,0.236,12.1,18.3,4.94,3.45,6.11,31,39,26,8,"3",30,NA,NA,90,2
"Diontae Johnson","WR","PIT",7,14.9,2.66,0.414,11.3,17.8,4.7,2.63,5.59,32,52,37,9,"3",29,NA,NA,87,2
"Khalil Herbert","RB","CHI",10,11.8,2.84,0.268,8.27,15.6,4.67,2.7,6.06,33,51,28,18,"7",28,NA,NA,97,0
"Melvin Gordon","RB","DEN",11,11.6,1.64,0.00185,9.72,14.2,4.4,4.15,4.62,34,30,48,19,"7",33,NA,NA,65,6
"Josh Jacobs","RB","LVR",8,11.6,1.43,0.199,9.39,13,4.4,3.81,3.46,35,32,62,20,"7",28,NA,NA,51,2
"Jalen Hurts","QB","PHI",14,23.1,3.22,0.264,19.9,28.1,4.3,2.16,7.38,36,59,15,4,"3",27,NA,NA,89,1
"Mike Evans","WR","TB",9,14.5,1.97,0.0864,11.9,17.1,4.29,3.27,4.87,37,42,44,10,"3",32,NA,NA,69,7
"Alex Collins","RB","SEA",9,11.4,1.68,0.36,9.03,13.3,4.2,3.46,3.74,39,38,60,21,"7",31,NA,NA,71,5
"DeAndre Hopkins","WR","ARI",12,14.4,1.66,0.0636,12.7,16.4,4.2,4.07,4.22,38,31,54,11,"3",33,NA,NA,55,8
"Marquise Brown","WR","BAL",8,14.4,2.85,0.141,11.1,18,4.14,2.43,5.85,40,55,31,12,"3",28,NA,NA,93,2
"Tom Brady","QB","TB",9,22.8,1.53,0.0909,21.1,24.5,4.03,3.38,3.83,41,40,59,5,"3",48,NA,NA,54,21
"Chris Godwin","WR","TB",9,14.2,2.38,0.0293,12.4,17.9,4,3.73,5.76,42,33,33,13,"3",30,NA,NA,79,4
"DK Metcalf","WR","SEA",9,14.2,2.22,0.439,11.4,16.7,3.97,2.76,4.52,43,50,52,14,"3",28,NA,NA,76,2
"Kyler Murray","QB","ARI",12,22.7,2.44,1.32,20.6,26.6,3.94,2.87,5.9,44,48,30,6,"4",28,NA,NA,86,2
"Zack Moss","RB","BUF",7,11,2.35,0.582,9.17,14.6,3.84,3.59,5,45,37,41,22,"8",56,NA,NA,87,1
"Mike Gesicki","TE","MIA",14,10.9,1.94,0.799,9.74,14.4,3.76,3.68,6.69,46,34,20,4,"3",30,NA,NA,80,3
"Brandin Cooks","WR","HOU",10,13.8,1.9,0.0727,12.3,16.2,3.53,3.64,4.05,47,36,55,15,"4",32,NA,NA,65,7
"Robert Woods","WR","LAR",11,13.7,2.25,0.194,12,17.2,3.46,3.31,4.97,48,41,42,16,"4",34,NA,NA,77,8
"Damien Harris","RB","NE",14,10.4,2.09,0.44,8.6,13.5,3.26,3.03,3.95,50,44,57,23,"8",56,NA,NA,84,2
"Keenan Allen","WR","LAC",7,13.5,2.91,0.0738,11.5,17.9,3.26,2.89,5.73,49,47,34,17,"4",34,NA,NA,94,8
"Amari Cooper","WR","DAL",7,13.4,1.91,0.0549,11.5,15.6,3.19,2.83,3.4,51,49,63,18,"4",31,NA,NA,66,6
"Mike Williams","WR","LAC",7,13.4,1.28,0.0642,11.8,15.3,3.14,3.12,3.09,52,43,69,19,"4",31,NA,NA,37,4
"Antonio Brown","WR","TB",9,13.3,1.38,0.567,11.6,14.8,3.07,3,2.61,53,45,73,20,"4",37,NA,NA,41,11
