"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Christian McCaffrey","RB","CAR",13,20.3,1.65,0.735,17.8,22.3,12.5,12.5,12.2,1,1,1,1,"1",29,NA,NA,53,4
"Alvin Kamara","RB","NO",6,19.5,1.74,0.44,17.5,21.7,11.8,12.2,11.5,2,3,2,2,"1",30,NA,NA,57,4
"Dalvin Cook","RB","MIN",7,19.1,0.918,1.25,17.7,20.2,11.4,12.4,10,3,2,3,3,"2",30,NA,NA,17,4
"Nick Chubb","RB","CLE",13,17.8,1.8,0.408,14.5,19.2,10.1,9.23,9.09,4,7,4,4,"2",30,NA,NA,63,3
"Aaron Jones","RB","GB",13,17.4,0.91,0.49,16.3,18.4,9.7,11,8.25,5,4,7,5,"2",31,NA,NA,16,4
"Travis Kelce","TE","KC",12,17.3,0.753,2.42,16.5,18.3,9.22,10.7,7.71,6,5,10,1,"1",36,NA,NA,11,8
"Derrick Henry","RB","TEN",13,16.9,1.44,0.313,15.1,18.4,9.21,9.82,8.3,7,6,6,6,"3",32,NA,NA,39,5
"Austin Ekeler","RB","LAC",7,16.6,1.58,0.921,13.9,18.3,8.89,8.63,8.1,8,10,9,7,"3",30,NA,NA,47,NA
"Chris Carson","RB","SEA",9,15.7,1.29,0.204,14.2,17.2,7.97,8.87,7.02,9,8,15,8,"3",31,NA,NA,34,4
"Davante Adams","WR","GB",13,19,2.08,0.312,16.3,21.2,7.88,7.36,6.65,10,14,19,1,"1",33,NA,NA,51,7
"Joe Mixon","RB","CIN",10,15.5,1.96,0.188,13.5,18.8,7.77,8.25,8.68,11,11,5,9,"3",29,NA,NA,70,4
"David Montgomery","RB","CHI",10,15.3,1.38,0.296,13.9,17.4,7.58,8.64,7.28,12,9,13,10,"4",28,NA,NA,37,2
"Tyreek Hill","WR","KC",12,18.7,1.62,1.87,16.7,21,7.57,7.74,6.41,13,12,20,2,"2",32,NA,NA,30,5
"Antonio Gibson","RB","WAS",9,15,2.88,0.291,11.2,18.3,7.28,5.9,8.14,14,20,8,11,"4",27,NA,NA,96,1
"Ezekiel Elliott","RB","DAL",7,14.7,1.89,0.0103,12.9,17.8,6.99,7.58,7.64,15,13,11,12,"4",30,NA,NA,66,5
"Najee Harris","RB","PIT",7,14.7,2.41,0.148,11.9,17.7,6.98,6.58,7.52,16,18,12,13,"4",28,NA,NA,87,0
"D'Andre Swift","RB","DET",9,14.6,2.17,0.297,11.8,17.4,6.83,6.53,7.26,17,19,14,14,"4",27,NA,NA,83,1
"Darren Waller","TE","LVR",8,14.9,2.03,1.7,12.5,17.2,6.8,6.73,6.68,18,15,18,2,"2",33,NA,NA,74,6
"Jonathan Taylor","RB","IND",14,14.3,2.78,0.641,9.98,17.1,6.54,4.69,6.95,19,33,16,15,"5",27,NA,NA,93,1
"Miles Sanders","RB","PHI",14,13.6,1.55,0.224,12,16,5.89,6.69,5.82,20,17,27,16,"5",29,NA,NA,44,2
"Stefon Diggs","WR","BUF",7,16.9,2.29,0.165,14.3,20,5.7,5.35,5.38,21,24,29,3,"2",32,NA,NA,62,6
"Melvin Gordon","RB","DEN",11,13.4,1.57,0.26,12,16,5.67,6.7,5.87,22,16,24,17,"5",33,NA,NA,46,6
"DeAndre Hopkins","WR","ARI",12,16.7,1.98,0.864,13.4,18.5,5.53,4.44,3.9,23,38,42,4,"2",33,NA,NA,39,8
