"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Christian McCaffrey","RB","CAR",13,18.7,2.49,0.942,15.6,21.5,10.6,10.2,11.4,1,3,1,1,"1",29,NA,NA,81,4
"Najee Harris","RB","PIT",7,17.8,0.995,0.706,16.7,19,9.66,11.3,8.81,2,1,5,2,"1",28,NA,NA,14,0
"Nick Chubb","RB","CLE",13,17.1,1.14,0.0667,15.8,18.9,8.96,10.4,8.75,3,2,8,3,"1",30,NA,NA,23,3
"Jonathan Taylor","RB","IND",14,17,1.4,0.0803,15.3,18.9,8.89,9.86,8.76,4,5,7,4,"1",27,NA,NA,38,1
"Dalvin Cook","RB","MIN",7,16.9,1.53,0.336,15.5,18.9,8.81,10.1,8.77,5,4,6,5,"1",30,NA,NA,48,4
"Deebo Samuel","WR","SF",6,18,1.79,0.0825,15.3,19.9,8.58,8.01,9.16,6,11,3,1,"1",30,NA,NA,56,2
"Davante Adams","WR","GB",13,17.9,1.57,0.354,16.2,19.9,8.49,8.92,9.1,7,7,4,2,"1",33,NA,NA,41,7
"Austin Ekeler","RB","LAC",7,16.6,1.17,1.12,15.1,18,8.47,9.64,7.83,8,6,11,6,"2",30,NA,NA,26,NA
"Tyreek Hill","WR","KC",12,17.5,2.26,1.03,13.7,19.9,8.14,6.4,9.17,9,18,2,3,"2",32,NA,NA,82,5
"Ezekiel Elliott","RB","DAL",7,15.5,1.38,0.0198,13.6,17.4,7.36,8.17,7.28,10,10,17,7,"2",30,NA,NA,33,5
"AJ Dillon","RB","GB",13,15.4,1.39,0.171,13.8,17.4,7.34,8.37,7.25,11,8,18,8,"2",28,NA,NA,36,1
"D'Andre Swift","RB","DET",9,15.3,1.61,0.231,13.2,17.6,7.17,7.76,7.48,12,13,13,9,"2",27,NA,NA,55,1
"Stefon Diggs","WR","BUF",7,16.5,1.7,0.0471,14.6,18.5,7.11,7.32,7.78,13,14,12,4,"2",32,NA,NA,49,6
"CeeDee Lamb","WR","DAL",7,16.4,2.08,0.847,13.8,19.3,7.06,6.45,8.49,14,17,9,5,"2",27,NA,NA,72,1
"Joe Mixon","RB","CIN",10,15,1.41,0.0175,13.3,17.1,6.94,7.82,6.97,15,12,20,10,"2",29,NA,NA,39,4
"Leonard Fournette","RB","TB",9,15,1.06,0.693,13.7,16.5,6.92,8.26,6.39,16,9,27,11,"3",29,NA,NA,17,4
"Travis Kelce","TE","KC",12,14.7,2.08,0.877,11.9,17.1,6.82,5.35,7.4,17,28,14,1,"1",36,NA,NA,76,8
"James Conner","RB","ARI",12,14.3,2.13,0.222,11.2,17,6.22,5.77,6.85,18,22,21,12,"3",31,NA,NA,75,4
"A.J. Brown","WR","TEN",13,15.6,1.1,0.319,14.3,17.1,6.21,7,6.31,19,15,28,6,"3",28,NA,NA,26,2
"Mark Ingram","RB","NO",6,14.1,2.94,0.289,10.6,17.3,6,5.18,7.13,20,31,19,13,"3",36,NA,NA,93,10
"Darren Waller","TE","LVR",8,13.8,2.22,1.3,11,16.5,5.94,4.45,6.82,21,36,23,2,"2",33,NA,NA,82,6
"Ja'Marr Chase","WR","CIN",10,15.3,1.94,0.0465,13.6,18.1,5.89,6.31,7.31,22,19,16,7,"3",26,NA,NA,68,0
"Justin Jefferson","WR","MIN",7,15.2,2.12,0.0934,12.8,17.6,5.85,5.53,6.85,23,24,22,8,"3",26,NA,NA,74,1
"Chris Godwin","WR","TB",9,15.1,1.62,0.488,13.2,17,5.75,5.9,6.27,24,21,29,9,"3",30,NA,NA,46,4
"Saquon Barkley","RB","NYG",10,13.8,3.34,0.195,10.7,18.5,5.71,5.22,8.35,25,29,10,14,"3",29,NA,NA,96,3
"David Montgomery","RB","CHI",10,13.6,2.6,0.309,11.1,17.4,5.52,5.67,7.31,26,23,15,15,"4",28,NA,NA,84,2
"Josh Allen","QB","BUF",7,23.6,1.17,0.192,22.3,25.4,5.34,4.89,5.36,27,33,36,1,"1",29,NA,NA,38,3
"Mike Evans","WR","TB",9,14.6,1.82,0.724,12.7,17.2,5.26,5.4,6.42,28,26,26,10,"4",32,NA,NA,59,7
"Michael Carter","RB","NYJ",6,13.3,2.31,0.284,10.7,16.8,5.21,5.22,6.64,29,30,24,16,"4",27,NA,NA,78,0
"Patrick Mahomes","QB","KC",12,23.4,1.06,0.605,22.3,24.9,5.15,4.91,4.93,30,32,43,2,"1",30,NA,NA,32,4
"James Robinson","RB","JAC",7,13,1.7,0.0375,11.7,16,4.93,6.29,5.84,31,20,31,17,"4",56,NA,NA,59,1
"Josh Jacobs","RB","LVR",8,13,0.976,0.00058,11.9,14.4,4.89,6.49,4.27,32,16,54,18,"4",28,NA,NA,12,2
"Myles Gaskin","RB","MIA",14,13,1.95,0.523,10.8,15.7,4.89,5.36,5.58,33,27,34,19,"4",29,NA,NA,68,2
"George Kittle","TE","SF",6,12.5,1.99,0.0925,10.2,15.7,4.64,3.63,6.02,34,43,30,3,"2",32,NA,NA,68,4
"Lamar Jackson","QB","BAL",8,22.8,1.34,0.233,21.4,24.8,4.55,4.06,4.74,35,39,46,3,"1",29,NA,NA,53,3
"Mark Andrews","TE","BAL",8,12.4,2.24,0.446,9.65,14.7,4.55,3.11,5.03,36,49,41,4,"2",30,NA,NA,85,3
"DK Metcalf","WR","SEA",9,13.9,1.99,0.329,11.7,16.4,4.54,4.35,5.66,37,37,33,11,"4",28,NA,NA,69,2
"Antonio Gibson","RB","WAS",9,12.5,1.75,0.365,10.9,15,4.37,5.44,4.88,38,25,44,20,"5",27,NA,NA,61,1
"Dak Prescott","QB","DAL",7,22.5,1.83,1.41,20.4,25.3,4.31,3.07,5.31,39,51,37,4,"2",32,NA,NA,68,5
"Keenan Allen","WR","LAC",7,13.6,2.42,0.256,12,17.3,4.21,4.69,6.56,40,35,25,12,"4",34,NA,NA,87,8
"Kyle Pitts","TE","ATL",6,12,1.45,1.41,10.5,14.3,4.1,3.96,4.67,41,40,48,5,"3",25,NA,NA,47,0
