"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Derrick Henry","RB","TEN",13,20.2,1.99,2.49,16.8,22.4,11.3,10.2,11.1,1,1,1,1,"1",32,NA,NA,64,5
"Travis Kelce","TE","KC",12,16,1.43,1.59,14.1,17.7,8.8,8.22,9.17,2,4,2,1,"1",36,NA,NA,48,8
"Alvin Kamara","RB","NO",6,17.7,1.2,1.03,16.6,19.7,8.78,9.98,8.4,3,2,3,2,"1",30,NA,NA,27,4
"Aaron Jones","RB","GB",13,16.7,0.553,0.143,16,17.4,7.75,9.45,6.04,4,3,11,3,"1",31,NA,NA,1,4
"Austin Ekeler","RB","LAC",7,16.6,1.72,0.241,14.4,19.2,7.61,7.77,7.88,5,5,5,4,"2",30,NA,NA,47,NA
"Saquon Barkley","RB","NYG",10,16.3,2.01,0.779,13.1,18.7,7.36,6.48,7.4,6,12,7,5,"2",29,NA,NA,69,3
"Darren Waller","TE","LVR",8,14.4,1.65,3,12.6,16.6,7.21,6.72,8.16,7,10,4,2,"2",33,NA,NA,73,6
"Davante Adams","WR","GB",13,18.1,1.73,0.524,15.7,19.9,6.95,6.81,5.65,8,9,17,1,"1",33,NA,NA,39,7
"Ezekiel Elliott","RB","DAL",7,15.5,1.15,0.405,13.5,16.8,6.59,6.94,5.43,9,8,19,6,"3",30,NA,NA,24,5
"Tyreek Hill","WR","KC",12,17.6,1.42,0.489,15.9,19.2,6.43,6.95,4.88,10,7,24,2,"1",32,NA,NA,32,5
"Najee Harris","RB","PIT",7,15.1,2.26,0.0529,12.7,18.8,6.18,6.1,7.45,11,13,6,7,"3",28,NA,NA,76,0
"James Robinson","RB","JAC",7,15.1,1.26,0.426,13.8,17.2,6.13,7.18,5.87,12,6,12,8,"3",56,NA,NA,30,1
"Cooper Kupp","WR","LAR",11,17.1,1.65,0.311,15,18.8,5.94,6.1,4.56,13,14,28,3,"1",32,NA,NA,37,4
"D'Andre Swift","RB","DET",9,14.7,1.83,0.528,13.3,17.8,5.7,6.72,6.51,14,11,10,9,"3",27,NA,NA,54,1
"Justin Jefferson","WR","MIN",7,16.8,1.51,0.555,14.5,18.3,5.63,5.61,3.98,15,16,39,4,"2",26,NA,NA,34,1
"Nick Chubb","RB","CLE",13,14.1,1.68,0.26,12.5,16.9,5.18,5.95,5.58,16,15,18,10,"4",30,NA,NA,44,3
"D.J. Moore","WR","CAR",13,16.2,1.86,0.353,14.4,18.4,5.07,5.5,4.09,17,17,36,5,"2",29,NA,NA,48,3
"Jonathan Taylor","RB","IND",14,13.9,2.16,0.145,12,17,4.92,5.43,5.72,18,19,15,11,"4",27,NA,NA,74,1
"Damien Williams","RB","CHI",10,13.7,2.01,0.0601,11.6,15.8,4.77,5,4.48,19,22,29,12,"4",34,NA,NA,66,7
"Stefon Diggs","WR","BUF",7,15.9,2.17,0.31,14.4,19.2,4.72,5.48,4.93,20,18,23,6,"2",32,NA,NA,63,6
"Darrell Henderson","RB","LAR",11,13.7,1.56,0.311,11.9,16.1,4.71,5.34,4.8,21,20,25,13,"4",56,NA,NA,40,2
"Deebo Samuel","WR","SF",6,15.6,1.76,0.517,13.3,18,4.41,4.37,3.69,22,26,45,7,"2",30,NA,NA,41,2
"Leonard Fournette","RB","TB",9,13.4,1.92,0.777,11.8,16.3,4.4,5.22,4.97,23,21,22,14,"5",29,NA,NA,61,4
"T.J. Hockenson","TE","DET",9,11.4,2.22,0.222,9.3,14.3,4.2,3.47,5.81,24,33,13,3,"2",28,NA,NA,88,2
"Josh Allen","QB","BUF",7,24.1,0.744,0.161,23.1,25,3.99,4.95,3.96,25,23,40,1,"1",29,NA,NA,9,3
"Mark Andrews","TE","BAL",8,11.1,2.44,0.939,8.53,15.1,3.98,2.7,6.66,26,43,8,4,"3",30,NA,NA,97,3
"Chris Godwin","WR","TB",9,15,2.16,0.318,12.7,18,3.89,3.76,3.75,27,31,43,8,"3",30,NA,NA,62,4
"Lamar Jackson","QB","BAL",8,24,1.33,0.0732,22.6,25.3,3.83,4.41,4.2,28,25,34,2,"1",29,NA,NA,46,3
"Kyler Murray","QB","ARI",12,23.9,1.77,0.542,22.4,26.8,3.76,4.25,5.73,29,28,14,3,"1",28,NA,NA,69,2
"Dalvin Cook","RB","MIN",7,12.6,7.32,0.0491,1.45,17.9,3.62,-5.15,6.6,30,447,9,15,"5",30,NA,NA,99,4
"Antonio Gibson","RB","WAS",9,12.5,1.95,0.0253,10.8,15.7,3.57,4.19,4.41,31,29,30,16,"5",27,NA,NA,63,1
"Terry McLaurin","WR","WAS",9,14.7,2.36,0.256,12.3,17.3,3.57,3.36,3.06,32,34,49,9,"3",30,NA,NA,79,2
"Clyde Edwards-Helaire","RB","KC",12,12.5,1.87,0.0445,10.9,15.3,3.55,4.27,3.96,33,27,41,17,"5",27,NA,NA,59,1
"Mike Davis","RB","ATL",6,12.5,2.45,0.715,9.59,15.1,3.5,2.99,3.74,34,39,44,18,"5",33,NA,NA,79,6
