"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Austin Ekeler","RB","LAC",7,18.7,1.58,1.26,15.9,19.9,11.9,11,10.6,1,1,1,1,"1",30,NA,NA,52,NA
"Alvin Kamara","RB","NO",6,17.4,1.68,1.18,15.5,19.9,10.6,10.6,10.6,2,2,2,2,"1",30,NA,NA,59,4
"Najee Harris","RB","PIT",7,16.2,1.06,0.276,15.2,17.9,9.43,10.2,8.56,3,3,9,3,"2",28,NA,NA,24,0
"Davante Adams","WR","GB",13,18.1,1.84,0.0112,15.9,20.2,9.31,8.49,10,4,9,3,1,"1",33,NA,NA,66,7
"Cooper Kupp","WR","LAR",11,18.1,2.09,0.0327,14.8,20.1,9.3,7.37,9.96,5,14,4,2,"1",32,NA,NA,77,4
"Justin Jefferson","WR","MIN",7,18.1,1.7,1.78,16.2,19.9,9.27,8.85,9.79,6,5,5,3,"2",26,NA,NA,61,1
"Dalvin Cook","RB","MIN",7,16,1.63,0.25,13.5,18,9.15,8.54,8.69,7,8,8,4,"2",30,NA,NA,54,4
"Leonard Fournette","RB","TB",9,15.7,0.818,0.501,15.1,17.1,8.9,10.2,7.75,8,4,21,5,"2",29,NA,NA,11,4
"Joe Mixon","RB","CIN",10,15.2,1.56,0.00766,13.5,17.5,8.4,8.55,8.17,9,7,12,6,"2",29,NA,NA,51,4
"Antonio Gibson","RB","WAS",9,15.2,1.43,0.0238,13.3,17.4,8.39,8.41,8.03,10,10,15,7,"2",27,NA,NA,43,1
"Ezekiel Elliott","RB","DAL",7,15.2,2.02,0.291,13.6,18.5,8.37,8.68,9.15,11,6,7,8,"2",30,NA,NA,73,5
"Josh Jacobs","RB","LVR",8,14.9,1.46,0.151,13.2,16.9,8.08,8.31,7.54,12,11,24,9,"3",28,NA,NA,49,2
"Javonte Williams","RB","DEN",11,14.7,1.46,0.202,13,16.9,7.93,8.11,7.53,13,12,25,10,"3",26,NA,NA,48,0
"James Conner","RB","ARI",12,14.5,2.24,0.229,11.7,17.7,7.72,6.8,8.31,14,21,11,11,"3",31,NA,NA,83,4
"Nick Chubb","RB","CLE",13,14.3,1.78,0.296,12.6,17,7.49,7.72,7.69,15,13,22,12,"3",30,NA,NA,60,3
"Tyreek Hill","WR","KC",12,16.3,1.54,0.579,14.2,17.9,7.48,6.83,7.78,16,20,20,4,"3",32,NA,NA,46,5
"David Montgomery","RB","CHI",10,14,2.93,0.138,12.2,18.6,7.2,7.24,9.23,17,15,6,13,"3",28,NA,NA,95,2
"Sony Michel","RB","LAR",11,13.9,2.52,0.183,11.7,17.7,7.06,6.72,8.33,18,22,10,14,"3",31,NA,NA,87,3
"Travis Kelce","TE","KC",12,14.8,1.71,0.904,13.1,16.8,7.02,7.16,8.13,19,16,14,1,"1",36,NA,NA,69,8
"Stefon Diggs","WR","BUF",7,15.7,1.98,0.0075,13.8,18,6.91,6.46,7.88,20,23,17,5,"3",32,NA,NA,73,6
"Diontae Johnson","WR","PIT",7,15.7,1.91,0.472,13.5,18,6.9,6.1,7.82,21,25,19,6,"3",29,NA,NA,70,2
"Aaron Jones","RB","GB",13,13.7,1.19,0.0675,11.8,15,6.88,6.86,5.66,22,18,40,15,"3",31,NA,NA,30,4
"Cordarrelle Patterson","RB","ATL",6,13.6,1.92,0.28,11.8,14.9,6.81,6.84,5.59,23,19,42,16,"4",35,NA,NA,68,8
"James Robinson","RB","JAC",7,13.4,1.81,0.303,12.1,16.6,6.53,7.14,7.2,24,17,28,17,"4",56,NA,NA,65,1
"Deebo Samuel","WR","SF",6,15.2,1.57,0.19,13.1,17.6,6.43,5.75,7.44,25,27,26,7,"3",30,NA,NA,52,2
"Chris Godwin","WR","TB",9,15,2.4,0.434,12.6,18.3,6.24,5.21,8.14,26,30,13,8,"4",30,NA,NA,86,4
"Saquon Barkley","RB","NYG",10,13,2.01,0.627,10.9,15.8,6.23,5.95,6.42,27,26,36,18,"4",29,NA,NA,71,3
"George Kittle","TE","SF",6,13.9,1.94,1.76,12.3,16.3,6.12,6.38,7.67,28,24,23,2,"2",32,NA,NA,75,4
"CeeDee Lamb","WR","DAL",7,14.6,2.55,0.781,11.9,18,5.8,4.52,7.83,29,33,18,9,"4",27,NA,NA,90,1
"AJ Dillon","RB","GB",13,12.4,2.12,0.21,10.6,15.6,5.6,5.69,6.28,30,28,38,19,"4",28,NA,NA,78,1
"Clyde Edwards-Helaire","RB","KC",12,12.2,1.78,0.0183,10.2,14.5,5.39,5.31,5.12,31,29,46,20,"5",27,NA,NA,63,1
"Chuba Hubbard","RB","CAR",13,12.2,3.09,0.213,8.91,16.5,5.37,3.98,7.16,32,37,29,21,"5",26,NA,NA,98,0
"Devonta Freeman","RB","BAL",8,12,2.03,0.839,9.83,14.9,5.16,4.9,5.56,33,31,43,22,"5",34,NA,NA,75,7
