player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,epa,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,positive_epa_percent,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Daniel Jones,39395,QB,IND,1,68.9,45,50,8.9,2.71,2,2,3.6,62.0,31,0,16,0.0,56,0,-0.34,17,14,24.7,53.1,55.9,45.0,1,3,61,0,42.9,31.3,63.9,8.9,5,1,1,1,1,4,6.6,342,6.8
Joe Flacco,4332,QB,CIN,1,77.3,44,47,10.4,2.64,1,4,8.0,66.0,31,0,14,8.8,50,3,0.27,22,7,33.8,79.9,78.2,60.0,1,2,53,1,54.0,21.4,109.4,6.0,3,0,0,1,4,3,5.7,470,10.0
Tua Tagovailoa,60326,QB,MIA,1,70.3,37,40,7.5,2.37,0,2,4.8,62.5,25,0,9,3.8,43,1,-0.03,12,17,79.8,68.1,68.0,57.9,0,1,45,1,44.2,22.2,70.9,4.7,2,1,1,2,0,3,6.7,261,6.5
Dak Prescott,10769,QB,DAL,1,80.0,35,39,10.8,2.78,1,0,0.0,61.5,24,0,17,14.3,49,4,-0.25,15,9,80.5,69.8,66.4,71.1,1,1,51,0,44.9,29.4,77.9,10.2,5,4,1,1,1,0,0.0,250,6.4
Geno Smith,7820,QB,LV,1,84.2,38,39,4.3,2.65,0,0,0.0,74.4,29,0,18,9.4,43,3,0.21,17,23,80.4,70.2,68.9,63.0,0,1,46,0,62.8,11.1,117.9,4.7,2,2,0,1,4,1,2.2,284,7.3
Jared Goff,10635,QB,DET,1,81.8,33,37,7.0,2.36,1,1,2.6,67.6,25,0,18,7.4,42,2,0.06,11,11,79.5,72.4,71.1,,2,0,43,0,40.5,27.8,108.4,11.9,5,0,0,1,2,0,0.0,284,7.7
Bo Nix,97790,QB,DEN,1,60.6,33,37,12.9,2.82,1,4,10.3,48.6,18,1,15,10.0,39,2,-0.09,10,10,79.6,67.5,65.5,65.4,0,1,41,1,28.2,6.7,68.9,2.6,1,1,0,3,2,2,4.9,173,4.7
Michael Penix Jr.,82134,QB,ATL,1,71.9,32,37,9.1,2.78,0,1,2.6,59.5,22,0,18,4.3,40,1,0.02,14,2,40.6,58.8,56.8,66.4,2,0,42,1,45.0,5.6,103.5,2.5,1,2,0,3,3,1,2.4,221,6.0
Jordan Love,40306,QB,GB,1,77.1,35,37,9.0,2.65,0,2,5.4,70.3,26,0,11,3.7,40,1,0.0,13,12,79.3,61.5,62.0,56.5,0,1,40,0,47.5,9.1,80.1,2.5,1,0,0,2,0,2,5.0,273,7.4
Aaron Rodgers,2241,QB,PIT,1,82.4,34,35,3.3,2.32,1,0,0.0,71.4,25,0,5,10.7,39,3,-0.17,10,25,79.3,70.2,70.9,55.0,0,0,40,0,43.6,60.0,95.3,7.7,3,1,0,0,1,0,0.0,203,5.8
Caleb Williams,144622,QB,CHI,1,79.3,29,34,9.0,4.01,2,2,5.7,58.8,20,0,18,13.0,41,3,0.35,17,6,79.8,90.8,85.2,82.4,0,0,44,1,51.2,11.1,114.8,4.9,2,5,0,3,3,0,0.0,280,8.2
Patrick Mahomes,11765,QB,KC,1,55.2,29,34,15.4,3.09,1,4,11.4,44.1,15,0,18,6.3,39,1,-0.1,10,16,79.2,58.7,59.5,56.8,1,1,41,1,35.9,16.7,57.2,7.7,3,1,0,3,0,3,7.3,250,7.4
Trevor Lawrence,77632,QB,JAX,1,81.3,32,34,8.8,2.75,1,2,5.4,67.6,23,0,13,11.5,40,3,0.01,9,15,80.4,75.3,76.6,59.4,0,1,43,1,50.0,7.7,73.2,2.5,1,4,1,0,0,1,2.3,220,6.5
Jaxson Dart,146409,QB,NYG,1,80.6,31,33,6.8,3.02,0,2,6.1,72.7,24,0,11,4.0,39,1,0.09,10,21,79.9,75.0,70.8,71.3,0,0,39,0,51.3,18.2,107.0,5.1,2,4,0,2,2,0,0.0,191,5.8
Matthew Stafford,4924,QB,LA,1,80.0,30,32,10.5,2.63,1,2,5.9,75.0,24,0,7,0.0,34,0,0.43,14,26,79.3,85.0,83.5,61.0,0,0,36,0,61.8,28.6,140.8,5.9,2,0,0,1,4,0,0.0,281,8.8
Jacoby Brissett,10725,QB,ARZ,1,75.0,28,31,8.4,3.06,1,1,3.1,67.7,21,0,20,0.0,37,0,0.15,14,1,29.2,66.6,70.3,46.0,0,0,38,0,48.6,25.0,115.1,13.5,5,1,0,2,2,0,0.0,261,8.4
Davis Mills,52269,QB,HST,1,64.3,28,30,8.5,2.62,1,1,3.2,56.7,17,0,10,5.6,33,1,-0.35,7,13,78.3,43.2,46.8,54.1,1,0,34,1,33.3,20.0,68.3,6.1,2,1,0,0,0,3,8.8,137,4.6
Drake Maye,143969,QB,NE,1,77.8,27,29,10.9,3.28,1,2,6.9,65.5,19,0,20,9.5,40,2,0.02,16,19,20.9,59.1,57.2,62.6,0,1,40,0,47.5,30.0,102.5,15.0,6,5,0,1,2,2,5.0,259,8.9
Justin Herbert,28237,QB,LAC,1,80.0,25,29,11.6,2.96,1,2,6.9,65.5,19,0,15,5.0,39,1,0.11,15,27,79.9,78.5,65.9,90.0,2,1,39,0,59.0,40.0,101.2,15.4,6,4,0,1,2,1,2.6,250,8.6
Josh Allen,46601,QB,BUF,1,96.0,25,26,5.0,2.7,0,2,7.4,88.5,23,0,8,4.2,30,1,0.24,13,4,78.8,83.1,78.5,73.3,0,0,31,0,60.0,37.5,123.2,10.0,3,1,0,1,1,0,0.0,273,10.5
J.J. McCarthy,144918,QB,MIN,1,69.6,23,25,10.7,3.14,0,2,7.7,56.0,14,0,14,12.5,32,2,0.05,9,18,29.5,63.5,64.9,56.1,0,1,34,0,43.8,35.7,82.6,15.6,5,1,0,2,2,1,2.9,143,5.7
Tyler Shough,83537,QB,NO,1,72.7,22,24,10.0,2.45,1,1,4.2,62.5,15,0,6,6.3,25,1,-0.03,8,20,76.9,69.0,69.8,57.0,0,1,26,0,48.0,16.7,81.3,4.0,1,0,1,0,1,1,3.8,176,7.3
Sam Darnold,29048,QB,SEA,1,87.5,24,24,9.3,2.69,0,3,11.1,87.5,21,0,3,0.0,24,0,0.92,13,29,76.8,92.6,91.6,,0,1,27,0,75.0,0.0,141.0,0.0,0,0,0,0,4,1,3.7,330,13.8
Mac Jones,60323,QB,SF,1,86.4,22,24,6.9,2.48,1,0,0.0,79.2,19,0,7,0.0,29,0,0.19,13,28,26.7,62.3,62.1,58.1,0,0,29,0,51.7,28.6,135.2,6.9,2,2,0,1,2,1,3.4,235,9.8
Lamar Jackson,46416,QB,BLT,1,85.7,21,23,9.4,3.03,1,1,4.3,78.3,18,0,12,0.0,27,0,0.41,12,3,77.6,87.8,89.2,58.7,1,0,27,0,55.6,16.7,143.2,7.4,2,2,0,0,4,0,0.0,204,8.9
Jayden Daniels,97993,QB,WAS,1,81.0,21,22,5.9,3.51,0,1,4.2,72.7,16,0,20,5.9,35,1,-0.05,9,32,79.0,68.7,67.7,63.4,0,1,38,0,48.6,20.0,72.7,11.4,4,9,0,1,0,2,5.3,153,7.0
Cam Ward,133244,QB,TEN,1,65.0,20,21,9.2,2.79,0,0,0.0,57.1,12,0,11,7.7,27,1,-0.17,7,31,23.6,40.6,41.7,56.0,1,0,28,0,33.3,36.4,78.5,14.8,4,1,0,0,0,2,7.1,145,6.9
Bryce Young,123943,QB,CAR,1,72.2,18,20,7.0,2.78,0,0,0.0,55.0,11,0,8,15.4,24,2,0.0,8,5,28.6,42.6,37.6,69.6,0,1,26,0,41.7,12.5,48.3,4.2,1,2,0,2,0,1,3.8,102,5.1
C.J. Stroud,129759,QB,HST,1,75.0,8,10,8.5,3.36,0,0,0.0,60.0,6,0,6,0.0,14,0,0.2,5,13,73.2,68.1,67.7,60.6,0,0,14,0,42.9,33.3,85.0,14.3,2,2,0,2,0,0,0.0,79,7.9
Cole Kmet,60995,TE,CHI,1,0.0,1,1,13.0,4.8,0,0,0.0,0.0,0,0,0,,1,0,-0.69,0,6,63.8,64.5,70.7,,0,0,1,0,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
DJ Moore,48267,WR,CHI,1,100.0,1,1,3.0,4.2,0,0,0.0,100.0,1,0,1,0.0,1,0,2.72,1,6,69.1,74.6,68.9,70.0,0,0,1,1,100.0,0.0,118.8,0.0,0,0,0,0,1,0,0.0,2,2.0
Taysom Hill,12112,TE,NO,1,0.0,1,1,-2.0,1.0,0,0,0.0,0.0,0,0,0,,1,0,-0.74,0,20,69.4,53.8,59.8,60.0,0,0,1,0,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Tyson Bagent,169628,QB,CHI,1,100.0,1,1,-5.0,3.7,0,0,0.0,100.0,1,0,1,0.0,1,0,0.71,1,6,60.4,62.4,60.1,,0,0,1,0,100.0,0.0,118.8,0.0,0,0,0,0,0,0,0.0,20,20.0
