player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Christian McCaffrey,11763,HB,SF,1,28,4,1,15.1,16,0,106,0,1,4,62,33.5,3,5,28,0,11,79.4,66.7,76.3,,76.4,65.2,64.9,60.0,16,0,67,5,25,30,0,0,5,33,1,106,62,2.21,3.8,2.68,15
James Cook,83666,HB,BUF,1,27,7,2,28.9,33,0,114,0,0,7,69,63.9,3,4,4,0,18,79.2,69.1,74.4,,78.8,62.0,68.0,60.0,17,0,11,1,16,31,0,0,1,28,0,114,69,2.56,4.2,0.69,9
Kyle Monangai,129891,HB,CHI,1,26,4,2,32.4,57,0,176,1,1,4,118,78.2,3,6,6,0,12,79.2,71.5,78.4,,43.9,49.9,75.1,60.0,39,0,22,3,24,28,0,0,4,29,0,176,118,4.54,6.8,0.92,14
Kyren Williams,97118,HB,LA,1,25,8,1,13.2,15,0,114,0,0,8,77,98.6,2,9,26,0,16,78.6,75.1,75.2,,44.9,50.6,77.3,60.0,15,0,0,0,18,28,0,0,0,25,1,114,77,3.08,4.6,0.0,9
Rico Dowdle,40693,HB,CAR,1,25,4,2,36.9,48,0,130,0,0,4,94,55.7,3,7,5,0,13,78.7,74.6,0.0,,78.1,68.9,74.3,60.0,29,1,11,2,12,26,0,0,3,27,2,130,94,3.76,5.2,0.92,11
Travis Etienne Jr.,57185,HB,JAX,1,22,7,1,23.8,20,0,84,0,3,7,83,139.7,3,6,15,1,13,27.7,66.9,78.9,,77.9,41.6,73.2,60.0,20,0,31,5,20,24,0,0,5,27,0,84,83,3.77,3.8,1.55,6
Derrick Henry,10679,HB,BLT,1,19,0,2,45.4,54,0,119,0,0,0,86,0.0,4,3,3,0,7,77.0,65.9,73.3,,21.9,58.1,67.8,60.0,35,0,2,1,11,22,0,0,1,20,0,119,86,4.53,6.3,0.18,12
Josh Jacobs,45953,HB,GB,1,17,4,2,37.9,33,0,87,0,1,4,60,84.0,2,6,12,0,10,77.5,81.2,75.1,,76.8,68.1,80.3,60.0,18,0,13,4,16,20,0,0,5,21,1,87,60,3.53,5.1,0.81,7
Jaylen Warren,98692,HB,PIT,1,16,0,0,0.0,0,0,31,0,0,0,25,0.0,0,3,25,0,8,76.2,51.5,74.1,,49.6,56.8,52.1,60.0,8,0,-2,2,15,17,0,0,2,18,2,31,25,1.56,1.9,-0.13,8
Javonte Williams,77803,HB,DAL,1,15,7,2,41.0,34,0,83,0,0,7,79,230.4,3,6,9,1,7,23.3,66.9,77.8,,77.8,28.7,81.0,,19,0,0,1,33,14,0,0,1,16,0,83,79,5.27,5.5,0.0,7
J.K. Dobbins,57366,HB,DEN,1,15,4,0,0.0,0,0,61,0,0,4,34,56.7,1,3,10,0,9,75.7,72.7,73.6,,83.5,62.2,70.4,58.5,12,0,-2,1,4,20,0,0,1,16,0,61,34,2.27,4.1,-0.5,6
Emari Demercado,77763,HB,ARZ,1,14,0,2,44.3,35,0,79,0,0,0,60,0.0,3,4,1,0,14,75.3,67.4,74.8,,85.4,61.1,64.6,,19,0,-1,1,7,14,0,0,1,15,0,79,60,4.29,5.6,-0.14,0
TreVeyon Henderson,145059,HB,NE,1,14,1,0,0.0,0,0,55,1,4,1,37,73.4,0,2,19,0,12,76.0,61.6,77.5,,28.7,51.0,68.8,60.0,8,0,32,4,28,15,0,0,5,18,0,55,37,2.64,3.9,1.14,2
De'Von Achane,124305,HB,MIA,1,14,7,2,55.2,37,0,67,0,1,7,52,148.6,3,4,17,0,3,76.3,66.3,77.6,,13.6,65.7,71.9,60.1,22,0,39,6,33,18,0,0,10,20,0,67,52,3.71,4.8,1.18,11
Jonathan Taylor,57488,HB,IND,1,14,6,0,0.0,0,0,45,0,0,6,44,117.9,0,3,14,0,5,75.5,63.0,80.6,,66.8,51.4,68.6,60.0,9,0,12,2,37,16,0,0,2,16,0,45,44,3.14,3.2,0.32,8
Blake Corum,129574,HB,LA,1,13,7,1,36.2,21,0,58,0,0,7,28,116.0,2,3,26,0,6,74.7,73.0,73.3,,47.0,53.8,73.7,,21,0,0,0,7,13,0,0,0,13,0,58,28,2.15,4.5,0.0,7
Ashton Jeanty,157196,HB,LV,1,13,5,0,0.0,0,0,42,0,1,5,28,71.8,2,3,23,0,6,76.1,65.6,77.6,,50.9,78.8,61.7,60.0,13,0,47,5,29,17,0,0,5,18,0,42,28,2.15,3.2,1.62,7
Bijan Robinson,123126,HB,ATL,1,12,1,1,32.6,15,0,46,0,0,1,29,12.1,1,2,2,0,3,76.3,76.4,79.3,,55.7,92.0,54.4,60.0,15,0,50,8,29,13,0,0,9,20,0,46,29,2.42,3.8,1.72,8
Jacory Croskey-Merritt,102382,HB,WAS,1,12,2,0,0.0,0,0,38,0,0,2,41,52.6,0,0,32,0,9,74.5,72.4,78.9,,38.0,55.0,76.2,,6,0,3,1,15,12,0,0,1,13,0,38,41,3.42,3.2,0.2,3
Chris Rodriguez Jr.,83689,HB,WAS,1,12,1,0,0.0,0,0,65,0,0,1,39,27.1,2,7,32,0,9,74.3,67.6,75.0,,,54.0,68.7,60.0,12,0,0,0,8,14,0,0,0,12,1,65,39,3.25,5.4,0.0,3
Kimani Vidal,123727,HB,LAC,1,12,1,0,0.0,0,0,30,0,0,1,23,16.0,0,1,27,1,8,21.9,50.1,76.4,,84.4,50.9,47.5,60.0,7,0,0,0,24,13,0,0,0,12,0,30,23,1.92,2.5,0.0,4
Terrell Jennings,102408,HB,NE,1,11,1,0,0.0,0,0,35,0,0,1,29,22.0,1,5,19,0,9,74.1,64.7,71.6,,,75.6,61.7,60.0,11,0,9,1,4,13,0,0,1,12,1,35,29,2.64,3.2,2.25,2
Nick Chubb,45783,HB,HST,1,11,2,0,0.0,0,0,34,0,0,2,27,44.6,0,1,13,0,7,73.8,57.8,74.4,,75.5,53.6,58.2,,8,0,0,0,11,11,0,0,0,11,0,34,27,2.45,3.1,0.0,4
Chase Brown,77787,HB,CIN,1,11,2,0,0.0,0,0,37,2,2,2,26,49.8,1,3,7,0,3,75.7,59.1,80.7,,82.7,55.7,58.7,60.0,12,0,75,8,43,13,0,0,13,19,0,37,26,2.36,3.4,1.74,8
David Montgomery,45719,HB,DET,1,11,2,0,0.0,0,0,40,0,2,2,22,61.5,2,3,11,1,6,22.8,46.0,74.4,,29.5,70.9,44.2,,11,0,10,2,10,12,0,0,4,13,1,40,22,2.0,3.6,1.0,5
Kenneth Walker III,97199,HB,SEA,1,11,2,0,0.0,0,0,42,0,0,2,30,42.0,2,2,29,0,2,74.4,64.4,73.8,,77.2,60.7,63.6,60.0,12,0,19,2,12,12,0,0,2,13,0,42,30,2.73,3.8,1.58,9
Kareem Hunt,11841,HB,KC,1,11,1,0,0.0,0,0,49,0,0,1,31,23.5,1,3,16,0,3,74.5,68.4,77.1,,86.0,54.0,68.5,60.0,13,0,6,1,22,14,0,0,1,12,1,49,31,2.82,4.5,0.27,8
Tony Pollard,27126,HB,TEN,1,10,3,1,28.6,16,0,56,0,0,3,38,103.6,3,3,31,0,6,74.8,61.2,76.5,,76.7,65.5,56.4,60.0,16,0,12,1,11,13,0,0,1,11,0,56,38,3.8,5.6,1.09,4
Jayden Daniels,97993,QB,WAS,1,10,3,0,0.0,0,0,1,0,0,0,2,0.0,1,2,32,0,1,79.0,68.7,78.6,67.7,,,63.4,60.0,12,0,0,0,0,19,50,9,0,1,1,51,54,5.4,5.1,,0
Jordan Mason,62946,HB,MIN,1,10,3,0,0.0,0,0,36,0,0,3,27,73.6,1,1,18,0,5,74.1,55.2,74.3,,23.8,57.7,60.7,59.7,13,0,1,1,9,18,0,0,1,11,0,36,27,2.7,3.6,0.11,4
Woody Marks,124179,HB,HST,1,10,2,0,0.0,0,0,27,1,0,2,26,52.0,0,0,13,0,6,73.3,51.0,78.4,,79.4,29.9,59.2,60.0,7,0,0,0,17,14,0,0,3,10,0,27,26,2.6,2.7,0.0,2
Jahmyr Gibbs,122474,HB,DET,1,9,2,0,0.0,0,0,25,0,0,2,27,50.0,0,0,11,0,2,73.7,51.9,76.8,,41.2,57.7,53.7,,7,0,3,3,17,9,0,0,3,12,0,25,27,3.0,2.8,0.18,7
Justin Herbert,28237,QB,LAC,1,9,0,0,0.0,0,0,10,0,0,0,2,0.0,2,6,27,0,0,79.9,78.5,79.0,65.9,,,90.0,60.0,29,0,0,0,0,26,47,4,0,5,1,57,10,1.11,6.3,,0
Aaron Jones,11937,HB,MIN,1,9,1,1,39.7,31,0,78,0,0,1,36,36.4,3,4,18,0,1,72.9,76.6,74.9,,79.4,86.6,68.2,60.0,31,0,20,2,14,10,0,0,2,11,0,78,36,4.0,8.7,1.43,7
J.J. McCarthy,144918,QB,MIN,1,9,1,0,0.0,0,0,3,0,0,0,6,0.0,0,1,18,1,1,29.5,63.5,78.9,64.9,,,56.1,60.0,9,0,0,0,0,28,9,1,0,8,1,12,6,0.67,1.3,,2
Jaret Patterson,77745,HB,LAC,1,9,1,0,0.0,0,0,44,0,0,1,31,38.3,0,1,27,0,6,72.7,71.4,72.9,,78.8,57.1,69.4,60.0,9,0,0,0,3,13,0,0,0,9,0,44,31,3.44,4.9,0.0,3
Bhayshul Tuten,150568,HB,JAX,1,9,1,0,0.0,0,0,29,0,0,1,31,34.4,1,4,15,0,5,74.5,64.4,72.6,,75.7,58.3,64.6,60.0,11,0,-3,1,6,11,0,0,1,10,1,29,31,3.44,3.2,-0.5,4
Trevor Lawrence,77632,QB,JAX,1,9,0,0,0.0,0,0,12,0,0,0,1,0.0,0,4,15,0,0,80.4,75.3,79.8,76.6,,,59.4,60.7,7,1,0,0,0,37,12,4,0,5,2,24,23,2.56,2.7,,0
Bam Knight,97432,HB,ARZ,1,9,1,1,63.0,17,0,27,0,0,1,22,22.2,1,3,1,0,8,73.9,61.9,75.5,,24.5,71.4,63.3,60.0,17,0,20,2,17,14,0,0,2,11,0,27,22,2.44,3.0,1.18,1
Devin Singletary,40485,HB,NYG,1,8,3,0,0.0,0,0,43,0,2,3,34,212.5,1,4,21,0,3,72.9,72.0,79.5,,80.7,54.8,76.8,60.0,14,0,8,2,15,12,0,0,2,10,0,43,34,4.25,5.4,0.53,4
Jaxson Dart,146409,QB,NYG,1,8,2,0,0.0,0,0,16,0,0,0,4,0.0,2,5,21,0,2,79.9,75.0,78.6,70.8,,,71.3,60.0,18,0,0,0,0,18,40,4,0,4,1,56,43,5.38,7.0,,0
Drake Maye,143969,QB,NE,1,8,1,0,0.0,0,0,-3,0,0,0,0,0.0,1,2,19,2,0,20.9,59.1,79.1,57.2,,,62.6,60.0,12,0,0,0,0,28,23,5,0,3,0,20,26,3.25,2.5,,0
Zach Charbonnet,97630,HB,SEA,1,8,1,0,0.0,0,0,25,0,0,1,21,29.2,0,1,29,0,4,72.5,66.4,73.2,,,64.1,65.5,60.0,9,0,21,1,9,9,0,0,1,9,0,25,21,2.63,3.1,2.33,4
Tyjae Spears,97195,HB,TEN,1,7,2,0,0.0,0,0,26,0,0,2,31,88.6,1,0,31,0,2,72.0,65.1,74.9,,17.8,68.5,65.4,,10,0,36,3,13,6,0,0,3,10,0,26,31,4.43,3.7,2.77,4
Alvin Kamara,11822,HB,NO,1,6,2,0,0.0,0,0,14,1,0,2,18,85.7,0,0,20,1,2,18.4,40.4,75.0,,70.4,36.1,46.3,59.3,3,0,3,1,14,8,0,0,3,7,0,14,18,3.0,2.3,0.21,4
Josh Allen,46601,QB,BUF,1,6,0,0,0.0,0,0,13,0,0,0,8,0.0,1,4,4,0,0,78.8,83.1,79.0,78.5,,,73.3,60.0,11,0,0,0,0,35,6,1,0,5,2,19,8,1.33,3.2,,1
Emanuel Wilson,154173,HB,GB,1,6,0,0,0.0,0,0,16,1,0,0,9,0.0,0,1,12,0,1,70.3,51.4,77.8,,7.9,33.8,71.3,,7,0,1,1,13,5,0,0,2,7,0,16,9,1.5,2.7,0.08,4
Jacoby Brissett,10725,QB,ARZ,1,5,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,1,1,0,29.2,66.6,79.1,70.3,,,46.0,60.0,4,0,0,0,0,29,4,1,0,4,1,4,0,0.0,0.8,,1
Caleb Williams,144622,QB,CHI,1,5,1,0,0.0,0,0,0,0,0,0,,0.0,3,2,6,0,0,79.8,90.8,0.0,85.2,,90.6,82.4,60.0,14,1,22,2,3,33,53,5,2,2,0,53,13,2.6,10.6,7.33,0
Geno Smith,7820,QB,LV,1,5,0,0,0.0,0,0,3,0,0,0,2,0.0,0,2,23,0,0,80.4,70.2,78.9,68.9,,,63.0,60.0,4,0,0,0,0,18,6,2,0,3,0,9,14,2.8,1.8,,0
Chuba Hubbard,57373,HB,CAR,1,5,0,0,0.0,0,0,17,1,0,0,10,0.0,0,1,5,0,1,69.7,44.7,71.3,,74.6,27.1,55.3,60.0,8,0,0,0,4,6,0,0,1,5,0,17,10,2.0,3.4,0.0,4
Tyrone Tracy,84226,HB,NYG,1,5,0,0,0.0,0,0,18,0,0,0,11,0.0,1,1,21,0,2,71.4,65.1,80.3,,,62.4,66.0,60.0,11,0,19,3,19,6,0,0,4,8,0,18,11,2.2,3.6,1.0,2
Lamar Jackson,46416,QB,BLT,1,5,1,0,0.0,0,0,-2,0,0,0,2,0.0,1,1,3,0,0,77.6,87.8,78.4,89.2,,,58.7,60.1,13,0,0,0,0,29,16,2,0,3,0,14,18,3.6,2.8,,1
Brittain Brown,40399,HB,CHI,1,5,3,1,59.5,22,0,37,0,0,3,26,312.0,1,2,6,0,3,71.0,66.3,74.0,,,52.1,69.3,,22,0,0,0,9,5,0,0,1,5,1,37,26,5.2,7.4,0.0,2
Brian Robinson,57120,HB,SF,1,5,4,2,64.2,34,0,53,0,0,4,43,688.0,3,4,28,0,2,71.0,89.8,68.7,,,57.9,84.9,60.0,18,0,0,0,2,7,0,0,0,5,1,53,43,8.6,10.6,0.0,3
Keaton Mitchell,123826,HB,BLT,1,4,0,0,0.0,0,0,11,0,0,0,5,0.0,0,1,3,0,2,70.7,42.8,71.4,,7.9,60.2,47.9,60.0,4,0,7,1,4,6,0,0,1,5,0,11,5,1.25,2.8,1.75,2
Dak Prescott,10769,QB,DAL,1,4,1,0,0.0,0,0,0,0,0,0,,100.0,1,1,9,0,0,80.5,69.8,79.0,66.4,,,71.1,60.0,14,0,0,0,0,16,34,4,0,0,0,34,10,2.5,8.5,,0
