team,position,count,probability,moneyline
ARI,OT,1812,0.3624,+176
ARI,EDGE,1559,0.3118,+221
ARI,LB,1509,0.3018,+231
ARI,RB,73,0.0146,+6749
ARI,WR,28,0.0056,+17757
ARI,CB,17,0.0034,+29312
ARI,S,2,0.0004,+249900
BAL,WR,2177,0.4354,+130
BAL,IOL,1539,0.3078,+225
BAL,TE,544,0.1088,+819
BAL,OT,318,0.0636,+1472
BAL,EDGE,163,0.0326,+2967
BAL,RB,91,0.0182,+5395
BAL,S,72,0.0144,+6844
BAL,CB,48,0.0096,+10317
BAL,LB,48,0.0096,+10317
BUF,WR,1869,0.3738,+168
BUF,EDGE,1828,0.3656,+174
BUF,DT,594,0.1188,+742
BUF,IOL,205,0.041,+2339
BUF,S,187,0.0374,+2574
BUF,OT,126,0.0252,+3868
BUF,CB,92,0.0184,+5335
BUF,LB,62,0.0124,+7965
BUF,RB,21,0.0042,+23710
BUF,TE,9,0.0018,+55456
BUF,QB,7,0.0014,+71329
CAR,EDGE,1522,0.3044,+229
CAR,TE,1346,0.2692,+271
CAR,WR,980,0.196,+410
CAR,OT,657,0.1314,+661
CAR,DT,201,0.0402,+2388
CAR,CB,93,0.0186,+5276
CAR,S,91,0.0182,+5395
CAR,RB,71,0.0142,+6942
CAR,LB,25,0.005,+19900
CAR,IOL,14,0.0028,+35614
CHI,DT,3093,0.6186,-162
CHI,S,1119,0.2238,+347
CHI,CB,284,0.0568,+1661
CHI,OT,181,0.0362,+2662
CHI,WR,141,0.0282,+3446
CHI,EDGE,94,0.0188,+5219
CHI,RB,28,0.0056,+17757
CHI,LB,23,0.0046,+21639
CHI,TE,21,0.0042,+23710
CHI,IOL,11,0.0022,+45355
CHI,QB,5,0.001,+99900
CIN,S,2648,0.5296,-113
CIN,LB,926,0.1852,+440
CIN,OT,510,0.102,+880
CIN,IOL,261,0.0522,+1816
CIN,CB,228,0.0456,+2093
CIN,WR,186,0.0372,+2588
CIN,EDGE,117,0.0234,+4174
CIN,RB,95,0.019,+5163
CIN,TE,28,0.0056,+17757
CIN,QB,1,0.0002,+499900
CLE,WR,4230,0.846,-549
CLE,OT,4206,0.8412,-530
CLE,EDGE,359,0.0718,+1293
CLE,RB,260,0.052,+1823
CLE,IOL,201,0.0402,+2388
