pick,player,position,count,probability
7,Jordyn Tyson,WR,195,0.039
7,Francis Mauigoa,OT,101,0.0202
7,Arvell Reese,LB,99,0.0198
7,Mansoor Delane,CB,87,0.0174
7,Jermod McCoy,CB,27,0.0054
7,Spencer Fano,OT,26,0.0052
7,Monroe Freeling,OT,21,0.0042
7,Dillon Thieneman,S,10,0.002
7,Olaivavega Ioane,IOL,3,0.0006
7,Kenyon Sadiq,TE,2,0.0004
8,Mansoor Delane,CB,1767,0.3534
8,Rueben Bain,EDGE,1069,0.2138
8,Makai Lemon,WR,593,0.1186
8,Carnell Tate,WR,337,0.0674
8,Jermod McCoy,CB,296,0.0592
8,Jordyn Tyson,WR,278,0.0556
8,Sonny Styles,LB,208,0.0416
8,David Bailey,EDGE,144,0.0288
8,Caleb Downs,S,76,0.0152
8,Jeremiyah Love,RB,66,0.0132
8,Spencer Fano,OT,45,0.009
8,Monroe Freeling,OT,43,0.0086
8,Francis Mauigoa,OT,38,0.0076
8,Arvell Reese,LB,25,0.005
8,Olaivavega Ioane,IOL,11,0.0022
8,Kenyon Sadiq,TE,3,0.0006
8,Kadyn Proctor,OT,1,0.0002
9,Mansoor Delane,CB,1106,0.2212
9,Spencer Fano,OT,686,0.1372
9,Caleb Downs,S,644,0.1288
9,Jermod McCoy,CB,626,0.1252
9,Rueben Bain,EDGE,579,0.1158
9,Monroe Freeling,OT,391,0.0782
9,Makai Lemon,WR,228,0.0456
9,Francis Mauigoa,OT,199,0.0398
9,Jordyn Tyson,WR,139,0.0278
9,Carnell Tate,WR,106,0.0212
9,David Bailey,EDGE,73,0.0146
9,Keldric Faulk,EDGE,69,0.0138
9,Sonny Styles,LB,34,0.0068
9,Jeremiyah Love,RB,33,0.0066
9,Kadyn Proctor,OT,28,0.0056
9,Dillon Thieneman,S,25,0.005
9,Arvell Reese,LB,17,0.0034
9,Olaivavega Ioane,IOL,10,0.002
9,Kenyon Sadiq,TE,7,0.0014
10,Caleb Downs,S,2120,0.424
10,Sonny Styles,LB,805,0.161
10,Dillon Thieneman,S,528,0.1056
10,Olaivavega Ioane,IOL,261,0.0522
10,Spencer Fano,OT,227,0.0454
10,Monroe Freeling,OT,208,0.0416
10,Mansoor Delane,CB,138,0.0276
10,Arvell Reese,LB,121,0.0242
10,Jeremiyah Love,RB,95,0.019
10,Makai Lemon,WR,94,0.0188
10,Jermod McCoy,CB,90,0.018
10,Rueben Bain,EDGE,88,0.0176
10,Jordyn Tyson,WR,77,0.0154
10,Francis Mauigoa,OT,64,0.0128
10,Kenyon Sadiq,TE,28,0.0056
10,Carnell Tate,WR,15,0.003
10,David Bailey,EDGE,13,0.0026
10,Kadyn Proctor,OT,11,0.0022
10,Keldric Faulk,EDGE,9,0.0018
10,Akheem Mesidor,EDGE,7,0.0014
10,Ty Simpson,QB,1,0.0002
11,Makai Lemon,WR,1150,0.23
11,Jordyn Tyson,WR,786,0.1572
11,Mansoor Delane,CB,728,0.1456
11,Jermod McCoy,CB,727,0.1454
11,Olaivavega Ioane,IOL,621,0.1242
11,Caleb Downs,S,192,0.0384
11,Kenyon Sadiq,TE,111,0.0222
11,Dillon Thieneman,S,104,0.0208
11,Rueben Bain,EDGE,90,0.018
11,Monroe Freeling,OT,85,0.017
11,Spencer Fano,OT,83,0.0166
11,Omar Cooper Jr.,WR,69,0.0138
11,Keldric Faulk,EDGE,52,0.0104
11,Akheem Mesidor,EDGE,38,0.0076
11,Carnell Tate,WR,38,0.0076
11,Jeremiyah Love,RB,38,0.0076
11,Francis Mauigoa,OT,27,0.0054
11,David Bailey,EDGE,26,0.0052
11,Kadyn Proctor,OT,18,0.0036
11,Sonny Styles,LB,10,0.002
11,Arvell Reese,LB,4,0.0008
11,Emmanuel McNeil-Warren,S,2,0.0004
11,Blake Miller,OT,1,0.0002
12,Jermod McCoy,CB,2111,0.4222
12,Mansoor Delane,CB,742,0.1484
12,Sonny Styles,LB,469,0.0938
12,Keldric Faulk,EDGE,268,0.0536
12,Dillon Thieneman,S,207,0.0414
12,Spencer Fano,OT,180,0.036
12,Monroe Freeling,OT,176,0.0352
12,Caleb Downs,S,133,0.0266
12,Makai Lemon,WR,103,0.0206
12,Jeremiyah Love,RB,90,0.018
12,Rueben Bain,EDGE,88,0.0176
12,Akheem Mesidor,EDGE,83,0.0166
12,Jordyn Tyson,WR,73,0.0146
12,Francis Mauigoa,OT,63,0.0126
12,Emmanuel McNeil-Warren,S,49,0.0098
12,Olaivavega Ioane,IOL,49,0.0098
12,Kenyon Sadiq,TE,39,0.0078
12,Kadyn Proctor,OT,28,0.0056
12,Arvell Reese,LB,17,0.0034
12,David Bailey,EDGE,15,0.003
12,Omar Cooper Jr.,WR,7,0.0014
12,Caleb Lomu,OT,4,0.0008
12,Carnell Tate,WR,4,0.0008
12,Blake Miller,OT,2,0.0004
13,Jordyn Tyson,WR,1273,0.2546
13,Spencer Fano,OT,941,0.1882
13,Monroe Freeling,OT,870,0.174
13,Makai Lemon,WR,861,0.1722
13,Francis Mauigoa,OT,278,0.0556
13,Kadyn Proctor,OT,165,0.033
13,Sonny Styles,LB,119,0.0238
13,Omar Cooper Jr.,WR,97,0.0194
13,Jeremiyah Love,RB,72,0.0144
13,Blake Miller,OT,49,0.0098
13,Kenyon Sadiq,TE,48,0.0096
13,Carnell Tate,WR,46,0.0092
13,Olaivavega Ioane,IOL,39,0.0078
13,Dillon Thieneman,S,34,0.0068
13,Jermod McCoy,CB,23,0.0046
13,Akheem Mesidor,EDGE,22,0.0044
13,Kevin Concepcion,WR,21,0.0042
13,Keldric Faulk,EDGE,19,0.0038
13,Caleb Downs,S,5,0.001
13,Caleb Lomu,OT,5,0.001
13,Mansoor Delane,CB,4,0.0008
13,Rueben Bain,EDGE,3,0.0006
13,Arvell Reese,LB,2,0.0004
13,Emmanuel McNeil-Warren,S,2,0.0004
13,David Bailey,EDGE,1,0.0002
13,Ty Simpson,QB,1,0.0002
14,Olaivavega Ioane,IOL,1539,0.3078
14,Jordyn Tyson,WR,965,0.193
14,Makai Lemon,WR,579,0.1158
14,Omar Cooper Jr.,WR,552,0.1104
14,Kenyon Sadiq,TE,544,0.1088
14,Monroe Freeling,OT,154,0.0308
14,Jeremiyah Love,RB,91,0.0182
14,Akheem Mesidor,EDGE,74,0.0148
14,Keldric Faulk,EDGE,67,0.0134
14,Kadyn Proctor,OT,59,0.0118
14,Dillon Thieneman,S,56,0.0112
14,Spencer Fano,OT,54,0.0108
14,Carnell Tate,WR,47,0.0094
14,Sonny Styles,LB,47,0.0094
14,Francis Mauigoa,OT,40,0.008
14,Jermod McCoy,CB,37,0.0074
14,Kevin Concepcion,WR,34,0.0068
14,Rueben Bain,EDGE,20,0.004
14,Caleb Downs,S,12,0.0024
14,Mansoor Delane,CB,9,0.0018
14,Caleb Lomu,OT,7,0.0014
14,Blake Miller,OT,4,0.0008
14,Emmanuel McNeil-Warren,S,4,0.0008
14,Avieon Terrell,CB,2,0.0004
14,David Bailey,EDGE,2,0.0004
14,Arvell Reese,LB,1,0.0002
15,Keldric Faulk,EDGE,1624,0.3248
15,Kenyon Sadiq,TE,1213,0.2426
15,Akheem Mesidor,EDGE,818,0.1636
15,Jermod McCoy,CB,399,0.0798
15,Olaivavega Ioane,IOL,376,0.0752
15,Rueben Bain,EDGE,156,0.0312
15,Jeremiyah Love,RB,57,0.0114
15,Kadyn Proctor,OT,44,0.0088
15,Sonny Styles,LB,39,0.0078
15,Mansoor Delane,CB,37,0.0074
15,Monroe Freeling,OT,34,0.0068
15,Dillon Thieneman,S,32,0.0064
15,Jordyn Tyson,WR,28,0.0056
15,Francis Mauigoa,OT,26,0.0052
15,Avieon Terrell,CB,25,0.005
15,Makai Lemon,WR,25,0.005
15,Emmanuel McNeil-Warren,S,22,0.0044
15,Spencer Fano,OT,11,0.0022
15,Omar Cooper Jr.,WR,10,0.002
15,Blake Miller,OT,6,0.0012
15,Caleb Downs,S,6,0.0012
15,Caleb Lomu,OT,6,0.0012
15,David Bailey,EDGE,4,0.0008
15,Kevin Concepcion,WR,2,0.0004
16,Akheem Mesidor,EDGE,729,0.1458
16,Omar Cooper Jr.,WR,691,0.1382
16,Keldric Faulk,EDGE,597,0.1194
16,Jordyn Tyson,WR,561,0.1122
16,Olaivavega Ioane,IOL,518,0.1036
16,Jermod McCoy,CB,223,0.0446
16,Kevin Concepcion,WR,217,0.0434
16,Sonny Styles,LB,213,0.0426
16,Makai Lemon,WR,193,0.0386
16,Dillon Thieneman,S,137,0.0274
16,Kadyn Proctor,OT,117,0.0234
16,Jeremiyah Love,RB,113,0.0226
16,Kenyon Sadiq,TE,102,0.0204
16,Avieon Terrell,CB,82,0.0164
16,Ty Simpson,QB,70,0.014
16,Francis Mauigoa,OT,67,0.0134
16,Rueben Bain,EDGE,66,0.0132
16,Monroe Freeling,OT,45,0.009
16,Spencer Fano,OT,44,0.0088
16,Carnell Tate,WR,43,0.0086
16,Blake Miller,OT,40,0.008
16,Emmanuel McNeil-Warren,S,37,0.0074
16,Mansoor Delane,CB,37,0.0074
16,T.J. Parker,EDGE,26,0.0052
16,Caleb Downs,S,15,0.003
16,Caleb Lomu,OT,10,0.002
16,David Bailey,EDGE,2,0.0004
16,Drew Allar,QB,2,0.0004
16,Garrett Nussmeier,QB,2,0.0004
16,Peter Woods,DT,1,0.0002
17,Kadyn Proctor,OT,2066,0.4132
17,Blake Miller,OT,512,0.1024
17,Caleb Lomu,OT,498,0.0996
17,Spencer Fano,OT,477,0.0954
17,Monroe Freeling,OT,416,0.0832
17,Francis Mauigoa,OT,294,0.0588
17,Peter Woods,DT,122,0.0244
17,Akheem Mesidor,EDGE,87,0.0174
17,Keldric Faulk,EDGE,86,0.0172
17,Dillon Thieneman,S,80,0.016
17,Jeremiyah Love,RB,79,0.0158
17,Kenyon Sadiq,TE,74,0.0148
17,Olaivavega Ioane,IOL,43,0.0086
17,Omar Cooper Jr.,WR,40,0.008
17,Sonny Styles,LB,32,0.0064
17,Emmanuel McNeil-Warren,S,22,0.0044
17,Jordyn Tyson,WR,22,0.0044
17,Caleb Downs,S,13,0.0026
17,Jermod McCoy,CB,8,0.0016
17,Makai Lemon,WR,6,0.0012
17,Rueben Bain,EDGE,6,0.0012
17,Avieon Terrell,CB,4,0.0008
17,Kevin Concepcion,WR,4,0.0008
17,T.J. Parker,EDGE,3,0.0006
17,Carnell Tate,WR,2,0.0004
17,Denzel Boston,WR,2,0.0004
17,Arvell Reese,LB,1,0.0002
17,Mansoor Delane,CB,1,0.0002
18,Dillon Thieneman,S,2202,0.4404
18,Emmanuel McNeil-Warren,S,1384,0.2768
18,Jeremiyah Love,RB,369,0.0738
18,Caleb Downs,S,207,0.0414
18,Avieon Terrell,CB,135,0.027
18,Peter Woods,DT,108,0.0216
18,Kadyn Proctor,OT,66,0.0132
18,Jermod McCoy,CB,62,0.0124
18,Keldric Faulk,EDGE,54,0.0108
18,Kenyon Sadiq,TE,54,0.0108
18,Omar Cooper Jr.,WR,50,0.01
18,Akheem Mesidor,EDGE,47,0.0094
18,Mansoor Delane,CB,46,0.0092
18,Olaivavega Ioane,IOL,37,0.0074
18,Blake Miller,OT,34,0.0068
18,Caleb Lomu,OT,26,0.0052
18,Kevin Concepcion,WR,24,0.0048
18,Monroe Freeling,OT,18,0.0036
18,Kayden McDonald,DT,17,0.0034
18,Spencer Fano,OT,17,0.0034
18,Sonny Styles,LB,14,0.0028
18,Francis Mauigoa,OT,10,0.002
18,Rueben Bain,EDGE,6,0.0012
18,T.J. Parker,EDGE,6,0.0012
18,Makai Lemon,WR,3,0.0006
18,Jordyn Tyson,WR,2,0.0004
18,Carnell Tate,WR,1,0.0002
18,Denzel Boston,WR,1,0.0002
19,Kenyon Sadiq,TE,1346,0.2692
19,Akheem Mesidor,EDGE,822,0.1644
19,Keldric Faulk,EDGE,578,0.1156
19,Omar Cooper Jr.,WR,527,0.1054
19,Kevin Concepcion,WR,279,0.0558
19,Kadyn Proctor,OT,208,0.0416
19,Blake Miller,OT,185,0.037
19,Peter Woods,DT,172,0.0344
19,Caleb Lomu,OT,82,0.0164
19,T.J. Parker,EDGE,79,0.0158
19,Avieon Terrell,CB,77,0.0154
19,Denzel Boston,WR,72,0.0144
19,Monroe Freeling,OT,72,0.0144
19,Spencer Fano,OT,72,0.0144
19,Jeremiyah Love,RB,71,0.0142
19,Emmanuel McNeil-Warren,S,46,0.0092
19,Jordyn Tyson,WR,44,0.0088
19,Makai Lemon,WR,43,0.0086
19,Dillon Thieneman,S,38,0.0076
19,Francis Mauigoa,OT,38,0.0076
19,Kayden McDonald,DT,29,0.0058
19,Rueben Bain,EDGE,27,0.0054
19,Sonny Styles,LB,25,0.005
19,Cashius Howell,EDGE,16,0.0032
19,Carnell Tate,WR,15,0.003
19,Olaivavega Ioane,IOL,14,0.0028
19,Jermod McCoy,CB,8,0.0016
19,Mansoor Delane,CB,8,0.0016
19,Caleb Downs,S,7,0.0014
20,Akheem Mesidor,EDGE,779,0.1558
20,Avieon Terrell,CB,694,0.1388
20,Emmanuel McNeil-Warren,S,554,0.1108
20,Keldric Faulk,EDGE,530,0.106
20,Dillon Thieneman,S,486,0.0972
20,Peter Woods,DT,349,0.0698
20,Sonny Styles,LB,276,0.0552
20,Kadyn Proctor,OT,160,0.032
20,Omar Cooper Jr.,WR,127,0.0254
20,Blake Miller,OT,105,0.021
20,T.J. Parker,EDGE,105,0.021
20,Jermod McCoy,CB,102,0.0204
20,Kayden McDonald,DT,99,0.0198
20,Caleb Lomu,OT,97,0.0194
20,Caleb Downs,S,95,0.019
20,Jeremiyah Love,RB,80,0.016
20,Spencer Fano,OT,53,0.0106
20,Rueben Bain,EDGE,49,0.0098
20,Monroe Freeling,OT,46,0.0092
20,Kevin Concepcion,WR,45,0.009
20,Mansoor Delane,CB,45,0.009
20,Kenyon Sadiq,TE,33,0.0066
20,Francis Mauigoa,OT,32,0.0064
20,Denzel Boston,WR,17,0.0034
20,Olaivavega Ioane,IOL,15,0.003
20,Cashius Howell,EDGE,14,0.0028
20,Jordyn Tyson,WR,7,0.0014
20,Makai Lemon,WR,4,0.0008
20,Carnell Tate,WR,2,0.0004
21,Caleb Lomu,OT,842,0.1684
21,Blake Miller,OT,827,0.1654
21,Kadyn Proctor,OT,825,0.165
21,Omar Cooper Jr.,WR,465,0.093
21,Spencer Fano,OT,342,0.0684
21,Kevin Concepcion,WR,326,0.0652
21,Avieon Terrell,CB,317,0.0634
21,Monroe Freeling,OT,313,0.0626
21,Jeremiyah Love,RB,178,0.0356
21,Francis Mauigoa,OT,77,0.0154
21,Olaivavega Ioane,IOL,62,0.0124
21,Denzel Boston,WR,51,0.0102
21,Ty Simpson,QB,45,0.009
21,Akheem Mesidor,EDGE,41,0.0082
21,Emmanuel McNeil-Warren,S,39,0.0078
21,Max Iheanachor,OT,31,0.0062
21,Jermod McCoy,CB,28,0.0056
21,Jordyn Tyson,WR,27,0.0054
21,Keldric Faulk,EDGE,26,0.0052
21,Mansoor Delane,CB,25,0.005
21,Peter Woods,DT,24,0.0048
21,Makai Lemon,WR,23,0.0046
21,Colton Hood,CB,16,0.0032
21,T.J. Parker,EDGE,9,0.0018
21,Cashius Howell,EDGE,8,0.0016
21,Dillon Thieneman,S,7,0.0014
21,Caleb Downs,S,6,0.0012
21,Kayden McDonald,DT,5,0.001
21,Kenyon Sadiq,TE,4,0.0008
21,Sonny Styles,LB,4,0.0008
21,Carnell Tate,WR,3,0.0006
21,Garrett Nussmeier,QB,2,0.0004
21,Drew Allar,QB,1,0.0002
21,Zion Young,EDGE,1,0.0002
22,Akheem Mesidor,EDGE,646,0.1292
22,T.J. Parker,EDGE,587,0.1174
22,Omar Cooper Jr.,WR,554,0.1108
22,Emmanuel McNeil-Warren,S,503,0.1006
22,Kevin Concepcion,WR,502,0.1004
22,Peter Woods,DT,469,0.0938
22,Keldric Faulk,EDGE,463,0.0926
22,Denzel Boston,WR,228,0.0456
22,Olaivavega Ioane,IOL,183,0.0366
22,Cashius Howell,EDGE,178,0.0356
22,Kayden McDonald,DT,153,0.0306
22,Blake Miller,OT,88,0.0176
22,Caleb Downs,S,52,0.0104
22,Dillon Thieneman,S,51,0.0102
22,Jordyn Tyson,WR,39,0.0078
22,Caleb Lomu,OT,38,0.0076
22,Avieon Terrell,CB,37,0.0074
22,Jeremiyah Love,RB,30,0.006
22,Rueben Bain,EDGE,27,0.0054
22,Zion Young,EDGE,27,0.0054
22,Monroe Freeling,OT,24,0.0048
22,Caleb Banks,DT,23,0.0046
22,Makai Lemon,WR,22,0.0044
22,Kadyn Proctor,OT,18,0.0036
22,Spencer Fano,OT,14,0.0028
22,Kenyon Sadiq,TE,13,0.0026
22,Francis Mauigoa,OT,9,0.0018
22,Sonny Styles,LB,7,0.0014
22,C.J. Allen,LB,3,0.0006
22,Max Iheanachor,OT,3,0.0006
22,Chris Johnson,CB,2,0.0004
22,Jermod McCoy,CB,2,0.0004
22,Mansoor Delane,CB,2,0.0004
22,Ty Simpson,QB,2,0.0004
22,Carnell Tate,WR,1,0.0002
23,Caleb Lomu,OT,903,0.1806
23,Blake Miller,OT,861,0.1722
23,Kevin Concepcion,WR,534,0.1068
23,Omar Cooper Jr.,WR,526,0.1052
23,T.J. Parker,EDGE,311,0.0622
23,Denzel Boston,WR,304,0.0608
23,Monroe Freeling,OT,258,0.0516
23,Akheem Mesidor,EDGE,243,0.0486
23,Emmanuel McNeil-Warren,S,223,0.0446
23,Spencer Fano,OT,221,0.0442
23,Kadyn Proctor,OT,106,0.0212
23,Cashius Howell,EDGE,88,0.0176
23,Keldric Faulk,EDGE,80,0.016
23,Jordyn Tyson,WR,50,0.01
23,Kenyon Sadiq,TE,40,0.008
23,Dillon Thieneman,S,36,0.0072
23,Peter Woods,DT,28,0.0056
23,Francis Mauigoa,OT,25,0.005
23,Makai Lemon,WR,25,0.005
23,Caleb Downs,S,24,0.0048
23,Avieon Terrell,CB,23,0.0046
23,Kayden McDonald,DT,18,0.0036
23,Rueben Bain,EDGE,18,0.0036
23,Zion Young,EDGE,12,0.0024
23,Jeremiyah Love,RB,10,0.002
23,Max Iheanachor,OT,10,0.002
23,Olaivavega Ioane,IOL,7,0.0014
23,Sonny Styles,LB,7,0.0014
23,C.J. Allen,LB,4,0.0008
23,Carnell Tate,WR,4,0.0008
23,Jermod McCoy,CB,1,0.0002
24,Caleb Lomu,OT,1058,0.2116
24,Kevin Concepcion,WR,971,0.1942
24,Denzel Boston,WR,479,0.0958
24,Omar Cooper Jr.,WR,436,0.0872
24,Blake Miller,OT,390,0.078
24,Monroe Freeling,OT,385,0.077
24,Kadyn Proctor,OT,215,0.043
24,Olaivavega Ioane,IOL,145,0.029
24,Spencer Fano,OT,114,0.0228
24,Avieon Terrell,CB,95,0.019
24,T.J. Parker,EDGE,94,0.0188
24,Emmanuel McNeil-Warren,S,83,0.0166
24,Peter Woods,DT,79,0.0158
24,Ty Simpson,QB,63,0.0126
24,Jordyn Tyson,WR,62,0.0124
24,Cashius Howell,EDGE,47,0.0094
24,Makai Lemon,WR,44,0.0088
24,Jeremiyah Love,RB,42,0.0084
24,Kayden McDonald,DT,39,0.0078
24,Kenyon Sadiq,TE,21,0.0042
24,Akheem Mesidor,EDGE,17,0.0034
24,Chase Bisontis,IOL,16,0.0032
24,Emmanuel Pregnon,IOL,13,0.0026
24,Sonny Styles,LB,13,0.0026
24,Dillon Thieneman,S,10,0.002
24,Colton Hood,CB,9,0.0018
24,Jermod McCoy,CB,9,0.0018
24,C.J. Allen,LB,8,0.0016
24,Caleb Downs,S,8,0.0016
24,Carnell Tate,WR,8,0.0016
24,Max Iheanachor,OT,7,0.0014
24,Francis Mauigoa,OT,5,0.001
24,Keldric Faulk,EDGE,5,0.001
24,Mansoor Delane,CB,3,0.0006
24,Caleb Banks,DT,2,0.0004
24,Rueben Bain,EDGE,2,0.0004
24,Zion Young,EDGE,2,0.0004
24,Chris Johnson,CB,1,0.0002
25,Peter Woods,DT,1812,0.3624
25,Kayden McDonald,DT,1220,0.244
25,Emmanuel McNeil-Warren,S,874,0.1748
25,Avieon Terrell,CB,238,0.0476
25,Dillon Thieneman,S,174,0.0348
25,Caleb Downs,S,71,0.0142
25,Blake Miller,OT,69,0.0138
25,Kevin Concepcion,WR,63,0.0126
25,Caleb Banks,DT,61,0.0122
25,Denzel Boston,WR,60,0.012
25,T.J. Parker,EDGE,59,0.0118
25,Caleb Lomu,OT,48,0.0096
25,Jeremiyah Love,RB,28,0.0056
25,Cashius Howell,EDGE,24,0.0048
25,Colton Hood,CB,22,0.0044
25,Spencer Fano,OT,22,0.0044
25,Kenyon Sadiq,TE,21,0.0042
25,Monroe Freeling,OT,17,0.0034
25,Sonny Styles,LB,16,0.0032
25,Max Iheanachor,OT,13,0.0026
25,Olaivavega Ioane,IOL,10,0.002
25,Omar Cooper Jr.,WR,10,0.002
25,Kadyn Proctor,OT,9,0.0018
25,Jermod McCoy,CB,8,0.0016
25,Mansoor Delane,CB,8,0.0016
25,C.J. Allen,LB,7,0.0014
25,Chris Johnson,CB,6,0.0012
25,Jordyn Tyson,WR,5,0.001
25,Ty Simpson,QB,5,0.001
25,Akheem Mesidor,EDGE,4,0.0008
25,Keldric Faulk,EDGE,4,0.0008
25,Francis Mauigoa,OT,3,0.0006
25,Makai Lemon,WR,3,0.0006
25,Brandon Cisse,CB,2,0.0004
25,Zion Young,EDGE,2,0.0004
25,Emmanuel Pregnon,IOL,1,0.0002
25,Rueben Bain,EDGE,1,0.0002
26,T.J. Parker,EDGE,941,0.1882
26,Denzel Boston,WR,907,0.1814
26,Kevin Concepcion,WR,761,0.1522
26,Cashius Howell,EDGE,568,0.1136
26,Kayden McDonald,DT,299,0.0598
26,Peter Woods,DT,278,0.0556
26,Olaivavega Ioane,IOL,162,0.0324
26,Zion Young,EDGE,135,0.027
26,Emmanuel McNeil-Warren,S,93,0.0186
26,Omar Cooper Jr.,WR,85,0.017
26,Akheem Mesidor,EDGE,77,0.0154
26,Avieon Terrell,CB,72,0.0144
26,Jordyn Tyson,WR,70,0.014
26,Dillon Thieneman,S,61,0.0122
26,Keldric Faulk,EDGE,61,0.0122
26,C.J. Allen,LB,52,0.0104
26,Blake Miller,OT,51,0.0102
26,Makai Lemon,WR,41,0.0082
26,Caleb Lomu,OT,35,0.007
26,Caleb Downs,S,33,0.0066
26,Malachi Lawrence,EDGE,33,0.0066
26,Emmanuel Pregnon,IOL,29,0.0058
26,Jeremiyah Love,RB,21,0.0042
26,Caleb Banks,DT,17,0.0034
26,Spencer Fano,OT,16,0.0032
26,Chase Bisontis,IOL,14,0.0028
26,Monroe Freeling,OT,14,0.0028
26,Rueben Bain,EDGE,13,0.0026
26,Sonny Styles,LB,10,0.002
26,Kenyon Sadiq,TE,9,0.0018
26,Colton Hood,CB,8,0.0016
26,Ty Simpson,QB,7,0.0014
26,Kadyn Proctor,OT,6,0.0012
26,Carnell Tate,WR,5,0.001
26,Chris Johnson,CB,4,0.0008
26,Jermod McCoy,CB,4,0.0008
26,Max Iheanachor,OT,3,0.0006
26,Brandon Cisse,CB,2,0.0004
26,Mansoor Delane,CB,2,0.0004
26,Francis Mauigoa,OT,1,0.0002
27,Denzel Boston,WR,722,0.1444
27,Caleb Lomu,OT,571,0.1142
27,T.J. Parker,EDGE,569,0.1138
27,Kevin Concepcion,WR,487,0.0974
27,Cashius Howell,EDGE,409,0.0818
27,Blake Miller,OT,333,0.0666
27,Spencer Fano,OT,273,0.0546
27,Monroe Freeling,OT,218,0.0436
27,Avieon Terrell,CB,206,0.0412
27,Max Iheanachor,OT,179,0.0358
27,Olaivavega Ioane,IOL,145,0.029
27,Kadyn Proctor,OT,136,0.0272
27,Omar Cooper Jr.,WR,120,0.024
27,Zion Young,EDGE,84,0.0168
27,Colton Hood,CB,57,0.0114
27,Dillon Thieneman,S,49,0.0098
27,Akheem Mesidor,EDGE,43,0.0086
27,Jordyn Tyson,WR,43,0.0086
27,Kayden McDonald,DT,40,0.008
27,Makai Lemon,WR,38,0.0076
27,Emmanuel McNeil-Warren,S,34,0.0068
27,Peter Woods,DT,32,0.0064
27,Keldric Faulk,EDGE,27,0.0054
27,Emmanuel Pregnon,IOL,26,0.0052
27,Chase Bisontis,IOL,23,0.0046
27,C.J. Allen,LB,17,0.0034
27,Caleb Downs,S,17,0.0034
27,Jeremiyah Love,RB,15,0.003
27,Kenyon Sadiq,TE,15,0.003
27,Malachi Lawrence,EDGE,12,0.0024
27,Rueben Bain,EDGE,12,0.0024
27,Jermod McCoy,CB,9,0.0018
27,Sonny Styles,LB,8,0.0016
27,Chris Johnson,CB,6,0.0012
27,Francis Mauigoa,OT,6,0.0012
27,Brandon Cisse,CB,5,0.001
27,Caleb Banks,DT,5,0.001
27,Carnell Tate,WR,3,0.0006
27,Mansoor Delane,CB,3,0.0006
