player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Travis Etienne Jr.,57185,HB,JAX,1,20,2,1,22.9,25,0,109,0,1,2,58,41.4,2,5,15,0,7,76.7,70.9,81.7,,26.5,71.5,71.3,,25,0,12,1,40,18,0,0,1,21,0,109,58,2.9,5.5,0.3,11
Daniel Jones,39395,QB,NYG,1,17,0,0,0.0,0,0,19,0,0,0,10,0.0,4,7,21,0,3,81.9,80.9,79.3,76.7,,,73.6,60.0,15,0,0,0,0,26,59,6,0,11,0,78,46,2.71,4.6,,2
Christian McCaffrey,11763,HB,SF,1,15,7,1,57.1,68,0,119,0,0,7,89,244.3,3,4,28,0,5,76.4,69.8,78.1,,76.4,65.8,69.1,60.0,68,0,17,2,27,18,0,0,2,17,0,119,89,5.93,7.9,0.63,9
Kenneth Walker III,97199,HB,SEA,1,15,2,0,0.0,0,0,63,0,0,2,28,23.3,0,4,29,0,6,76.2,66.3,77.0,,28.7,52.4,73.6,60.0,9,0,3,1,21,19,0,0,1,16,1,63,28,1.87,4.2,0.14,9
Dalvin Cook,11796,HB,MIN,1,15,1,0,0.0,0,0,60,0,1,1,43,27.3,1,2,18,0,3,76.6,65.8,79.7,,80.3,63.9,64.4,,11,0,10,6,29,15,0,0,7,21,0,60,43,2.87,4.0,0.34,11
Tony Pollard,27126,HB,DAL,1,15,9,2,46.8,36,0,77,0,0,9,51,170.0,3,3,9,0,8,76.1,76.6,77.9,,63.1,68.3,74.9,60.0,18,0,12,3,16,19,0,0,3,18,0,77,51,3.4,5.1,0.75,7
Austin Ekeler,12164,HB,LAC,1,13,1,0,0.0,0,1,35,0,1,1,23,23.6,1,3,27,0,6,75.2,54.8,0.0,,26.7,55.0,61.5,60.0,13,1,8,2,26,14,0,0,3,15,2,35,23,1.77,2.7,0.31,7
Ezekiel Elliott,10638,HB,DAL,1,13,3,0,0.0,0,0,27,0,0,3,35,57.7,0,3,9,0,9,74.9,50.8,77.5,,70.6,63.8,49.8,55.2,9,0,9,1,14,17,0,0,1,14,0,27,35,2.69,2.1,0.64,4
J.K. Dobbins,57366,HB,BLT,1,13,1,1,24.2,15,0,62,0,2,1,35,47.5,3,3,3,0,4,75.6,63.7,76.0,,77.8,84.0,56.1,60.0,15,0,43,4,14,15,0,0,5,17,0,62,35,2.69,4.8,3.07,7
Gus Edwards,46027,HB,BLT,1,12,1,0,0.0,0,0,39,0,0,1,28,17.9,0,4,3,0,7,74.5,65.6,73.7,,,64.1,64.2,60.0,9,0,13,1,5,16,0,0,1,13,0,39,28,2.33,3.3,2.6,5
James Cook,83666,HB,BUF,1,12,3,0,0.0,0,0,39,0,0,3,26,54.2,2,2,4,0,3,74.3,59.4,73.6,,79.1,53.6,60.2,,13,0,0,0,9,12,0,0,0,12,1,39,26,2.17,3.3,0.0,9
Joe Mixon,11803,HB,CIN,1,11,0,0,0.0,0,0,39,1,0,0,19,0.0,1,2,7,0,5,75.0,62.6,75.2,,17.7,38.3,71.8,60.0,11,0,17,3,10,13,0,0,4,14,0,39,19,1.73,3.5,1.7,6
Devin Singletary,40485,HB,BUF,1,10,2,0,0.0,0,0,48,0,0,2,40,80.0,1,4,4,0,6,73.3,71.3,76.1,,84.3,51.7,73.5,60.0,13,0,0,0,21,11,0,0,0,10,0,48,40,4.0,4.8,0.0,4
Jeff Wilson Jr.,29413,HB,MIA,1,10,0,0,0.0,0,0,22,1,2,0,19,34.5,0,1,17,0,4,73.6,54.2,76.1,,76.0,44.5,58.5,60.0,6,0,13,1,22,12,0,0,4,11,1,22,19,1.9,2.2,0.59,6
Elijah Mitchell,57272,HB,SF,1,9,1,0,0.0,0,0,2,0,0,1,15,15.2,0,0,28,0,2,73.4,47.0,72.6,,,89.4,42.0,60.0,4,0,25,2,4,10,0,0,3,11,0,2,15,1.67,0.2,6.25,7
Saquon Barkley,45791,HB,NYG,1,9,1,2,83.0,44,0,53,0,0,1,17,13.5,2,3,21,0,3,74.7,77.3,80.9,,17.2,70.2,86.2,58.2,28,0,56,5,42,21,0,0,6,14,2,53,17,1.89,5.9,1.33,6
Tyler Huntley,46448,QB,BLT,1,9,0,1,64.8,35,0,46,0,0,0,7,0.0,1,3,3,2,5,28.9,48.1,79.2,57.2,,,37.0,60.0,35,0,0,0,0,33,8,3,0,6,0,54,13,1.44,6.0,,0
Rachaad White,131633,HB,TB,1,7,2,0,0.0,0,0,41,0,2,2,24,124.7,1,3,30,0,4,73.0,71.1,80.9,,81.6,73.5,69.5,,12,0,36,4,34,7,0,0,4,11,0,41,24,3.43,5.9,1.06,2
Dak Prescott,10769,QB,DAL,1,7,1,0,0.0,0,0,5,0,0,1,3,18.8,1,2,9,0,1,79.4,88.6,0.0,88.3,,,69.2,60.0,11,1,0,0,0,32,19,3,0,4,1,24,10,1.43,3.4,,0
DeeJay Dallas,55632,HB,SEA,1,6,1,0,0.0,0,0,13,0,0,1,14,38.9,0,0,29,0,1,71.9,53.6,78.4,,79.1,53.4,53.4,,7,0,0,0,12,6,0,0,0,6,0,13,14,2.33,2.2,0.0,4
Joshua Kelley,13750,HB,LAC,1,6,1,0,0.0,0,0,16,0,0,1,14,29.2,0,0,27,0,0,71.6,56.7,75.2,,63.0,60.4,55.2,60.0,5,0,12,2,13,7,0,0,2,8,0,16,14,2.33,2.7,0.92,6
Leonard Fournette,11759,HB,TB,1,5,0,0,0.0,0,0,11,0,0,0,9,0.0,0,1,30,0,3,70.3,48.9,79.0,,0.0,57.7,52.1,,6,0,6,1,27,5,0,0,1,6,0,11,9,1.8,2.2,0.22,1
Joe Burrow,28022,QB,CIN,1,5,1,0,0.0,0,0,0,0,0,0,0,0.0,0,2,7,0,0,79.7,84.2,78.6,83.1,,,63.6,60.0,4,0,0,0,0,16,9,3,0,2,1,9,11,2.2,1.8,,0
Salvon Ahmed,57472,HB,MIA,1,5,0,0,0.0,0,0,3,0,1,0,3,7.5,0,0,17,0,3,71.4,63.1,77.5,,13.5,88.8,49.6,60.0,6,0,45,3,21,6,0,0,4,8,0,3,3,0.6,0.6,2.14,2
Josh Allen,46601,QB,BUF,1,4,2,0,0.0,0,0,10,0,0,2,11,550.0,1,2,4,3,0,23.1,76.9,79.5,77.9,,,52.4,60.0,12,0,0,0,0,24,10,2,0,2,0,20,15,3.75,5.0,,0
Geno Smith,7820,QB,SEA,1,4,0,0,0.0,0,0,-1,0,0,0,3,0.0,1,2,29,1,0,29.5,63.8,79.4,60.9,,,69.2,60.3,11,0,0,0,0,23,29,3,0,1,0,28,5,1.25,7.0,,1
Brock Purdy,77672,QB,SF,1,4,0,0,0.0,0,0,3,0,0,0,1,0.0,1,3,28,0,0,78.8,73.6,78.9,67.3,,,79.2,60.0,13,0,0,0,0,31,13,1,0,3,1,16,1,0.25,4.0,,0
Justin Herbert,28237,QB,LAC,1,3,0,0,0.0,0,0,-1,0,0,0,0,0.0,1,1,27,1,0,80.5,60.5,79.3,59.9,,,59.8,60.0,13,0,0,0,0,21,13,1,0,2,0,12,0,0.0,4.0,,0
Deebo Samuel,48274,WR,SF,1,3,4,1,68.8,22,0,32,0,2,4,16,355.6,1,1,28,0,0,70.6,89.4,78.4,,69.7,88.9,68.1,54.6,22,0,133,6,29,19,0,0,10,9,0,32,16,5.33,10.7,4.59,2
Matt Breida,12271,HB,NYG,1,3,2,0,0.0,0,0,8,0,0,2,9,200.0,0,1,21,0,1,67.2,69.5,77.2,,,52.8,74.8,59.0,4,0,0,0,10,11,0,0,0,3,0,8,9,3.0,2.7,0.0,0
Tyreek Hill,10799,WR,MIA,1,2,0,0,0.0,0,0,5,1,0,0,10,0.0,0,1,17,0,0,71.5,74.3,80.8,,,71.0,64.6,81.6,8,0,69,7,45,13,0,0,14,9,0,5,10,5.0,2.5,1.53,0
Skylar Thompson,60417,QB,MIA,1,2,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,17,0,0,80.8,51.2,79.5,52.2,,,54.6,60.0,2,0,0,0,0,18,3,2,0,0,0,3,1,0.5,1.5,,0
Jordan Mason,62946,HB,SF,1,2,0,0,0.0,0,0,12,0,0,0,8,0.0,0,1,28,0,1,65.2,78.4,66.2,,,,71.8,60.0,8,0,0,0,0,3,0,0,0,2,0,12,8,4.0,6.0,,1
Samaje Perine,11869,HB,CIN,1,2,0,0,0.0,0,0,3,0,0,0,5,0.0,0,1,7,0,1,66.7,61.8,75.0,,45.1,60.0,64.9,60.0,2,0,0,0,20,4,0,0,1,2,0,3,5,2.5,1.5,0.0,1
Darius Slayton,25578,WR,NYG,1,1,0,0,0.0,0,0,3,2,0,0,1,0.0,0,0,21,0,0,68.3,57.2,79.3,,,59.0,56.6,51.4,3,0,88,4,42,21,0,0,8,5,0,3,1,1.0,3.0,2.1,0
Kirk Cousins,7102,QB,MIN,1,1,0,0,0.0,0,0,1,0,1,0,1,50.0,0,1,18,0,0,79.4,83.5,78.6,80.6,,62.0,62.9,60.0,1,0,-2,1,1,16,0,0,1,2,1,1,1,1.0,1.0,-2.0,0
Trevor Lawrence,77632,QB,JAX,1,1,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,15,0,0,81.2,66.2,0.0,66.3,,,62.8,60.0,8,1,0,0,0,19,8,1,0,0,0,8,0,0.0,8.0,,0
Mark Andrews,47436,TE,BLT,1,1,0,0,,0,0,0,0,0,0,0,0.0,0,0,3,0,1,69.1,71.4,79.8,,,70.6,58.7,69.6,0,0,73,5,32,28,0,0,9,6,0,0,0,0.0,0.0,2.28,0
Jaylen Waddle,84088,WR,MIA,1,1,0,0,0.0,0,0,8,1,0,0,2,0.0,0,1,17,0,0,67.4,60.3,79.4,,,58.7,63.0,57.9,8,0,44,3,45,14,0,0,7,4,0,8,2,2.0,8.0,0.98,0
